asset_class,ph_rank_bin_756,mid_trend_state,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
broad_index,00_30,BEAR,4,2023-09-22,2023-10-11,0.855,0.82,0.72,0.3325057629495859,0.3387996395717335,0.26884920634920634,-0.31546210165463884,-0.006951893585551483,-0.3164658686034483,-0.005376517335808129,0.001003766948809437
broad_index,00_30,BULL,776,2015-02-13,2026-05-07,0.854536082474227,0.8854381443298971,0.8800000000000001,0.21663986190423826,0.2463933215431864,0.13566738945563292,0.01816586986919666,-0.15224567586836713,0.02312650774923508,-0.16790302391054368,-0.004960637880038421
broad_index,00_30,NEUTRAL,2,2015-07-23,2023-09-20,0.92,0.92,0.78,0.18474536240100858,0.2044705018508686,0.20186974910925143,-0.0009044260896720058,-0.0020222644788769895,-0.0009901882209067958,-0.0022484896335781546,8.576213123479004e-05
broad_index,30_50,BEAR,27,2015-07-27,2023-11-09,0.9192592592592592,0.9207407407407407,0.7199999999999999,0.4411086177108465,0.42882558549234995,0.40501908793932606,0.0018685816229677688,-0.033513532395616386,0.002042200540141037,-0.033749812422794734,-0.00017361891717326827
broad_index,30_50,BULL,489,2015-03-02,2026-04-30,0.8352965235173825,0.837873210633947,0.8200000000000003,0.3609165240041074,0.3789960826491473,0.3982481832413787,0.011023152724464413,-0.08897846817201382,0.012467592545880368,-0.11543757484337602,-0.0014444398214159548
broad_index,30_50,NEUTRAL,13,2016-11-09,2023-11-08,0.8961538461538462,0.8830769230769231,0.7799999999999999,0.49767995900832696,0.5817191690091384,0.4123931623931624,0.006838999547197799,-0.007798735073642149,0.008415901810813642,-0.007798735073642149,-0.0015769022636158425
broad_index,50_70,BEAR,43,2015-07-24,2023-11-01,0.7788372093023256,0.8288372093023257,0.68,0.5871618239685547,0.5767440959213306,0.6164400983732174,0.001536430681890577,-0.0544807342000454,-0.0011914272458707353,-0.07984817888518259,0.0027278579277613124
broad_index,50_70,BULL,502,2015-01-02,2026-04-29,0.7608366533864543,0.7569721115537849,0.72,0.5129506449374664,0.5098252344589651,0.5921940611898807,0.01853830209893159,-0.10374335337429008,0.028807590442350595,-0.11095658001355868,-0.010269288343419003
broad_index,50_70,NEUTRAL,26,2015-10-27,2026-04-13,0.861923076923077,0.8930769230769232,0.6799999999999999,0.6229696459208542,0.6590817623478398,0.6127229187088342,-0.0030467937228161324,-0.05725596716665582,-0.004093588491569378,-0.06418008165802858,0.0010467947687532453
broad_index,70_85,BEAR,123,2015-06-30,2026-03-17,0.5738211382113819,0.5944715447154468,0.58,0.7701863169306664,0.7778131192887253,0.7854345214568662,0.0031466385199836466,-0.13620333415957941,-3.441358664812988e-06,-0.26569706461771814,0.0031500798786484596
broad_index,70_85,BULL,283,2015-02-10,2026-03-04,0.6608480565371025,0.6414840989399294,0.6199999999999999,0.6701856418943869,0.6303600156081609,0.7668045037986313,0.009290980586367903,-0.13062890932041848,0.011802010519067041,-0.2010158866220949,-0.002511029932699138
broad_index,70_85,NEUTRAL,41,2015-06-29,2026-04-10,0.655609756097561,0.7580487804878049,0.58,0.7400879177741889,0.730053958483301,0.7816628910409246,0.0016630507253510007,-0.04460449807252309,0.006784006380422092,-0.046244524742136583,-0.005120955655071091
broad_index,85_95,BEAR,186,2015-07-08,2026-04-07,0.40897849462365593,0.4040860215053763,0.4800000000000001,0.8535580423890903,0.8414338266935227,0.9093452153804674,-0.005460064450698132,-0.1488101481170101,-0.015429735504099873,-0.3980412801689259,0.00996967105340174
broad_index,85_95,BULL,120,2015-01-05,2026-02-13,0.6082500000000001,0.5886666666666666,0.5199999999999998,0.7563917384545008,0.6895329239355857,0.8910208996368385,0.007267928297117754,-0.0354898672438162,0.01243614262104753,-0.0552266404763091,-0.005168214323929776
broad_index,85_95,NEUTRAL,25,2015-11-13,2026-03-09,0.6607999999999999,0.5816,0.48,0.8354390869140628,0.7365450622205673,0.8979578912106735,0.0010127390886860432,-0.025885816105910897,0.0038352546247280017,-0.03168836411789511,-0.0028225155360419585
broad_index,95_100,BEAR,160,2015-01-30,2026-04-01,0.3619375000000001,0.3569375000000001,0.37999999999999995,0.8958444490097464,0.8679854311875074,0.9766592778787796,0.01967830100106882,-0.04067476774324086,0.044165022391493114,-0.09303496566247893,-0.024486721390424293
