policy1_signal_regime,mid_trend_state,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
EXTREME_RISK,BEAR,85_95,62,2018-04-03,2025-04-23,0.363709677419355,0.35000000000000014,0.48000000000000004,0.8876256757686215,0.8739448351212356,0.9282194060419867,-0.004955607461936573,-0.10207733058607715,-0.015820664068545653,-0.2790129850476597,0.01086505660660908
EXTREME_RISK,BEAR,95_100,160,2015-01-30,2026-04-01,0.3619375000000001,0.3569375000000001,0.37999999999999995,0.8958444490097464,0.8679854311875074,0.9766592778787796,0.01967830100106882,-0.04067476774324086,0.044165022391493114,-0.09303496566247893,-0.024486721390424293
EXTREME_RISK,BULL,85_95,6,2018-02-08,2021-02-26,0.52,0.52,0.52,0.8865359172224999,0.8240176341817077,0.9318783068783069,0.011307193522916759,-0.0034907096181676645,0.02247830757522795,-0.007803215647831263,-0.011171114052311193
EXTREME_RISK,BULL,95_100,21,2015-01-06,2020-06-30,0.6514285714285714,0.6257142857142857,0.42000000000000004,0.8445238395815805,0.7469085662576742,0.9770164920759731,0.003575573256708209,-0.019164110606038287,0.00604782136755766,-0.03549495075101017,-0.002472248110849451
EXTREME_RISK,NEUTRAL,85_95,1,2022-12-27,2022-12-27,0.48,0.48,0.48,0.8895228356122971,0.8489932689376909,0.8955026455026455,11.582197057533826,0.0,88.63082846997712,0.0,-77.04863141244329
EXTREME_RISK,NEUTRAL,95_100,12,2015-01-29,2023-01-05,0.52,0.49,0.37999999999999995,0.8851784072816374,0.7750383270184952,0.9811803309191967,0.0044223900527984306,-0.017954527478990956,0.006070518084726251,-0.06392714045154957,-0.0016481280319278202
HIGH_VOL,BEAR,70_85,123,2015-06-30,2026-03-17,0.5738211382113819,0.5944715447154468,0.58,0.7701863169306664,0.7778131192887253,0.7854345214568662,0.0031466385199836466,-0.13620333415957941,-3.441358664812988e-06,-0.26569706461771814,0.0031500798786484596
HIGH_VOL,BULL,70_85,283,2015-02-10,2026-03-04,0.6608480565371025,0.6414840989399294,0.6199999999999999,0.6701856418943869,0.6303600156081609,0.7668045037986313,0.009290980586367903,-0.13062890932041848,0.011802010519067041,-0.2010158866220949,-0.002511029932699138
HIGH_VOL,NEUTRAL,70_85,41,2015-06-29,2026-04-10,0.655609756097561,0.7580487804878049,0.58,0.7400879177741889,0.730053958483301,0.7816628910409246,0.0016630507253510007,-0.04460449807252309,0.006784006380422092,-0.046244524742136583,-0.005120955655071091
NORMAL,BEAR,00_30,4,2023-09-22,2023-10-11,0.855,0.82,0.72,0.3325057629495859,0.3387996395717335,0.26884920634920634,-0.31546210165463884,-0.006951893585551483,-0.3164658686034483,-0.005376517335808129,0.001003766948809437
NORMAL,BEAR,30_50,27,2015-07-27,2023-11-09,0.9192592592592592,0.9207407407407407,0.7199999999999999,0.4411086177108465,0.42882558549234995,0.40501908793932606,0.0018685816229677688,-0.033513532395616386,0.002042200540141037,-0.033749812422794734,-0.00017361891717326827
NORMAL,BULL,00_30,776,2015-02-13,2026-05-07,0.854536082474227,0.8854381443298971,0.8800000000000001,0.21663986190423826,0.2463933215431864,0.13566738945563292,0.01816586986919666,-0.15224567586836713,0.02312650774923508,-0.16790302391054368,-0.004960637880038421
NORMAL,BULL,30_50,489,2015-03-02,2026-04-30,0.8352965235173825,0.837873210633947,0.8200000000000003,0.3609165240041074,0.3789960826491473,0.3982481832413787,0.011023152724464413,-0.08897846817201382,0.012467592545880368,-0.11543757484337602,-0.0014444398214159548
NORMAL,BULL,raw_fallback,463,2013-01-02,2014-12-31,0.8259611231101511,0.8312742980561554,0.8266090712742978,0.23375475692279138,0.23515929824541262,,0.09449305061370206,-0.05198346756544281,0.11390118968638152,-0.059173864554247224,-0.019408139072679464
NORMAL,NEUTRAL,00_30,2,2015-07-23,2023-09-20,0.92,0.92,0.78,0.18474536240100858,0.2044705018508686,0.20186974910925143,-0.0009044260896720058,-0.0020222644788769895,-0.0009901882209067958,-0.0022484896335781546,8.576213123479004e-05
NORMAL,NEUTRAL,30_50,13,2016-11-09,2023-11-08,0.8961538461538462,0.8830769230769231,0.7799999999999999,0.49767995900832696,0.5817191690091384,0.4123931623931624,0.006838999547197799,-0.007798735073642149,0.008415901810813642,-0.007798735073642149,-0.0015769022636158425
RISK_OFF,BEAR,85_95,124,2015-07-08,2026-04-07,0.4316129032258065,0.4311290322580646,0.4800000000000001,0.8365242256993248,0.825178322479666,0.8999081200497078,-0.002211661739429105,-0.0652372790988347,-0.005069519324076288,-0.18321778962986623,0.002857857584647183
RISK_OFF,BEAR,raw_fallback,7,2014-10-15,2014-10-23,0.42,0.42,0.42,0.8187640394483295,0.7921166010575649,,0.946070536866513,-0.0030488149109765272,5.439144527765384,-0.007110770404264222,-4.493073990898871
RISK_OFF,BULL,85_95,114,2015-01-05,2026-02-13,0.6128947368421053,0.5922807017543859,0.5199999999999999,0.7495420448351325,0.6824547812910527,0.8888705097820244,0.004162897348131134,-0.037038792877903015,0.006275150296673138,-0.059346515921886556,-0.002112252948542004
RISK_OFF,NEUTRAL,85_95,24,2015-11-13,2026-03-09,0.6683333333333333,0.5858333333333333,0.48,0.8331855973849693,0.7318597202740204,0.8980601931151746,3.84139086186952e-05,-0.030374513660572533,0.002101259450637105,-0.036407989511371475,-0.00206284554201841
WATCH,BEAR,50_70,43,2015-07-24,2023-11-01,0.7788372093023256,0.8288372093023257,0.68,0.5871618239685547,0.5767440959213306,0.6164400983732174,0.001536430681890577,-0.0544807342000454,-0.0011914272458707353,-0.07984817888518259,0.0027278579277613124
WATCH,BEAR,raw_fallback,2,2014-10-13,2014-10-14,0.8800000000000001,0.8,0.52,0.8245074957609178,0.7049510441879255,,-0.6216795820559877,-0.0013444799917931016,-0.6184947296455421,-0.0008580301043945582,-0.0031848524104456377
WATCH,BULL,50_70,502,2015-01-02,2026-04-29,0.7608366533864543,0.7569721115537849,0.72,0.5129506449374664,0.5098252344589651,0.5921940611898807,0.01853830209893159,-0.10374335337429008,0.028807590442350595,-0.11095658001355868,-0.010269288343419003
WATCH,BULL,raw_fallback,27,2013-06-24,2014-12-18,0.6807407407407409,0.6837037037037038,0.5851851851851853,0.6131849284801218,0.6151366718574138,,0.049933379815364054,-0.011296414014539513,0.08222770223942866,-0.011414595471458178,-0.0322943224240646
WATCH,NEUTRAL,50_70,26,2015-10-27,2026-04-13,0.861923076923077,0.8930769230769232,0.6799999999999999,0.6229696459208542,0.6590817623478398,0.6127229187088342,-0.0030467937228161324,-0.05725596716665582,-0.004093588491569378,-0.06418008165802858,0.0010467947687532453
