start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-17,2022-11-01,2023-07-11,-0.24597184783678172,411,240,0.5803155339805826,0.728402849794034,0.5455660040912079,EXTREME_RISK
2020-02-14,2020-03-10,2020-07-01,-0.18816292934079137,95,16,0.5541666666666667,0.7501368013450427,0.5379785877354344,RISK_OFF
2024-12-12,2025-04-04,2025-07-01,-0.1474163598688938,135,76,0.6575735294117647,0.6257807631403954,0.48470521364639213,EXTREME_RISK
2015-07-16,2016-02-05,2016-09-20,-0.1293447550114507,298,141,0.7817391304347826,0.4453924111377984,0.4597775423948796,EXTREME_RISK
2018-08-27,2018-12-20,2019-03-18,-0.12051512889898264,138,80,0.6378417266187051,0.6268191217124947,0.4633214165398404,EXTREME_RISK
2020-08-31,2020-09-21,2021-01-15,-0.10873704740364676,95,14,0.6237500000000001,0.6687077581103734,0.4948019377796928,EXTREME_RISK
2025-10-27,2026-03-26,2026-04-28,-0.10741454208351131,125,103,0.7694444444444444,0.5251142654784006,0.47910013043663435,RISK_OFF
2023-07-14,2023-10-24,2023-12-07,-0.10211282739348171,102,71,0.86873786407767,0.4325722557578855,0.43985009609374603,WATCH
2024-07-08,2024-08-05,2024-11-27,-0.10087208978308893,101,20,0.7494117647058826,0.5034992518272862,0.4364835371526579,RISK_OFF
2018-01-24,2018-02-06,2018-06-12,-0.09493120287114487,96,9,0.6354639175257732,0.6152481086404573,0.4852399718720176,NORMAL
