score_bin,count,avg_score,actual_up_rate,ann_return_strat,avg_stock_weight
"(-0.001, 0.1]",470,0.07436177684912594,0.029787234042553193,0.06916137062102479,0.7486382978723404
"(0.1, 0.2]",630,0.14333331558587073,0.13333333333333333,0.11808145161219352,0.7442539682539683
"(0.2, 0.3]",440,0.24921971344096885,0.27045454545454545,0.0033213083174934432,0.6996363636363637
"(0.3, 0.4]",431,0.34847839598801,0.419953596287703,0.11801047934935416,0.6809280742459397
"(0.4, 0.5]",374,0.4543729079258791,0.48128342245989303,0.17642471588418873,0.7956149732620321
"(0.5, 0.6]",426,0.5478582999986985,0.45305164319248825,0.27305762150115065,0.8107042253521127
"(0.6, 0.7]",358,0.647779748433698,0.4273743016759777,-0.04848680935999994,0.8179888268156426
"(0.7, 0.8]",228,0.7344433673480697,0.33771929824561403,0.2041181726492871,0.8449122807017545
