section,count,pct,rebalance_type,trade_day_ratio,avg_turnover,annual_turnover_est,total_turnover,avg_trade_size_on_trade,max_turnover,cost_sum,allocation_regime
by_rebalance_type,126,0.03753351206434316,emergency,0.23015873015873015,0.07587301587301586,19.119999999999997,9.559999999999999,0.32965517241379305,1.0,0.009559999999999999,
by_rebalance_type,1962,0.5844504021447721,no_rebalance,0.021406727828746176,0.007869520897043831,1.9831192660550454,15.439999999999998,0.3676190476190476,0.8,0.015440000000000002,
by_rebalance_type,1269,0.3780160857908847,scheduled_or_initial,0.17178881008668243,0.04119779353821907,10.381843971631206,52.28,0.2398165137614679,1.08,0.05228,
by_regime,1405,0.41852844801906464,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime,267,0.07953529937444147,,0.06367041198501873,0.015280898876404481,3.8507865168539293,4.0799999999999965,0.2399999999999998,0.2399999999999998,0.004079999999999997,EXTREME_RISK
by_regime,108,0.032171581769437,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGH_VOL
by_regime,868,0.25856419422103066,,0.1497695852534562,0.028433179723502303,7.1651612903225805,24.68,0.18984615384615383,0.43999999999999995,0.02468,NORMAL
by_regime,325,0.09681263032469467,,0.14153846153846153,0.07126153846153847,17.957907692307696,23.160000000000004,0.5034782608695653,1.0,0.02316,RISK_OFF
by_regime,384,0.11438784629133154,,0.25,0.06604166666666665,16.642499999999995,25.359999999999996,0.2641666666666666,1.08,0.025359999999999994,WATCH
by_regime_rebalance_type,13,0.0038725052129877867,emergency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime_rebalance_type,1145,0.3410783437593089,no_rebalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime_rebalance_type,247,0.07357759904676794,scheduled_or_initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime_rebalance_type,52,0.015490020851951147,emergency,0.17307692307692307,0.04153846153846151,10.467692307692301,2.1599999999999984,0.23999999999999982,0.2399999999999998,0.0021599999999999983,EXTREME_RISK
by_regime_rebalance_type,176,0.052427762883526956,no_rebalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXTREME_RISK
by_regime_rebalance_type,39,0.01161751563896336,scheduled_or_initial,0.20512820512820512,0.04923076923076919,12.406153846153835,1.9199999999999984,0.2399999999999998,0.2399999999999998,0.0019199999999999983,EXTREME_RISK
by_regime_rebalance_type,94,0.028001191540065536,no_rebalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGH_VOL
by_regime_rebalance_type,14,0.004170390229371462,scheduled_or_initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGH_VOL
by_regime_rebalance_type,156,0.04647006255585344,no_rebalance,0.08333333333333333,0.02384615384615385,6.00923076923077,3.7200000000000006,0.2861538461538462,0.43999999999999995,0.00372,NORMAL
by_regime_rebalance_type,712,0.21209413166517724,scheduled_or_initial,0.16432584269662923,0.02943820224719101,7.4184269662921345,20.96,0.17914529914529911,0.43999999999999995,0.020960000000000003,NORMAL
by_regime_rebalance_type,61,0.01817098599940423,emergency,0.32786885245901637,0.12131147540983607,30.57049180327869,7.4,0.37,1.0,0.0073999999999999995,RISK_OFF
by_regime_rebalance_type,217,0.06464104855525767,no_rebalance,0.03686635944700461,0.02820276497695853,7.10709677419355,6.120000000000001,0.7650000000000002,0.8,0.006120000000000002,RISK_OFF
by_regime_rebalance_type,47,0.014000595770032768,scheduled_or_initial,0.3829787234042553,0.2051063829787234,51.6868085106383,9.64,0.5355555555555556,1.0,0.009640000000000001,RISK_OFF
by_regime_rebalance_type,174,0.05183199285075961,no_rebalance,0.1206896551724138,0.032183908045977,8.110344827586204,5.599999999999998,0.26666666666666655,0.5999999999999999,0.005599999999999997,WATCH
by_regime_rebalance_type,210,0.06255585344057193,scheduled_or_initial,0.35714285714285715,0.0940952380952381,23.712000000000003,19.76,0.2634666666666666,1.08,0.019759999999999996,WATCH
