from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9478260869565217,0.0,0.03695652173913044,0.004347826086956522,0.010869565217391304
EXTREME_RISK,0.0,0.9525423728813559,0.0,0.04406779661016949,0.003389830508474576
NORMAL,0.0097911227154047,0.0,0.9836814621409922,0.00587467362924282,0.0006527415143603133
RISK_OFF,0.0,0.029978586723768737,0.006423982869379015,0.9186295503211992,0.044967880085653104
WATCH,0.014975041597337771,0.0,0.008319467554076539,0.02329450915141431,0.9534109816971714
