period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum,max_drawdown_inside_period
2013-12-31,0.4369239282642312,0.4418226736855466,0.5269391894403173,-0.048573960409331485,-0.0006544949687182777,0.7982539682539682,3.4000000000000004,-0.08159948860602173
2014-12-31,-0.05570101065953659,-0.05118754853016716,-0.06074103334629277,0.09927155615158045,-0.0008736451416380131,0.8112698412698413,4.76,-0.1605975615594709
2015-12-31,0.3264942961545607,0.33532618807017944,0.46600311512732207,0.007800926217099935,-0.0010928043213717098,0.7767460317460317,6.640000000000001,-0.09677971186394785
2016-12-31,0.0824138963967247,0.08866119592970234,0.06071989013814094,0.006686641712435382,0.0013129448842938984,0.7967460317460316,5.76,-0.12263381883552849
2017-12-31,0.28794284981991947,0.2918084064882911,0.3512757201489345,0.022514703264517433,0.006781500895896908,0.8258964143426295,2.9999999999999996,-0.07088681728030966
2018-12-31,-0.04415596803862165,-0.04045327194648429,-0.06051194915675395,0.02237811455091654,0.017261847740595693,0.7988844621513944,3.8400000000000007,-0.19761110068076626
2019-12-31,0.254034795271215,0.26500997150728156,0.32770313935461237,0.08164713494380083,0.020431002663542586,0.7306349206349206,8.719999999999999,-0.1306468192859136
2020-12-31,0.39555556017158433,0.40434435260586055,0.2780204284590908,0.0854640547901182,0.0035465276665191947,0.6821343873517787,6.28,-0.14490403525232465
2021-12-31,0.30226110030984366,0.3085299149002374,0.6597166040943527,-0.0407779685346521,-0.0008738044266649592,0.6238095238095238,4.8,-0.0666207306772687
2022-12-31,-0.37699928826621154,-0.3705658095434752,-0.39002558334981263,-0.1298024190842504,0.01404533911507011,0.7498804780876495,10.200000000000001,-0.39980214657225355
2023-12-31,0.3971523620442914,0.4085581280835593,0.5772025013392803,0.019191365453475884,0.049908067111010146,0.7176,8.16,-0.10932287726647294
2024-12-31,0.3418385815006839,0.3482796355629041,0.3855834197432868,-0.006076570280457938,0.05181528627562271,0.8062698412698412,4.8,-0.1572146458940208
2025-12-31,0.4798242914705566,0.49091185284077965,0.6569151408402003,0.08385121765163173,0.041585012177843605,0.78976,7.48,-0.26623877727211265
2026-12-31,0.1717284598156128,0.17294962012464943,0.22863956665293816,-0.005333563111081019,0.012215818867789219,0.7701149425287354,1.0399999999999998,-0.16483875458016395
