feature,stage1_importance,downrisk_importance,mean_importance,max_importance,importance_gap_stage1_minus_downrisk,is_low_importance_candidate,used_more_by,stage1_rank,downrisk_rank,mean_rank
ma200_slope_60,0.014109744184044383,0.04616717238930207,0.030138458286673227,0.04616717238930207,-0.032057428205257685,False,downrisk,24,1,1
ma_gap_50_200,0.016055537888961326,0.0438669397307128,0.029961238809837067,0.0438669397307128,-0.027811401841751477,False,downrisk,17,2,2
ma_gap_60_120,0.014503985139497903,0.04192615663483382,0.02821507088716586,0.04192615663483382,-0.027422171495335913,False,downrisk,22,3,3
price_ma_200_gap,0.016458933868668122,0.03697521200513827,0.026717072936903195,0.03697521200513827,-0.02051627813647015,False,downrisk,13,4,4
drawdown_120,0.024508243341491227,0.027491956491734113,0.02600009991661267,0.027491956491734113,-0.0029837131502428865,False,downrisk,6,11,5
trend_slope_60,0.012284265136403273,0.035075866064546234,0.023680065600474753,0.035075866064546234,-0.02279160092814296,False,downrisk,32,5,6
return_120d,0.015052247198625645,0.03156361937384632,0.023307933286235982,0.03156361937384632,-0.016511372175220678,False,downrisk,20,7,7
drawdown_60,0.024662798767427115,0.02178958050660379,0.023226189637015452,0.024662798767427115,0.002873218260823325,False,stage1,5,16,8
ma_gap_20_60,0.012526638940817932,0.033733066523682104,0.023129852732250017,0.033733066523682104,-0.021206427582864174,False,downrisk,31,6,9
price_ma_120_gap,0.015929158840605404,0.028910586167295974,0.022419872503950687,0.028910586167295974,-0.01298142732669057,False,downrisk,18,9,10
trend_slope_20,0.01197546953357059,0.027784572546903127,0.01988002104023686,0.027784572546903127,-0.015809103013332538,False,downrisk,37,10,11
price_ma_60_gap,0.014772299203618859,0.02426935363903488,0.01952082642132687,0.02426935363903488,-0.009497054435416022,False,downrisk,21,13,12
large_up_day_ratio_20,0.0072457593483867926,0.030616933676702457,0.018931346512544626,0.030616933676702457,-0.023371174328315664,False,downrisk,63,8,13
semi_vol_20,0.03355636709596775,0.003926026763632028,0.01874119692979989,0.03355636709596775,0.029630340332335723,False,stage1,1,68,14
return_60d,0.01388600708869201,0.022531262966515222,0.018208635027603615,0.022531262966515222,-0.008645255877823213,False,downrisk,27,15,15
large_down_day_ratio_20,0.008941087020214162,0.027381567495223788,0.018161327257718976,0.027381567495223788,-0.018440480475009624,False,downrisk,55,12,16
atr_pct_14,0.03210601049957202,0.003679707899886369,0.017892859199729196,0.03210601049957202,0.028426302599685652,False,stage1,2,71,17
atr_pct_20,0.029712691477528544,0.004863120091536388,0.017287905784532466,0.029712691477528544,0.024849571385992156,False,stage1,3,64,18
positive_return_ratio_60,0.010589169915917972,0.023510401756232695,0.017049785836075332,0.023510401756232695,-0.012921231840314722,False,downrisk,46,14,19
price_position_60,0.016284263310288743,0.01736957674695247,0.016826920028620608,0.01736957674695247,-0.001085313436663727,False,downrisk,15,19,20
return_20d,0.011121261361473617,0.01944961376534713,0.015285437563410373,0.01944961376534713,-0.008328352403873513,False,downrisk,44,17,21
atr_pct_10,0.02647853783373504,0.0034145827321513276,0.014946560282943184,0.02647853783373504,0.02306395510158371,False,stage1,4,73,22
atr_rank_252,0.02109489653819418,0.008469456573255317,0.014782176555724749,0.02109489653819418,0.012625439964938862,False,stage1,7,43,23
close_to_60d_high,0.019698203795087466,0.009022555170897756,0.01436037948299261,0.019698203795087466,0.01067564862418971,False,stage1,9,37,24
ma_gap_5_20,0.009985486570864547,0.018512349632887722,0.014248918101876135,0.018512349632887722,-0.008526863062023176,False,downrisk,48,18,25
garman_klass_vol_20,0.019940330784828847,0.008040624924200773,0.01399047785451481,0.019940330784828847,0.011899705860628074,False,stage1,8,46,26
rogers_satchell_vol_20,0.019530692981557907,0.00631350641497337,0.01292209969826564,0.019530692981557907,0.013217186566584537,False,stage1,10,57,27
parkinson_vol_20,0.01617477191041597,0.009251809029140209,0.01271329046977809,0.01617477191041597,0.00692296288127576,False,stage1,16,34,28
