start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-10-12,2023-11-15,-0.35000135763693907,477,202,0.7009205020920503,0.594309879725905,0.502072281708733,RISK_OFF
2025-01-17,2025-04-04,2025-06-20,-0.29055079521686,105,53,0.8298113207547168,0.6098841219588402,0.4920902853877656,CUSTOM
2020-02-14,2020-03-16,2020-04-27,-0.18477026266082874,49,20,0.6376,0.7416640198122505,0.445611129179335,RISK_OFF
2015-05-27,2016-02-09,2016-07-18,-0.18376702609481677,288,178,0.7285813148788928,0.5707803191868599,0.5215671977165168,CUSTOM
2018-06-04,2018-12-20,2019-04-01,-0.13855426209088473,207,139,0.6661538461538462,0.6379850057895943,0.5156250008796591,EXTREME_RISK
2024-07-08,2024-08-05,2024-10-10,-0.1373427183657786,67,20,0.706764705882353,0.7099022368945795,0.4525428389219637,CUSTOM
2014-09-16,2014-10-09,2014-11-12,-0.123059885517107,41,17,0.8928571428571429,0.5037452300831325,0.4696572603059815,CUSTOM
2024-03-05,2024-04-17,2024-05-20,-0.12156327209594675,53,30,0.7329629629629628,0.426386775505717,0.5108161743338259,NORMAL
2026-02-23,2026-03-26,2026-04-07,-0.1210211612656994,30,23,0.6916129032258066,0.5340157900947878,0.4619287983577068,CUSTOM
2021-02-11,2021-05-10,2021-06-25,-0.11795898660478754,93,60,0.5672340425531915,0.680109954418913,0.3328144539255384,CUSTOM
