start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-24,2022-10-12,2023-06-09,-0.5743399966277445,386,221,0.6623255813953487,0.6038686126408721,0.5250681149158873,HIGH_VOL
2018-09-27,2018-12-20,2020-05-13,-0.5312183258010963,408,58,0.7478728606356968,0.5545258425812799,0.5228241077355984,CUSTOM
2025-01-02,2025-04-02,2025-06-23,-0.3388279429254941,116,61,0.869230769230769,0.5615237921816315,0.46907003319922946,CUSTOM
2021-02-11,2021-03-04,2021-04-09,-0.2437662738702171,39,14,0.9729999999999999,0.517155007823648,0.39850535390050557,WATCH
2024-06-14,2024-09-04,2024-10-10,-0.20736883529453287,81,55,0.7214634146341463,0.6393415869611079,0.4623510222881549,CUSTOM
2015-12-02,2016-02-04,2016-03-14,-0.18860461090566016,69,43,0.6957142857142857,0.6301802560727253,0.37391415998299465,CUSTOM
2025-10-27,2026-03-26,2026-04-22,-0.17624750300899095,121,103,0.906393442622951,0.30339318678808375,0.5277583436200127,CUSTOM
2015-03-18,2015-07-23,2015-08-06,-0.17176729678890035,98,88,0.9121212121212122,0.4223778255274379,0.424968331227338,NORMAL
2021-04-13,2021-05-11,2021-05-26,-0.15294869599265426,31,20,0.985,0.41844596961099173,0.5098359687141456,NORMAL
2024-03-21,2024-04-17,2024-05-13,-0.15003354045206274,36,18,0.7054054054054052,0.41587087761887487,0.4171182333247764,CUSTOM
