feature,importance
ma200_slope_60,0.0509353417540546
realized_vol_60,0.0452482439000654
realized_vol_20,0.0451612679001389
vol_rank_20_252,0.044240621429563094
vol_rank_60_252,0.04149197145834961
ma_gap_50_200,0.04075369737275868
atr_pct_60,0.038904268492375854
ma_gap_60_120,0.03796580352251772
ma_gap_20_60,0.036746039327267
return_120d,0.036493019221981046
downside_vol_60,0.03334474452798032
downside_vol_20,0.03169054796391752
high_volume_down_ratio_20,0.031104617710925837
price_ma_60_gap,0.030169008266741196
atr_pct_20,0.02894092486157552
price_ma_120_gap,0.02722226379983193
positive_return_ratio_60,0.026607047123587236
atr_rank_252,0.025960663131611272
return_20d,0.025889587736960533
down_volume_ratio_20,0.02559540842376975
return_20d_over_hvol,0.02518785657954559
return_60d_over_vol60,0.02386646100528027
price_ma_20_gap,0.021695900675469795
atr_pct_10,0.02086205372125306
return_60d,0.020747665561059805
atr_pct_14,0.018424267644697255
price_position_60,0.016971056853355097
drawdown_60_over_vol60,0.016758383585519232
drawdown_120,0.01578207619578899
return_10d,0.014478080535608352
positive_return_ratio_20,0.014444892756245305
drawdown_60,0.01417039279579762
price_position_120,0.012697742198000505
price_position_20,0.011614291827746592
return_5d,0.009627458628110456
trend_slope_20,0.008878843982464971
close_to_60d_high,0.0067800337580584845
drawdown_20,0.006074210754554488
trend_slope_60,0.005807295219485434
true_range_pct,0.0030774287549795304
volume_ratio_20,0.0025694676281421227
close_to_120d_high,0.001976104036995531
volume_zscore_20,0.0016710831615270273
close_to_20d_high,0.0013718585673291072
