year,strategy_return,stock_buyhold_return,benchmark_60_40_return,static_50_30_20_return,strategy_excess_vs_bh
2013,0.21368481314591103,0.25784514151940297,0.1321847784467074,0.11186217399169585,-0.04416032837349193
2014,0.2362378659267501,0.285523138824874,0.21810171220458163,0.1764432026754923,-0.0492852728981239
2015,0.4136389463315364,0.6895156207564925,0.39530318147904797,0.32293966686940334,-0.2758766744249561
2016,1.3043858504808825,2.2044251005932924,1.0681550475138075,0.8417623013018716,-0.9000392501124099
2017,0.5444042892357042,1.0432780406818631,0.5805074163001647,0.47114481324318724,-0.498873751446159
2018,-0.17421742910760063,-0.39592827585204116,-0.2301201187035542,-0.18889727431159087,0.22171084674444053
2019,0.3703139165586351,0.8516438759718385,0.5263680768974732,0.42977426487910986,-0.48132995941320345
2020,0.860334836141083,1.2750658293852517,0.7695061413342577,0.6182950210307747,-0.41473099324416873
2021,0.8865619910625018,1.1869549322306936,0.6109821609360961,0.4975003863628178,-0.3003929411681918
2022,-0.3662712683382937,-0.4959784191765956,-0.3429276310851578,-0.28258012620815876,0.12970715083830187
2023,1.7097369275843937,2.226666562980362,1.0910429966870292,0.8767560095463987,-0.5169296353959685
2024,1.364660442498704,2.03792300038192,1.0110289593056208,0.8207878311536823,-0.6732625578832159
2025,0.2041987751092318,0.302495085079481,0.2479564424301155,0.21638292417140437,-0.09829630997024918
2026,0.05588673270146405,0.09159130698753515,0.05612427502417283,0.051831215472107894,-0.0357045742860711
