Date,Open,High,Low,Close,Volume
2013-01-02,16.726060618529853,16.761698112511695,16.357908128086645,16.581396102905273,560518000
2013-01-03,16.546664055332784,16.60072433197894,16.338879494096954,16.372100830078125,352965200
2013-01-04,16.217179615848526,16.267314076991514,15.880736945619178,15.916072845458984,594333600
2013-01-07,15.765061997606011,15.985530662786331,15.559693506129635,15.822444915771484,484156400
2013-01-08,15.982809769560397,16.06374939452178,15.742408663952427,15.86502456665039,458707200
2013-01-09,15.780164552754671,15.855970274930923,15.583554196872234,15.61707878112793,407604400
2013-01-10,15.962884890428548,15.968018821897624,15.569362510988695,15.81067180633545,601146000
2013-01-11,15.734866616143039,15.86533590009991,15.675067522278521,15.713726043701172,350506800
2013-01-14,15.181571101548268,15.327142112488126,15.055632572023544,15.153485298156738,734207600
2013-01-15,15.049289189138813,15.070128133987978,14.598685716889886,14.675397872924805,876772400
2013-01-16,14.938749689447432,15.385728844415313,14.87411993980625,15.284553527832031,690804800
2013-01-17,15.412012338633973,15.425301203584196,15.1619465135317,15.181575775146484,453678400
2013-01-18,15.055936625710695,15.167681463462337,14.99191008049066,15.100635528564453,472922800
2013-01-22,15.238351748066254,15.338619024169095,14.998855459810697,15.244693756103516,461546400
2013-01-23,15.366707154664581,15.553351234033503,15.244694462844633,15.523754119873047,861509600
2013-01-24,13.892580310264321,14.065633867842509,13.598117323841644,13.605669021606445,1460852400
2013-01-25,13.641612507098234,13.778725382157667,13.137552648966906,13.284934997558594,1208026400
2013-01-28,13.223021242623604,13.6875160658981,13.163524595095055,13.58543586730957,785517600
2013-01-29,13.847280792163161,13.898623314258836,13.654596332590543,13.840333938598633,571158000
2013-01-30,13.801981274041788,13.971109044866965,13.726478784197454,13.796847343444824,417155200
2013-01-31,13.801377741846613,13.870839837445981,13.740975428697013,13.756377220153809,319334400
2013-02-01,13.865703843100107,13.8768781645296,13.5407388338148,13.699898719787598,539484400
2013-02-04,13.708658642184217,13.769967416190463,13.348961737689574,13.358626365661621,477117200
2013-02-05,13.410873895758149,13.884732582100405,13.355605516934558,13.827349662780762,573347600
2013-02-06,13.78597091651386,14.08888886921509,13.668487325610407,13.812548637390137,593706400
2013-02-07,14.072275501342816,14.27732075191523,13.794929858041463,14.223250389099121,704580800
2013-02-08,14.398832610584051,14.544947038293692,14.224162071659787,14.42860221862793,633158400
2013-02-11,14.474777265549955,14.731162577422628,14.376052470131825,14.578970909118652,517490400
2013-02-12,14.566210345618378,14.653393925183735,14.208670064017149,14.213530540466309,609053200
2013-02-13,14.192577101531702,14.38790313323673,14.07137174970391,14.186501502990723,475207600
2013-02-14,14.110859172870487,14.327145565584244,14.095670991076547,14.17374038696289,355275200
2013-02-15,14.24239039742324,14.282185959504954,13.971121912478957,13.978412628173828,391745200
2013-02-19,14.00697131854986,14.056486227410684,13.786736155135054,13.973251342773438,435783600
2013-02-20,13.903376723371288,13.903376723371288,13.633321803483918,13.634841918945312,476302400
2013-02-21,13.548268111034515,13.64456508880122,13.451668570215904,13.550090789794922,447182400
2013-02-22,13.646994644463467,13.71838005327825,13.566494219980626,13.694382667541504,330654800
2013-02-25,13.786730200158834,13.825309015535854,13.444073908248226,13.451061248779297,372579200
2013-02-26,13.482047851495913,13.71656102179199,13.294924336398022,13.6384916305542,501499600
2013-02-27,13.622084205510212,13.743897871476038,13.385750021906471,13.504828453063965,587350400
2013-02-28,13.48903271146763,13.605073344739269,13.408533096313477,13.408533096313477,322515200
2013-03-01,13.305250540175795,13.310719387858768,13.061625624430889,13.076510429382324,552448400
2013-03-04,12.995402516007726,13.007553708351914,12.728082773723902,12.759979248046875,582755600
2013-03-05,12.80341972491323,13.219891741412338,12.781244202420153,13.096863746643066,638433600
2013-03-06,13.199235143988428,13.221714851252026,12.8930315667676,12.93039608001709,460250000
2013-03-07,12.895158030377562,13.123292212644165,12.790660206315556,13.079852104187012,468473600
2013-03-08,13.056154026597438,13.227177549775933,13.02000464503221,13.11447811126709,391482000
2013-03-11,13.054635620492974,13.335929986062315,12.914595997197925,13.301299095153809,474236000
2013-03-12,13.232344401679025,13.331981734138003,12.988414515532254,13.014538764953613,465911600
2013-03-13,13.015146457865924,13.19892793914766,12.921280540424826,13.012107849121094,405549200
2013-03-14,13.148197572014777,13.203180490019408,13.07589961384186,13.138174057006836,303875600
2013-03-15,13.303123088570368,13.494500290913939,13.282466063881344,13.477185249328613,643960800
2013-03-18,13.41005101678329,13.896390670148659,13.402456928060216,13.843535423278809,606197200
2013-03-19,13.958358842920248,14.003014870915587,13.624209235777906,13.806170463562012,526775200
2013-03-20,13.895176659834373,13.90155562923312,13.657321568423338,13.73296070098877,308660800
2013-03-21,13.676461592133423,13.912188223052343,13.67281623460445,13.752707481384277,383255600
2013-03-22,13.808905137409912,14.03734103341476,13.764250728302947,14.031570434570312,395105200
2013-03-25,14.116019478980157,14.275805211246576,14.02762240125067,14.082301139831543,501135600
2013-03-26,14.138803795364604,14.150954988437652,13.98965236177891,14.008182525634766,294294000
2013-03-27,13.866013802786583,13.876341503496764,13.69195165000668,13.73296070098877,331237200
