Date,Open,High,Low,Close,Volume
2013-01-02,38.093766376429976,38.37600102950414,37.521673353442935,37.76576614379883,8352400
2013-01-03,37.77340559400296,38.02512507707762,37.53693936824016,37.92596435546875,7448100
2013-01-04,38.94808774533078,39.5888319437083,38.665853137961015,39.32948303222656,13587200
2013-01-07,39.138770970324146,39.588817359459775,38.90993155463745,39.27607345581055,6989100
2013-01-08,39.22268820598162,39.68036427628943,39.1158979958543,39.57357406616211,5246100
2013-01-09,39.810050498768916,40.47368058474047,39.66512129541556,40.405029296875,7267200
2013-01-10,40.618595123291016,40.83217553739948,40.32873391141889,40.618595123291016,6324400
2013-01-11,40.70251945573813,40.733031787519906,40.39740195755255,40.51182174682617,5126500
2013-01-14,40.58045842222444,40.748270366949775,40.2372020878532,40.27534103393555,6286100
2013-01-15,40.168546258485414,40.702500172434966,40.16091963406123,40.649105072021484,5915600
2013-01-16,40.5575645280753,40.6643576292589,40.21431117290725,40.37449645996094,4467100
2013-01-17,40.13041250650849,40.78641286478384,40.06176123855374,40.679622650146484,4880800
2013-01-18,40.66436817989781,41.01525115966797,40.37450693539343,41.01525115966797,6557400
2013-01-22,40.97712175832509,41.015260715478796,40.519445543032894,40.7635383605957,6089100
2013-01-23,40.237182617560734,40.3973678594839,39.81764859403231,39.97020721435547,10413800
2013-01-24,40.12278207250305,40.62622372295537,40.12278207250305,40.54994583129883,6719100
2013-01-25,40.557569041843585,40.938964287645305,40.49654731561901,40.58808135986328,6028200
2013-01-28,40.51942502113011,40.61858858735903,40.01598347615824,40.15328598022461,8054100
2013-01-29,40.244829587155586,41.85431817119399,40.244829587155586,41.434783935546875,11003300
2013-01-30,41.36611738315498,41.78565146379189,41.18304934169824,41.30509567260742,6316700
2013-01-31,41.24408485692057,41.31273612289841,40.58808451753573,40.9542236328125,5121400
2013-02-01,40.84743899960264,41.556834541647554,40.84743899960264,41.34325408935547,4205500
2013-02-04,41.06862578744625,41.09913809476965,40.78639421923924,40.847415924072266,4968900
2013-02-05,41.00760749672924,41.48816622683326,41.00760749672924,41.2669563293457,3519900
2013-02-06,41.137298583984375,41.31274007832176,40.90846197875367,41.137298583984375,3575100
2013-02-07,41.0762718476789,41.129666955855846,40.59571587408637,41.02287673950195,5233900
2013-02-08,40.916087171913475,41.190692252500575,40.85506543723589,40.97711181640625,17142800
2013-02-11,40.855057715248805,41.23645294179581,40.79403308229025,41.11440658569336,18307300
2013-02-12,40.99236614236167,41.122039141380746,40.94659766104107,41.03813171386719,19666700
2013-02-13,41.107416642208484,41.145906144285455,40.99964192520789,41.138206481933594,4385000
2013-02-14,40.96884748505246,41.24597656738479,40.93805471222432,41.184391021728516,4276900
2013-02-15,41.18438366586356,41.56928444778752,41.18438366586356,41.253665924072266,5482800
2013-02-19,41.27676900225456,41.70785903930664,41.261372614871206,41.70785903930664,3981200
2013-02-20,41.692462639527236,42.09275990169358,41.6462734773909,41.792537689208984,4446300
2013-02-21,41.65397618868748,41.76174797166786,41.51541162869533,41.584693908691406,5512500
2013-02-22,41.62318823410362,41.77714920043945,41.207494505965236,41.77714920043945,5519000
2013-02-25,41.95419351717142,42.285208489938164,41.39223861694336,41.39223861694336,6361000
2013-02-26,41.630873491529755,41.96958515101143,41.353744435335585,41.90030288696289,4772100
2013-02-27,41.95418736470616,42.33139144227343,41.76943368789441,42.18512725830078,3972000
2013-02-28,42.0927622634868,42.32370221400508,42.015783258834304,42.07736587524414,5877500
2013-03-01,41.807941509165346,42.22363229605097,41.807941509165346,42.16974639892578,4592600
2013-03-04,42.077356035321934,42.26980643850884,41.97728100342792,42.154335021972656,4424200
2013-03-05,42.31600070768553,42.90874837354103,42.269811548175596,42.75478744506836,4866800
2013-03-06,42.785569857598574,42.85484917524688,42.27749803569961,42.40066909790039,6787700
2013-03-07,42.40837716601004,42.77018491661552,42.40068044084336,42.608524322509766,3602300
2013-03-08,42.723990054400936,42.793272317897504,42.315996134121214,42.462257385253906,4824800
2013-03-11,42.3852933854435,42.52385796143433,42.17744652145725,42.39299011230469,4766200
2013-03-12,42.385272715125296,42.670098455065215,42.30059407814213,42.40066909790039,3870600
2013-03-13,42.45456669717503,42.546942082784064,42.33909526274333,42.385284423828125,3623700
2013-03-14,42.6932123814311,42.83947662084431,42.192842911740804,42.39299011230469,5357000
2013-03-15,42.09276703348334,42.439178466796875,41.86952378350783,42.439178466796875,10614700
2013-03-18,42.054272761160554,42.300609099921495,41.98499048234899,42.07736587524414,3926500
2013-03-19,42.20823341958616,42.30830553764075,41.95419742015349,42.17744064331055,3337200
2013-03-20,42.37757600446359,42.68549780827395,42.3544828969738,42.57002639770508,3802800
2013-03-21,42.369876332350195,42.56232671219929,42.246708206709165,42.40066909790039,2702500
2013-03-22,42.5315528907058,42.86256792640903,42.43917748946987,42.777889251708984,2811100
2013-03-25,42.877949826049445,42.9472320877037,42.539235241713044,42.81636428833008,4675200
2013-03-26,43.03191587070279,43.632360252344085,42.93953755309611,43.33213806152344,5107900
2013-03-27,43.13199362119315,43.463008627868575,43.07041100462327,43.39372634887695,3417800
2013-03-28,43.50150592171433,43.83252098767683,43.35524461167375,43.7170524597168,4223200
2013-04-01,43.624654538589105,43.724729567165376,43.27824617358509,43.578468322753906,3668000
2013-04-02,43.59388764226239,43.98648536621297,43.33215484744148,43.493812561035156,4040300
2013-04-03,43.62466481684487,44.05575486442106,43.55538547676941,43.76322937011719,5563600
2013-04-04,43.763220674578754,44.09423560422928,43.53998043782849,43.824806213378906,3016200
2013-04-05,43.45531950998718,43.578487701251525,43.27826541857976,43.47841262817383,3001200
2013-04-08,43.45530557779816,43.74013137817383,43.01651885356308,43.74013137817383,3691900
2013-04-09,43.84790893060317,44.055755764759276,43.55538636688191,43.67855453491211,4145100
2013-04-10,44.04806368885296,44.40217184225045,44.040364025722845,44.332889556884766,3238000
2013-04-11,44.37906532349408,44.84864185298146,44.3251794441011,44.648494720458984,4048000
2013-04-12,44.47144755478002,44.91023431839012,44.15582895399801,44.271297454833984,4709100
2013-04-15,43.894100904670914,44.45605589081687,43.47840720974839,43.486106872558594,5645800
2013-04-16,43.72473224711742,44.13272911021511,43.524585114257576,44.01725769042969,4130500
2013-04-17,43.86330865282037,44.36368102529287,43.678557855012144,44.24051284790039,4147400
2013-04-18,44.24820102025316,44.271294131374624,43.239759743916764,43.33213806152344,4098600
2013-04-19,43.53999540221527,44.217418942481906,43.393731165574984,44.202022552490234,4892900
2013-04-22,44.23279793539672,44.36366573057409,43.870993190856865,44.32517623901367,2732900
2013-04-23,44.60232072330029,44.95643182666105,44.27900533706446,44.90254592895508,4014600
2013-04-24,44.57923203875488,44.90255039370004,43.12430678290534,43.14739990234375,6678800
2013-04-25,43.40142901297816,43.49380441250215,42.354498029836314,43.439918518066406,7431300
2013-04-26,43.45530834068781,43.68624827287991,43.3244405192906,43.46300506591797,3457300
2013-04-29,43.56306724517098,43.593860010116856,42.9472266290518,43.116580963134766,4852700
2013-04-30,43.031923432776324,43.031923432776324,42.46226878700378,42.63162612915039,4679000
2013-05-01,42.41606279357119,42.439158836149545,41.68475369509151,41.75403594970703,5789900
2013-05-02,41.815647764622035,42.20824846063879,41.68478282365766,42.10817337036133,4060900
2013-05-03,42.48535600549782,42.48535600549782,42.01577942150704,42.331398010253906,3407600
2013-05-06,42.35450469247208,42.46227649829676,41.80024633501775,41.931114196777344,4618300
2013-05-07,41.969589525604235,42.02347541030752,41.45382085358077,41.700157165527344,6318500
2013-05-08,41.746353623388515,42.169744050029415,41.69246772926481,41.96959686279297,5429000
2013-05-09,42.01578167208503,42.29290784030467,41.83872468226152,42.00038528442383,12817600
2013-05-10,41.54620070374763,42.200531005859375,41.47691842992492,42.200531005859375,15278800
2013-05-13,42.12355119474456,43.34753605097748,41.992683374908566,43.324440002441406,18982900
2013-05-14,43.33997809701192,43.62730555103843,43.2623200267666,43.38656997680664,4821500
2013-05-15,43.42540098558043,44.34174555091023,43.42540098558043,44.046653747558594,5386200
2013-05-16,43.92239285032235,43.92239285032235,43.34773507729646,43.440921783447266,3819900
2013-05-17,43.46422549781506,43.666130543905936,42.982754377590425,43.40986633300781,3762700
2013-05-20,43.40986230902296,43.44092257006768,42.61776788651811,42.72648620605469,4242600
2013-05-21,42.76530485301079,43.04486788068957,42.44691428534361,42.819664001464844,4220100
2013-05-22,42.91285422538985,43.53410676579343,42.446917782438824,42.64882278442383,4569300
2013-05-23,42.45469396084472,42.94392943619966,42.33044401053978,42.509056091308594,3953000
2013-05-24,42.32268449846242,42.32268449846242,41.84898058331052,42.043121337890625,4983600
2013-05-28,42.48575878797413,42.85850865291753,42.18289970785465,42.35374450683594,4344000
2013-05-29,42.12076285185406,42.2139495479452,41.49951031164207,41.7402458190918,4201600
2013-05-30,41.88003538186061,42.41586269015814,41.771317055164204,41.99652099609375,4393500
2013-05-31,41.87226420614885,41.98098548510184,41.27431346484312,41.28207778930664,4827100
2013-06-03,41.21996009340947,41.34421003873295,40.78508380360111,41.26655197143555,4173000
2013-06-04,41.26655008202486,41.4839867357974,40.55211366971378,40.76955032348633,4093300
2013-06-05,40.62977229264197,41.05688131200818,40.19489598505224,40.233726501464844,4540700
2013-06-06,40.2958510628984,40.71519576750172,39.86874203221838,40.45116424560547,4976800
2013-06-07,40.831674371932614,41.204424168903806,40.59870315676757,40.761783599853516,4367400
2013-06-10,40.92486403442314,41.025818037457746,40.49775504637985,40.87826919555664,4212600
