from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9277845777233782,0.0,0.05263157894736842,0.004895960832313341,0.014687882496940025
EXTREME_RISK,0.0,0.9396325459317585,0.0,0.05249343832020997,0.007874015748031496
NORMAL,0.028761061946902654,0.0,0.9491150442477876,0.0014749262536873156,0.02064896755162242
RISK_OFF,0.0,0.055825242718446605,0.009708737864077669,0.8640776699029126,0.0703883495145631
WATCH,0.05128205128205128,0.0,0.05641025641025641,0.07692307692307693,0.8153846153846154
