policy1_hold_reason,ph_rank_bin_756,mid_trend_state,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
emergency,95_100,BEAR,6,2017-04-04,2022-04-12,0.35000000000000003,0.35000000000000003,0.48,0.8394597123066583,0.7727773798513372,0.980379188712522,-0.005069584634709079,-0.026575040660159033,-0.009772796540296613,-0.05501305718195404,0.004703211905587534
emergency,95_100,BULL,22,2015-01-02,2017-09-13,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.7055931422520768,0.6308631574736623,0.9668275991119615,0.03271914715037161,-0.03201680610146829,0.061755013005097004,-0.05329628612563553,-0.029035865854725396
initial,raw_fallback,BEAR,1,2013-01-02,2013-01-02,1.0,1.0,0.86,0.1070875786244869,0.1070875786244869,,3567.5591307051072,0.0,3567.5591307051072,0.0,0.0
no_trade_band,00_30,BULL,139,2018-01-03,2026-05-06,0.9548920863309351,0.9517985611510792,0.9500000000000001,0.3425479305117465,0.3659894398858744,0.13470176239960413,0.05519876663553491,-0.16833062538240595,0.05838279819398817,-0.1763934592822073,-0.0031840315584532597
no_trade_band,00_30,NEUTRAL,1,2023-10-02,2023-10-02,0.95,0.8999999999999999,0.82,0.3706570386886597,0.4058088591317861,0.18915343915343916,17.506362130322376,0.0,19.41438688988779,0.0,-1.9080247595654143
no_trade_band,30_50,BULL,72,2016-08-12,2025-10-14,0.9361111111111112,0.9520833333333335,0.9500000000000001,0.4960648064501583,0.4866236115222046,0.4072971781305115,0.023104814273661622,-0.1910399788950039,0.02301580688726701,-0.21157894405567812,8.900738639461281e-05
no_trade_band,50_70,BEAR,2,2018-04-30,2019-08-14,0.9750000000000001,0.9750000000000001,0.75,0.666931962966919,0.6383642786818466,0.5820105820105821,0.049977778032660014,0.0,0.05280596172305718,0.0,-0.002828183690397168
no_trade_band,50_70,BULL,36,2015-03-04,2025-09-16,0.911111111111111,0.8999999999999999,0.8999999999999999,0.5218793643431532,0.49658918119196727,0.5807314126185177,-0.006942977189125621,-0.1568604872539595,-0.007850752794933413,-0.1721182764204604,0.0009077756058077924
no_trade_band,50_70,NEUTRAL,1,2019-03-01,2019-03-01,1.0,1.0,0.78,0.6690450429916383,0.6777285339075063,0.5608465608465608,-0.34183728865811813,0.0,-0.34183728865811813,0.0,0.0
no_trade_band,70_85,BEAR,6,2019-02-14,2022-10-31,0.6,0.6,0.7000000000000001,0.7469487975041074,0.7468327361060285,0.8130511463844797,0.0022936543131810705,-0.03170097020281737,0.001682464478587553,-0.05207540350639028,0.0006111898345935174
