trial_id,horizon,ret_eps_k,strength_eps,strength_method,feature_set,model_type,train_filter,eval_filter,min_train_rows,retrain_every_n_days,max_train_rows,drop_sideways_train,fold_count,skipped_folds,avg_train_rows,feature_count,eval_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1,log_loss,class_counts_json,UP_STRENGTHENING_base_rate,UP_STRENGTHENING_count,UP_STRENGTHENING_roc_auc,UP_STRENGTHENING_pr_auc,UP_STRENGTHENING_pr_lift,UP_WEAKENING_base_rate,UP_WEAKENING_count,UP_WEAKENING_roc_auc,UP_WEAKENING_pr_auc,UP_WEAKENING_pr_lift,DOWN_STRENGTHENING_base_rate,DOWN_STRENGTHENING_count,DOWN_STRENGTHENING_roc_auc,DOWN_STRENGTHENING_pr_auc,DOWN_STRENGTHENING_pr_lift,DOWN_WEAKENING_base_rate,DOWN_WEAKENING_count,DOWN_WEAKENING_roc_auc,DOWN_WEAKENING_pr_auc,DOWN_WEAKENING_pr_lift,SIDEWAYS_base_rate,SIDEWAYS_count,SIDEWAYS_roc_auc,SIDEWAYS_pr_auc,SIDEWAYS_pr_lift,macro_ovr_roc_auc,macro_ovr_pr_lift,UP_STRENGTHENING_precision,UP_STRENGTHENING_recall,UP_STRENGTHENING_f1,UP_STRENGTHENING_support,UP_WEAKENING_precision,UP_WEAKENING_recall,UP_WEAKENING_f1,UP_WEAKENING_support,DOWN_STRENGTHENING_precision,DOWN_STRENGTHENING_recall,DOWN_STRENGTHENING_f1,DOWN_STRENGTHENING_support,DOWN_WEAKENING_precision,DOWN_WEAKENING_recall,DOWN_WEAKENING_f1,DOWN_WEAKENING_support,SIDEWAYS_precision,SIDEWAYS_recall,SIDEWAYS_f1,SIDEWAYS_support,score,error
ds0020,20,0.2,0.0,hybrid_delta,compact_mixed,xgb,major_only,major_only,756,20,1260,False,131,0,1107.1984732824428,27,2367,0.31474440219687366,0.2799074773024507,0.25608907115526847,0.3298442479905855,1.4435936552053066,"{""UP_STRENGTHENING"": 1069, ""UP_WEAKENING"": 384, ""DOWN_STRENGTHENING"": 571, ""DOWN_WEAKENING"": 38, ""SIDEWAYS"": 305}",0.4516265314744402,1069.0,0.5887473857024046,0.5187499670861354,0.0671234356116952,0.16223067173637515,384.0,0.6577267450411834,0.2186416392527481,0.05641096751637295,0.2412336290663287,571.0,0.4840129261757008,0.23153035240314618,-0.00970327666318252,0.01605407689057879,38.0,0.8304671080879529,0.06553050943022934,0.04947643253965055,0.12885509083227714,305.0,0.5578286241274586,0.16136983656495402,0.032514745732676875,0.6237565578269401,0.039164460947442616,0.5520974289580515,0.3816651075771749,0.45132743362831856,1069.0,0.2261904761904762,0.3463541666666667,0.2736625514403292,384.0,0.22866894197952217,0.23467600700525393,0.23163353500432152,571.0,0.10112359550561797,0.23684210526315788,0.14173228346456693,38.0,0.16712328767123288,0.2,0.18208955223880596,305.0,0.6345877461712366,
ds0015,20,0.2,0.0,hybrid_delta,strength_core,xgb,major_only,major_only,756,20,1260,False,131,0,1107.1984732824428,24,2367,0.3033375580904098,0.28042494490305725,0.2546697082943422,0.31676357614237266,1.4398021225340556,"{""UP_STRENGTHENING"": 1069, ""UP_WEAKENING"": 384, ""DOWN_STRENGTHENING"": 571, ""DOWN_WEAKENING"": 38, ""SIDEWAYS"": 305}",0.4516265314744402,1069.0,0.5861251605333672,0.5130530975483452,0.061426566073904953,0.16223067173637515,384.0,0.6604963806942343,0.22669496624739943,0.06446429451102428,0.2412336290663287,571.0,0.4844488043092453,0.22754374541287342,-0.013689883653455276,0.01605407689057879,38.0,0.8269643623872907,0.08966114964734966,0.07360707275677086,0.12885509083227714,305.0,0.5475370084749805,0.1563338284145903,0.027478737582313145,0.6211143432798236,0.042657357454111595,0.5311614730878187,0.3507951356407858,0.4225352112676056,1069.0,0.23509933774834438,0.3697916666666667,0.2874493927125506,384.0,0.2111692844677138,0.2119089316987741,0.21153846153846154,571.0,0.1111111111111111,0.23684210526315788,0.15126050420168066,38.0,0.1761786600496278,0.23278688524590163,0.20056497175141244,305.0,0.6199242258572759,
ds0019,20,0.2,0.0,hybrid_delta,compact_mixed,xgb,high_vol,high_vol,756,20,1260,False,111,20,392.27027027027026,27,686,0.2988338192419825,0.2583188392926993,0.23961256815997817,0.30871518523771685,1.4975209540433998,"{""UP_STRENGTHENING"": 312, ""UP_WEAKENING"": 67, ""DOWN_STRENGTHENING"": 181, ""DOWN_WEAKENING"": 26, ""SIDEWAYS"": 100}",0.45481049562682213,312.0,0.543080693815988,0.5090856897658571,0.05427519413903498,0.09766763848396501,67.0,0.7864634822655704,0.22697176820352213,0.12930412971955713,0.26384839650145775,181.0,0.503473551775067,0.24908764435014105,-0.014760752151316697,0.037900874635568516,26.0,0.6655011655011654,0.06471242651425838,0.02681155187868986,0.1457725947521866,100.0,0.518481228668942,0.22186900683719216,0.07609641208500556,0.6034000244053466,0.054345307134194165,0.472,0.3782051282051282,0.4199288256227758,312.0,0.23214285714285715,0.3880597014925373,0.2905027932960894,67.0,0.24675324675324675,0.20994475138121546,0.22686567164179106,181.0,0.06,0.11538461538461539,0.07894736842105263,26.0,0.16666666666666666,0.2,0.18181818181818182,100.0,0.5553397736590039,
ds0011,20,0.2,0.0,hybrid_delta,strength_core,xgb,bull_trend,bull_trend,756,20,1260,False,131,0,732.4656488549618,24,1523,0.2856204858831254,0.2187051271663607,0.208056806712755,0.2940197968156453,1.49468565066041,"{""UP_STRENGTHENING"": 671, ""UP_WEAKENING"": 296, ""DOWN_STRENGTHENING"": 365, ""DOWN_WEAKENING"": 10, ""SIDEWAYS"": 181}",0.44057780695994747,671.0,0.5357710095645907,0.48445609480179375,0.043878287841846275,0.1943532501641497,296.0,0.5279383907134518,0.19633745674344721,0.001984206579297515,0.2396585686145765,365.0,0.5230274209193934,0.22837646740271814,-0.011282101211858353,0.006565988181221274,10.0,0.4865499008592201,0.006543939424657664,-2.204875656360971e-05,0.11884438608010506,181.0,0.5572164906011478,0.13549204611479998,0.016647660034694922,0.5261006425315607,0.01024120089748335,0.5,0.30402384500745155,0.37812789620018533,671.0,0.196,0.16554054054054054,0.1794871794871795,296.0,0.2378472222222222,0.37534246575342467,0.2911795961742827,365.0,0.0,0.0,0.0,10.0,0.15570934256055363,0.24861878453038674,0.19148936170212766,181.0,0.49358981320657913,
ds0016,20,0.2,0.0,hybrid_delta,compact_mixed,xgb,bull_trend,bull_trend,756,20,1260,False,131,0,732.4656488549618,27,1523,0.2764281024294156,0.2110623573708737,0.2002263859982686,0.28317027049227816,1.4988126094838967,"{""UP_STRENGTHENING"": 671, ""UP_WEAKENING"": 296, ""DOWN_STRENGTHENING"": 365, ""DOWN_WEAKENING"": 10, ""SIDEWAYS"": 181}",0.44057780695994747,671.0,0.5374327435052441,0.4758326655143167,0.03525485855436922,0.1943532501641497,296.0,0.5063079583250734,0.18741347483251786,-0.006939775331631842,0.2396585686145765,365.0,0.5280100314666288,0.23490150233116308,-0.004757066283413408,0.006565988181221274,10.0,0.48113020489094516,0.00636727774437309,-0.00019871043684818387,0.11884438608010506,181.0,0.5633300672699277,0.1445261005354072,0.02568171445530215,0.5232422010915639,0.009808204191555587,0.4797979797979798,0.28315946348733234,0.3561387066541706,671.0,0.17391304347826086,0.16216216216216217,0.16783216783216784,296.0,0.24956672443674177,0.39452054794520547,0.3057324840764331,365.0,0.0,0.0,0.0,10.0,0.14233576642335766,0.2154696132596685,0.17142857142857143,181.0,0.4828394189025255,
ds0014,20,0.2,0.0,hybrid_delta,strength_core,xgb,high_vol,high_vol,756,20,1260,False,111,20,392.27027027027026,24,686,0.2915451895043732,0.2317249980442031,0.22086331097707346,0.3051614411889194,1.5013798352318521,"{""UP_STRENGTHENING"": 312, ""UP_WEAKENING"": 67, ""DOWN_STRENGTHENING"": 181, ""DOWN_WEAKENING"": 26, ""SIDEWAYS"": 100}",0.45481049562682213,312.0,0.5610088440970793,0.5194013783213473,0.06459088269452512,0.09766763848396501,67.0,0.7743109975164565,0.23055823206442666,0.13289059358046165,0.26384839650145775,181.0,0.4621957223346644,0.23108195598302078,-0.03276644051843697,0.037900874635568516,26.0,0.7046037296037295,0.08506534359222077,0.04716446895665226,0.1457725947521866,100.0,0.5177645051194539,0.20943259434647826,0.06365999959429167,0.6039767597342768,0.05510790086149875,0.497907949790795,0.3814102564102564,0.4319419237749546,312.0,0.20175438596491227,0.34328358208955223,0.2541436464088398,67.0,0.2215909090909091,0.2154696132596685,0.2184873949579832,181.0,0.02040816326530612,0.038461538461538464,0.02666666666666667,26.0,0.16666666666666666,0.18,0.17307692307692307,100.0,0.4690291145248173,
ds0003,20,0.2,0.0,score_delta,strength_core,xgb,recovery,recovery,756,20,1260,False,0,131,0.0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,insufficient_eval_rows_or_classes
ds0008,20,0.2,0.0,score_delta,compact_mixed,xgb,recovery,recovery,756,20,1260,False,0,131,0.0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,insufficient_eval_rows_or_classes
ds0013,20,0.2,0.0,hybrid_delta,strength_core,xgb,recovery,recovery,756,20,1260,False,0,131,0.0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,insufficient_eval_rows_or_classes
ds0018,20,0.2,0.0,hybrid_delta,compact_mixed,xgb,recovery,recovery,756,20,1260,False,0,131,0.0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,insufficient_eval_rows_or_classes
