period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum,max_drawdown_inside_period
2013-01-31,0.028489527636361256,0.028489527636361256,0.03323459658775163,-0.0009363657332587261,-0.0002181649444795708,0.86,0.0,-0.009241337242879122
2013-02-28,0.01972806281835693,0.01972806281835693,0.021826248476827015,0.009104841783117656,0.0,0.86,0.0,-0.0309803210248476
2013-03-31,0.024597296492042897,0.024597296492042897,0.02818856070870357,0.0034101556572891933,0.00021821255080856083,0.86,0.0,-0.017258843490276732
2013-04-30,0.021624673200081768,0.021624673200081768,0.02303872416581587,0.01785704284507461,0.0,0.8599999999999999,0.0,-0.032747931057085955
2013-05-31,0.044046119498488245,0.044046119498488245,0.05522802158491058,-0.03528878419578474,0.0,0.8599999999999999,0.0,-0.021246202868236863
2013-06-30,-0.005755574285257081,-0.005517462041935484,-0.0036217078589104723,-0.023613975445687774,-0.0002181649444795708,0.8479999999999999,0.24,-0.05085675260636524
2013-07-31,0.04778077213983423,0.0479482701847187,0.06553944065561423,-0.0046756880065401685,0.0,0.78,0.15999999999999992,-0.016268832093594088
2013-08-31,-0.044393054407753096,-0.044393054407753096,-0.050936660328493866,-0.022690864525678478,0.0,0.82,0.0,-0.05389373738219627
2013-09-30,0.017954186398221106,0.018323360562995994,0.018685315451687057,0.02710193294855623,0.0,0.8469999999999999,0.3600000000000001,-0.02904830174220474
2013-10-31,0.03009296666908834,0.03038209521307267,0.029441091770895378,0.004714968752355997,-0.00043704531729904517,0.9634782608695651,0.28,-0.023940514867442864
2013-11-30,0.025188995114736157,0.025188995114736157,0.030053551318756977,-0.007692619529731326,0.00021861820471236193,0.86,0.0,-0.012648317889212612
2013-12-31,0.02864661087060738,0.02864661087060738,0.0349613818377883,-0.015167943153114427,-0.0002185704212391837,0.86,0.0,-0.015052754856945572
2014-01-31,-0.04298798692701555,-0.04298798692701555,-0.0529923984464975,0.029682073737221204,0.0,0.86,0.0,-0.06069920497437975
2014-02-28,0.05387771503088734,0.0541707005763461,0.05981659763987768,-0.0016072469517245391,-0.00021810113232645367,0.911578947368421,0.28,-0.012067850285202408
2014-03-31,0.018617934012471027,0.018900763034653822,0.02472167239333145,-0.009225449461588209,0.0,0.9133333333333331,0.28,-0.02591595311193562
2014-04-30,-0.014416522075979099,-0.014143125524986644,-0.0196171132792472,0.018483971844177827,-2.220446049250313e-16,0.8866666666666665,0.28,-0.04133369147406596
2014-05-31,0.017735410216914937,0.017735410216914937,0.017735410216914937,0.004127032990383972,-0.00021876933302922286,1.0,0.0,-0.01941352336758362
