prob_col,actual_col,positive_value,prob_bin,count,actual_rate,avg_prob,avg_strategy_return_net,ann_return_est,avg_stock_weight,avg_turnover
prob_high_vol,actual_risk,고변동,"(-0.001, 0.1]",25,0.28,0.09543826539832295,-0.0009228128250853338,-0.21093690363159712,0.7928000000000002,0.0
prob_high_vol,actual_risk,고변동,"(0.1, 0.2]",544,0.17463235294117646,0.1519870410223063,0.0006531332988754466,0.17279335920086947,0.7938970588235295,0.004411764705882352
prob_high_vol,actual_risk,고변동,"(0.2, 0.3]",560,0.21607142857142858,0.24698111989506769,0.0006647022015890477,0.17595041432251102,0.77675,0.008785714285714286
prob_high_vol,actual_risk,고변동,"(0.3, 0.4]",379,0.287598944591029,0.34496801334512206,-2.9703740767913156e-05,-0.014205852476338876,0.7781530343007917,0.014459102902374671
prob_high_vol,actual_risk,고변동,"(0.4, 0.5]",368,0.34782608695652173,0.44532253720357967,0.0009107091065665441,0.2468912311883391,0.7802173913043479,0.021304347826086957
prob_high_vol,actual_risk,고변동,"(0.5, 0.6]",307,0.50814332247557,0.5524199424027539,0.000607304920512026,0.15371016829334616,0.7396742671009772,0.0323127035830619
prob_high_vol,actual_risk,고변동,"(0.6, 0.7]",331,0.5468277945619335,0.6479936751928,0.0002543461714880095,0.0535797885848075,0.7326888217522658,0.0409667673716012
prob_high_vol,actual_risk,고변동,"(0.7, 0.8]",302,0.6854304635761589,0.7473717069219362,0.0015899384204745388,0.4756616220735588,0.6325165562913907,0.09695364238410596
prob_high_vol,actual_risk,고변동,"(0.8, 0.9]",328,0.8323170731707317,0.8524612527288759,0.00011937305857572413,0.024154818966970693,0.40835365853658545,0.07707317073170732
prob_high_vol,actual_risk,고변동,"(0.9, 1.0]",213,0.9295774647887324,0.9191480801665135,0.0005773881100882744,0.1463444892407728,0.3005633802816903,0.0022535211267605613
prob_overall_risk,actual_risk,고변동,"(-0.001, 0.1]",25,0.28,0.09543826539832295,-0.0009228128250853338,-0.21093690363159712,0.7928000000000002,0.0
prob_overall_risk,actual_risk,고변동,"(0.1, 0.2]",544,0.17463235294117646,0.1519870410223063,0.0006531332988754466,0.17279335920086947,0.7938970588235295,0.004411764705882352
prob_overall_risk,actual_risk,고변동,"(0.2, 0.3]",560,0.21607142857142858,0.24698111989506769,0.0006647022015890477,0.17595041432251102,0.77675,0.008785714285714286
prob_overall_risk,actual_risk,고변동,"(0.3, 0.4]",379,0.287598944591029,0.34496801334512206,-2.9703740767913156e-05,-0.014205852476338876,0.7781530343007917,0.014459102902374671
prob_overall_risk,actual_risk,고변동,"(0.4, 0.5]",368,0.34782608695652173,0.44532253720357967,0.0009107091065665441,0.2468912311883391,0.7802173913043479,0.021304347826086957
prob_overall_risk,actual_risk,고변동,"(0.5, 0.6]",307,0.50814332247557,0.5524199424027539,0.000607304920512026,0.15371016829334616,0.7396742671009772,0.0323127035830619
prob_overall_risk,actual_risk,고변동,"(0.6, 0.7]",331,0.5468277945619335,0.6479936751928,0.0002543461714880095,0.0535797885848075,0.7326888217522658,0.0409667673716012
prob_overall_risk,actual_risk,고변동,"(0.7, 0.8]",302,0.6854304635761589,0.7473717069219362,0.0015899384204745388,0.4756616220735588,0.6325165562913907,0.09695364238410596
prob_overall_risk,actual_risk,고변동,"(0.8, 0.9]",328,0.8323170731707317,0.8524612527288759,0.00011937305857572413,0.024154818966970693,0.40835365853658545,0.07707317073170732
prob_overall_risk,actual_risk,고변동,"(0.9, 1.0]",213,0.9295774647887324,0.9191480801665135,0.0005773881100882744,0.1463444892407728,0.3005633802816903,0.0022535211267605613
prob_down,actual_direction,하락,"(0.2, 0.3]",65,0.38461538461538464,0.27196397263356864,0.0007253531246044407,0.1929123019451744,0.4806153846153847,0.02584615384615384
prob_down,actual_direction,하락,"(0.3, 0.4]",576,0.296875,0.35530630695434845,0.0005130477513760762,0.12844202715230546,0.7104513888888889,0.041944444444444444
