start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-10-12,2023-12-14,-0.1820786627734473,497,202,0.6395582329317269,0.581090119355221,0.5050273465706702,EXTREME_RISK
2020-02-14,2020-03-19,2020-06-03,-0.13388829061971652,75,23,0.42500000000000004,0.8113312394683996,0.4543066375998271,EXTREME_RISK
2015-07-16,2015-08-21,2016-11-11,-0.10657209171837756,336,26,0.6831454005934717,0.5473115228512809,0.5080594302005814,NORMAL
2018-01-24,2018-12-20,2019-02-01,-0.10369099266642157,257,229,0.6593023255813953,0.6085133346648268,0.4406699897625017,EXTREME_RISK
2025-02-14,2025-04-04,2025-07-23,-0.10335539396186477,108,34,0.5552293577981652,0.6518766907960937,0.484138715630433,EXTREME_RISK
2020-06-04,2020-06-09,2020-07-20,-0.06721254161470469,31,3,0.724375,0.7132362174420682,0.32145194004182387,CUSTOM
2026-02-23,2026-03-25,2026-04-15,-0.06654513164232989,36,22,0.6832432432432433,0.6809151205754462,0.5786778806783155,CUSTOM
2024-07-12,2024-08-05,2024-10-09,-0.06603053093859779,62,16,0.8158730158730161,0.39918051911173524,0.42569334403329606,NORMAL
2014-09-16,2014-10-14,2014-10-29,-0.06122465073653871,31,20,0.83375,0.5240544096509581,0.31328110395320063,WATCH
2020-08-31,2020-10-28,2020-12-23,-0.05602019283288395,80,41,0.4649382716049382,0.7537359046760544,0.6837081739304346,RISK_OFF
