,importance
parkinson_vol_20,0.02578668205058507
garman_klass_vol_20,0.02438720912126998
drawdown_120,0.02409339650642193
downside_vol_60,0.022245180399396405
price_ma_120_gap,0.02157282329588068
rogers_satchell_vol_20,0.021270488136314457
parkinson_vol_60,0.020753068942068485
price_ma_200_gap,0.020698473807622953
ma_gap_60_120,0.01958744150553165
semi_vol_20,0.018529937680420792
atr_pct_5,0.018203631236091828
ma200_slope_60,0.01816013540484987
atr_pct_20,0.017749175280908868
atr_rank_252,0.017702453700910573
price_ma_60_gap,0.017427806900265012
ma_gap_50_200,0.0173258325473095
downside_vol_20,0.017257552977016963
atr_pct_10,0.01710127327827476
yang_zhang_vol_60,0.016713020418094294
ulcer_index_60,0.01654877937292599
return_120d,0.016495422732005532
atr_pct_60,0.01640727309922878
trend_slope_60,0.01621700272378456
ulcer_index_20,0.015800489362427183
ulcer_rank_252,0.015797160579943067
ewma_vol_60,0.015174188047355514
realized_vol_60,0.014872626989566174
ma_gap_20_60,0.0147265855805941
return_60d,0.014353105037044438
keltner_width_20,0.014294828089034473
atr_ratio_20_60,0.013981396566599696
atr_pct_14,0.013892766011272288
yang_zhang_vol_20,0.013615644343926328
atr_ratio_14_60,0.013357946747361446
realized_vol_20,0.013163385878128576
drawdown_60,0.013005119010539067
bb_width_rank_252,0.012680216134947206
bb_width_20,0.012653114207736623
vol_of_vol_20,0.012535423731028532
downside_vol_10,0.012518258315630812
down_volume_ratio_20,0.011916404634821303
semi_vol_10,0.011837687574356662
price_position_60,0.011719622153361257
trend_slope_20,0.01167368855362477
positive_return_ratio_60,0.01092376001236964
price_ma_20_gap,0.010796898761486411
high_volume_down_ratio_20,0.010043707153171353
ma_gap_5_20,0.009839003501087611
ewma_vol_20,0.009728564870105373
realized_vol_ratio_10_20,0.009621841346603422
realized_vol_10,0.009558319818689409
down_volume_ratio_10,0.009380987920026417
return_10d_minus_20d,0.009177963663075519
large_up_day_ratio_20,0.008823078591896254
return_20d,0.00850550863140684
trend_slope_10,0.008405789770843093
large_down_day_ratio_20,0.008295990836077613
price_position_10_minus_20,0.00809585689378201
close_to_60d_high,0.008055640631706438
price_position_20,0.00795237671021217
positive_return_ratio_20,0.007945628310456717
return_10d,0.00793874376047045
true_range_pct,0.007729861951182622
return_5d_minus_20d,0.007571132789183009
trend_consistency_60,0.007258259347249155
volume_zscore_20,0.007083427402124341
price_position_5_minus_20,0.006813642298867408
trend_slope_5,0.006665492367945024
price_position_10,0.006643062342290149
drawdown_20,0.006545557858338552
volume_ratio_20,0.006456667770822923
return_5d,0.006307809116151475
drawdown_10,0.006263760465304903
volume_shock_rank_252,0.0059276171649264775
drawdown_5,0.004802881706044871
trend_consistency_20,0.004319072862255693
positive_return_ratio_10,0.004248888368469096
high_volume_down_ratio_10,0.0042235282897539915
close_to_20d_high,0.0037000982583199472
large_up_day_ratio_10,0.0031577738450395704
close_to_10d_high,0.0027701846377726365
large_down_day_ratio_10,0.0023172858303272706
bearish_ma_stack,0.00030061373873318116
