asset_class,ph_rank_bin_756,mid_trend_state,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
mega_cap,00_30,BEAR,59,2015-07-07,2024-05-09,0.8983050847457629,0.8952542372881356,0.7199999999999999,0.2819157061056565,0.3138185794802049,0.1568100748108269,0.00921398005307128,-0.07442852141225298,0.01016348811158907,-0.07884171951490004,-0.0009495080585177895
mega_cap,00_30,BULL,796,2015-03-02,2026-02-06,0.8967713567839195,0.9155527638190956,0.9000000000000002,0.29031858093680896,0.3101933893387914,0.1464808946784029,0.07168301968593305,-0.15110512098238038,0.08040983876223584,-0.15660123589121555,-0.008726819076302794
mega_cap,00_30,NEUTRAL,41,2015-06-29,2026-02-03,0.9441463414634147,0.9409756097560977,0.7800000000000001,0.29561437566469356,0.3331114635590139,0.16668482617229063,0.016012596337332763,-0.024900950221293905,0.01756343417982964,-0.0260552997300757,-0.0015508378424968772
mega_cap,30_50,BEAR,100,2015-07-08,2026-01-30,0.9492000000000002,0.9572000000000002,0.7199999999999999,0.42345742428302763,0.44961649773744744,0.41082072553518517,0.02437378190633921,-0.14602399753641682,0.026525835620456517,-0.15465994428631535,-0.002152053714117308
mega_cap,30_50,BULL,373,2015-02-02,2026-05-07,0.8646648793565683,0.8700536193029489,0.8499999999999998,0.4185440917337069,0.4231562135119521,0.40076232237331777,-0.011972578812963541,-0.2485383551560667,-0.013120266822370552,-0.2742774624862352,0.0011476880094070108
mega_cap,30_50,NEUTRAL,35,2015-07-13,2025-02-27,0.968857142857143,0.9720000000000001,0.7800000000000001,0.4425116264820099,0.4844579886765741,0.404227983406836,0.009878120771521504,-0.041689250446080295,0.009632641361465799,-0.041689250446080295,0.0002454794100557045
mega_cap,50_70,BEAR,134,2015-07-22,2026-01-21,0.9061194029850745,0.8837313432835822,0.7199999999999999,0.5481323975624878,0.5651459399036229,0.6035252567645332,0.029546558581048377,-0.12102779966847788,0.03487734613445914,-0.13838784522039094,-0.005330787553410765
mega_cap,50_70,BULL,384,2015-01-13,2026-04-30,0.8111979166666665,0.8055729166666664,0.7699999999999999,0.5082550905606089,0.49588033138811577,0.5959083896627101,0.008017325120379892,-0.2912440158737335,0.008611232313086026,-0.3405339663452648,-0.0005939071927061335
mega_cap,50_70,NEUTRAL,65,2015-01-21,2026-04-21,0.9179999999999999,0.8938461538461537,0.7199999999999999,0.5261942223172922,0.5076813994311731,0.6101927725135291,0.020884771663621793,-0.10750825222753935,0.020336127023343975,-0.1276489560004903,0.0005486446402778178
mega_cap,70_85,BEAR,178,2015-07-27,2026-04-14,0.8790449438202249,0.9160674157303371,0.62,0.6818635716113481,0.6755312741256945,0.7844252582139224,-0.006909197480527207,-0.23203707965501563,-0.004735027295764027,-0.256064329908271,-0.00217417018476318
