start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-17,2022-12-23,2023-06-13,-0.2531319682000135,393,277,0.5714213197969543,0.6742556530848381,0.5144281464104405,EXTREME_RISK
2025-02-14,2025-04-04,2025-07-01,-0.13140015875641797,93,34,0.6191489361702129,0.6142736584831194,0.44311353564442196,EXTREME_RISK
2024-07-08,2024-09-04,2024-12-02,-0.11776308373655597,103,41,0.8267307692307693,0.43156405448103297,0.3946936405464688,WATCH
2025-10-27,2026-03-26,2026-04-15,-0.11641136405425434,116,103,0.8097435897435897,0.4923805550148338,0.5149918571004226,CUSTOM
2020-02-14,2020-03-16,2020-04-27,-0.10879601691836771,49,20,0.5056,0.7843440868504006,0.5100905968813548,EXTREME_RISK
2023-07-17,2023-10-24,2023-11-10,-0.10567515073697031,83,70,0.8702380952380954,0.38136098855285994,0.4587682687171298,NORMAL
2018-08-27,2018-12-20,2019-03-11,-0.09790348921713554,133,80,0.5808955223880597,0.6654105965170366,0.4202352575929717,EXTREME_RISK
2015-07-16,2015-08-21,2015-10-21,-0.09456529304710393,68,26,0.7802898550724636,0.6185312817249322,0.3734316444964287,WATCH
2015-11-02,2016-02-05,2016-07-08,-0.08353877049835345,171,65,0.7119767441860465,0.6043962843079282,0.35514229150654786,RISK_OFF
2018-01-24,2018-02-06,2018-05-30,-0.07348839441613131,87,9,0.6263636363636363,0.6798013445522232,0.45713773574023125,WATCH
