prob_col,actual_col,positive_value,prob_bin,count,actual_rate,avg_prob,avg_strategy_return_net,ann_return_est,avg_stock_weight,avg_turnover
prob_high_vol,actual_risk,고변동,"(-0.001, 0.1]",118,0.2033898305084746,0.083884397229037,0.0019138761766588656,0.5800452816441208,0.8586440677966101,0.0030508474576271196
prob_high_vol,actual_risk,고변동,"(0.1, 0.2]",261,0.05363984674329502,0.14039356248177073,0.0011467140695869188,0.3096160516167894,0.8630651340996169,0.0032183908045977016
prob_high_vol,actual_risk,고변동,"(0.2, 0.3]",316,0.3670886075949367,0.254273331043595,0.0010526059917108693,0.2382192198829034,0.8500632911392405,0.008987341772151899
prob_high_vol,actual_risk,고변동,"(0.3, 0.4]",519,0.3969171483622351,0.3515377098731907,0.0008509666973158833,0.17138570745824833,0.8115606936416185,0.017109826589595374
prob_high_vol,actual_risk,고변동,"(0.4, 0.5]",572,0.4458041958041958,0.4477422557080221,0.003282522107970302,1.1097521551665688,0.7805944055944057,0.020209790209790208
prob_high_vol,actual_risk,고변동,"(0.5, 0.6]",586,0.4863481228668942,0.5513361519667145,0.0008737653585683257,0.18311824382475583,0.7129351535836177,0.027440273037542658
prob_high_vol,actual_risk,고변동,"(0.6, 0.7]",474,0.6392405063291139,0.6491806570089891,0.0017077270114257018,0.39440464549478427,0.7218565400843882,0.035358649789029535
prob_high_vol,actual_risk,고변동,"(0.7, 0.8]",367,0.6348773841961853,0.7465066704040031,0.0024966754354508363,0.7820689685904127,0.6165667574931879,0.03455040871934605
prob_high_vol,actual_risk,고변동,"(0.8, 0.9]",133,0.7142857142857143,0.8424345853061432,0.001123584362933806,0.2922001226651587,0.41744360902255645,0.03759398496240601
prob_high_vol,actual_risk,고변동,"(0.9, 1.0]",11,1.0,0.9032656430013656,0.002922151124742998,1.0196478080891578,0.30000000000000016,0.0
prob_overall_risk,actual_risk,고변동,"(-0.001, 0.1]",118,0.2033898305084746,0.083884397229037,0.0019138761766588656,0.5800452816441208,0.8586440677966101,0.0030508474576271196
prob_overall_risk,actual_risk,고변동,"(0.1, 0.2]",261,0.05363984674329502,0.14039356248177073,0.0011467140695869188,0.3096160516167894,0.8630651340996169,0.0032183908045977016
prob_overall_risk,actual_risk,고변동,"(0.2, 0.3]",316,0.3670886075949367,0.254273331043595,0.0010526059917108693,0.2382192198829034,0.8500632911392405,0.008987341772151899
prob_overall_risk,actual_risk,고변동,"(0.3, 0.4]",519,0.3969171483622351,0.3515377098731907,0.0008509666973158833,0.17138570745824833,0.8115606936416185,0.017109826589595374
prob_overall_risk,actual_risk,고변동,"(0.4, 0.5]",572,0.4458041958041958,0.4477422557080221,0.003282522107970302,1.1097521551665688,0.7805944055944057,0.020209790209790208
prob_overall_risk,actual_risk,고변동,"(0.5, 0.6]",586,0.4863481228668942,0.5513361519667145,0.0008737653585683257,0.18311824382475583,0.7129351535836177,0.027440273037542658
prob_overall_risk,actual_risk,고변동,"(0.6, 0.7]",474,0.6392405063291139,0.6491806570089891,0.0017077270114257018,0.39440464549478427,0.7218565400843882,0.035358649789029535
prob_overall_risk,actual_risk,고변동,"(0.7, 0.8]",367,0.6348773841961853,0.7465066704040031,0.0024966754354508363,0.7820689685904127,0.6165667574931879,0.03455040871934605
prob_overall_risk,actual_risk,고변동,"(0.8, 0.9]",133,0.7142857142857143,0.8424345853061432,0.001123584362933806,0.2922001226651587,0.41744360902255645,0.03759398496240601
prob_overall_risk,actual_risk,고변동,"(0.9, 1.0]",11,1.0,0.9032656430013656,0.002922151124742998,1.0196478080891578,0.30000000000000016,0.0
prob_down,actual_direction,하락,"(0.1, 0.2]",15,0.2,0.18638431905251307,0.001249843516316995,0.34568979531024757,0.5733333333333331,0.02133333333333332
prob_down,actual_direction,하락,"(0.2, 0.3]",180,0.2111111111111111,0.2678514777115361,0.0031078857965893382,1.1166582466154078,0.6191111111111111,0.02688888888888889
prob_down,actual_direction,하락,"(0.3, 0.4]",700,0.2842857142857143,0.36147111753264705,0.0008327510186225351,0.141156816028422,0.7618571428571428,0.023828571428571428
prob_down,actual_direction,하락,"(0.4, 0.5]",1241,0.29250604351329573,0.44620751565960864,0.0015510847317038482,0.3914672341759138,0.7601450443190976,0.021079774375503624
prob_down,actual_direction,하락,"(0.5, 0.6]",840,0.2845238095238095,0.5461995321075696,0.001408984734881241,0.3518519162194429,0.7723095238095238,0.022428571428571423
prob_down,actual_direction,하락,"(0.6, 0.7]",307,0.1758957654723127,0.6344048772845713,0.003058507530742898,1.0734256461977902,0.6889902280130293,0.02228013029315961
