start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-17,2022-12-23,2023-06-13,-0.25209685269491633,393,277,0.5726395939086294,0.6745592311370301,0.5289278557310385,EXTREME_RISK
2025-02-14,2025-04-04,2025-07-01,-0.13140023831884218,93,34,0.6191489361702129,0.6142736820731763,0.45818529712006056,EXTREME_RISK
2024-07-08,2024-09-04,2024-12-02,-0.11776317392244973,103,41,0.8267307692307693,0.4315809630494293,0.38645907168143295,WATCH
2025-10-27,2026-03-26,2026-04-15,-0.11641129155567276,116,103,0.8097435897435897,0.4930608044287098,0.5027523700854638,CUSTOM
2020-02-14,2020-03-16,2020-04-27,-0.1087958922365766,49,20,0.5056,0.7845829238473844,0.5036839880608354,EXTREME_RISK
2023-07-17,2023-10-24,2023-11-10,-0.10567525006678058,83,70,0.8702380952380954,0.38137334053309047,0.44120188957641127,NORMAL
2018-08-27,2018-12-20,2019-03-11,-0.09790373025397059,133,80,0.5808955223880597,0.6658045418204775,0.4246264237606538,EXTREME_RISK
2015-07-16,2015-08-21,2015-10-21,-0.09456576415449902,68,26,0.7802898550724636,0.6189685481922926,0.3829797345026761,WATCH
2015-11-02,2016-02-05,2016-07-08,-0.08353884278155488,171,65,0.7117441860465117,0.6043636115462446,0.3833889301358479,RISK_OFF
2018-01-24,2018-02-06,2018-05-30,-0.07348806808674568,87,9,0.6263636363636363,0.679972815882138,0.4450847225562844,WATCH
