period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum,max_drawdown_inside_period
2013-12-31,0.23658705322545615,0.237821403256943,0.31120982309605427,-0.04857365833309801,-0.0006541848608653256,0.8342063492063492,0.9999999999999998,-0.05455674632996643
2014-12-31,0.17410267901229304,0.18195501568881545,0.18864394593808664,0.09927109231387377,-0.0008745755097792074,0.773015873015873,6.679999999999999,-0.05178471472618551
2015-12-31,0.12564406307650544,0.13856027859690667,0.08860026563205659,0.00780083296905576,-0.0010928048869227602,0.7532539682539683,11.440000000000001,-0.09456576415449902
2016-12-31,0.09614346644472871,0.1044502669692311,0.11178065023662165,0.006686641103250679,0.001313152800812123,0.7755555555555556,7.56,-0.07313931128474782
2017-12-31,0.2464455774327583,0.2520345545715741,0.3436119998694316,0.022514339228062452,0.006781709965713256,0.7828685258964143,4.4799999999999995,-0.03862069098634624
2018-12-31,0.028513138325228615,0.03994899541191144,-0.05589047765632249,0.022378031985736513,0.017262055085261796,0.6215139442231076,11.040000000000001,-0.09790373025397048
2019-12-31,0.27351191625807014,0.28568045481777826,0.4413634516401297,0.08164742292584282,0.02043089955814703,0.7566666666666667,9.52,-0.06333986450734108
2020-12-31,0.30398096922665707,0.31329273164218896,0.46435478916808215,0.08546446180584,0.003546626684522103,0.5227667984189723,7.159999999999998,-0.10879589223657682
2021-12-31,0.2162329069106883,0.22431985282041889,0.277432536413571,-0.040777956507837776,-0.0008739030085070931,0.7191269841269843,6.639999999999999,-0.06317305452313327
2022-12-31,-0.22473764702348376,-0.21253703665583346,-0.3247954297023513,-0.12980284038189138,0.014045339115072997,0.47984063745019917,15.56,-0.2232667846954458
2023-12-31,0.4078248060148071,0.4138758100959714,0.5093029478942201,0.01919154551209279,0.04990796972447131,0.79656,4.32,-0.10567525006677969
2024-12-31,0.2282953659256579,0.23373151492462307,0.3096221027472663,-0.006076656951169546,0.05181529108186678,0.8466666666666667,4.4,-0.11776317392244984
2025-12-31,0.12577493589688316,0.13553658376646682,0.19774032512066975,0.08385131216410802,0.04158519222060453,0.7123200000000001,8.639999999999999,-0.13140023831884184
2026-12-31,0.13427483594232803,0.1360772419489067,0.15566497240960775,-0.005333563111081463,0.01221573316666369,0.874942528735632,1.5999999999999999,-0.10329770340547895
