policy1_hold_reason,ph_rank_bin_756,mid_trend_state,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
emergency,95_100,BEAR,13,2015-09-18,2025-05-21,0.5615384615384615,0.5615384615384615,0.37999999999999995,0.815224057665238,0.7674702125977866,0.9758394117786379,-0.0053101002024028565,-0.06530529250263051,-0.00705850593298929,-0.08476270758910631,0.0017484057305864331
emergency,95_100,BULL,7,2016-11-14,2020-09-03,0.43000000000000005,0.43000000000000005,0.43000000000000005,0.8182170897722244,0.6742606979863055,0.9752456538170824,0.00110713629566761,-0.028823949361477808,0.0031819790042000307,-0.06729502783023755,-0.0020748427085324206
initial,raw_fallback,BEAR,1,2013-01-02,2013-01-02,0.8000000000000002,0.8000000000000002,0.42,0.7734443366527557,0.7734443366527557,,-0.9965150948358783,0.0,-0.9991903921956783,0.0,0.0026752973597999885
no_trade_band,00_30,BULL,122,2015-04-16,2026-02-02,0.875655737704918,0.9016393442622954,0.9000000000000004,0.2934527738844273,0.3098111062187014,0.15174207173760224,0.015418727160560142,-0.11105163024535614,0.017624392602630268,-0.12415682348531687,-0.002205665442070126
no_trade_band,30_50,BULL,40,2015-04-30,2026-01-02,0.87325,0.85375,0.85,0.40066920427605507,0.37805450559787207,0.38051561864061867,0.0022070849960227346,-0.04796250255107859,0.0029732129943356167,-0.05235756118641843,-0.0007661279983128821
no_trade_band,50_70,BEAR,1,2022-09-26,2022-09-26,0.72,0.7,0.72,0.6509535908699036,0.6228865174365276,0.6653439153439153,-0.7171525736622351,0.0,-0.9595838062169092,0.0,0.24243123255467414
no_trade_band,50_70,BULL,28,2015-02-18,2026-04-29,0.7699999999999999,0.7699999999999999,0.7699999999999999,0.5014010102621147,0.4914951190110251,0.6103181094502856,-0.0037982044315330032,-0.10623294870416089,-0.005342359100158123,-0.1397763258065048,0.0015441546686251195
no_trade_band,50_70,NEUTRAL,1,2025-01-27,2025-01-27,0.72,0.72,0.72,0.4280913829803466,0.4028503152468511,0.5793650793650794,1.1922340228825004,0.0,2.1923019871248433,0.0,-1.000067964242343
no_trade_band,70_85,BEAR,11,2016-02-16,2025-06-20,0.8745454545454546,0.8763636363636365,0.62,0.7471409962935881,0.7443483632015344,0.7961760461760462,-0.008908997329565405,-0.08563968093502405,-0.010686103772790556,-0.09611315482211702,0.0017771064432251515
no_trade_band,70_85,BULL,11,2015-01-12,2025-10-21,0.67,0.67,0.67,0.6334907690232451,0.6095239550392623,0.7698313418511232,-0.003137615385835346,-0.04457231249801008,-0.004711028058523081,-0.06526053249768371,0.001573412672687735
