start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-10-12,2023-12-14,-0.18207848146674832,497,202,0.6387951807228915,0.5810373709725911,0.5052109403932277,RISK_OFF
2020-02-14,2020-03-19,2020-06-03,-0.13909582917078578,75,23,0.42684210526315797,0.81106030231274,0.45438310011935495,RISK_OFF
2015-07-16,2015-08-21,2016-11-11,-0.10657213957999967,336,26,0.6822551928783381,0.5479776390022084,0.5079598780603855,NORMAL
2018-01-24,2018-12-20,2019-02-08,-0.10554005731116445,262,229,0.6698859315589354,0.6075767210263827,0.44008575385350784,RISK_OFF
2025-02-14,2025-04-04,2025-07-23,-0.103355452991996,108,34,0.5552293577981652,0.6522070213133324,0.4841387156304329,RISK_OFF
2026-02-23,2026-03-26,2026-04-15,-0.0681753211433388,36,23,0.6935135135135135,0.6801688561314442,0.5786778806783155,CUSTOM
2020-06-04,2020-06-09,2020-07-20,-0.06721282381302185,31,3,0.721875,0.7132054543170077,0.3214519403703582,CUSTOM
2024-07-12,2024-08-05,2024-10-09,-0.06603059313682258,62,16,0.8158730158730161,0.40028578316029656,0.42552136518043365,NORMAL
2014-09-16,2014-10-14,2014-10-29,-0.06122438887986281,31,20,0.83375,0.5241265136968476,0.31328224495000656,WATCH
2020-08-31,2020-09-21,2020-12-04,-0.05268246824112954,67,14,0.4461764705882353,0.7774510057997741,0.6975113249994731,CUSTOM
