policy1_hold_reason,ph_rank_bin_756,mid_trend_state,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
emergency,85_95,BEAR,3,2016-02-17,2022-07-07,0.4166666666666667,0.4166666666666667,0.52,0.8658675322930018,0.8733094365716404,0.9188712522045854,-0.0017840786720144663,-0.013095874790026718,-0.005045609735537249,-0.03602814133599097,0.0032615310635227823
emergency,85_95,NEUTRAL,1,2019-06-04,2019-06-04,0.5200000000000001,0.5200000000000001,0.52,0.8630060315132142,0.8917328477284613,0.9193121693121693,4.8021479638874975,0.0,31.043133374489564,0.0,-26.240985410602065
emergency,95_100,BEAR,16,2015-05-12,2024-09-10,0.35,0.35,0.42,0.8545769162476063,0.8057226979754397,0.9711169325999378,-0.0018642525885890215,-0.059309362719400904,-0.005517049646458605,-0.1488679055345663,0.0036527970578695834
emergency,95_100,BULL,4,2015-01-05,2021-03-10,0.5,0.5,0.5,0.74555333442986,0.6118300658907565,0.9580563413484207,0.00022115854634385812,-0.017804840759898966,0.0015545198262252313,-0.027820327503882525,-0.0013333612798813732
emergency,95_100,NEUTRAL,2,2019-05-28,2019-06-12,0.42000000000000004,0.42000000000000004,0.42,0.8994017302989961,0.8550402606907045,0.9794973544973544,-0.15034906640106527,-0.010681411240937577,-0.3406694708703991,-0.025189631335841622,0.19032040446933385
initial,raw_fallback,BULL,1,2013-01-02,2013-01-02,0.86,0.86,0.86,0.1974589616060257,0.1974589616060257,,-0.10166725405867916,0.0,-0.13094793509592162,0.0,0.029280681037242462
no_trade_band,00_30,BULL,114,2016-10-10,2026-05-06,0.9094736842105263,0.9205263157894736,0.92,0.282181829750015,0.3051924249362211,0.16088833194096352,0.032667391571655324,-0.08638501947278132,0.035558709484887485,-0.09447039940159718,-0.002891317913232161
no_trade_band,30_50,BULL,70,2016-06-16,2026-02-02,0.9094285714285713,0.9022857142857142,0.9,0.38064162801418977,0.36175935120782327,0.3906462585034013,0.00784569629351961,-0.07293697966742829,0.008338073173512761,-0.08198638856362361,-0.0004923768799931505
no_trade_band,30_50,NEUTRAL,1,2025-02-10,2025-02-10,0.9600000000000001,0.9800000000000001,0.78,0.4686510041356087,0.6059167471854927,0.40476190476190477,0.24507443943085727,0.0,0.31640528220241193,0.0,-0.07133084277155466
no_trade_band,50_70,BEAR,1,2023-10-02,2023-10-02,1.0,0.9600000000000001,0.68,0.6790223598480225,0.6828520874022119,0.6375661375661376,26.771764896350128,0.0,26.771764896350128,0.0,0.0
no_trade_band,50_70,BULL,25,2015-12-02,2025-11-11,0.8072,0.8079999999999999,0.8,0.5004798572063447,0.4905346366847747,0.5967039692753978,0.0027807227032217163,-0.03915083040988332,0.003004636127695859,-0.047372326938209364,-0.00022391342447414253
no_trade_band,50_70,NEUTRAL,2,2016-05-18,2022-12-28,0.7,0.72,0.72,0.6327283702790738,0.654440935132203,0.683862433862434,0.002977248594601356,-0.0014655937760834625,0.0043830063568419675,-0.0009187847798277637,-0.0014057577622406114
no_trade_band,70_85,BEAR,10,2020-03-19,2025-04-30,0.55,0.55,0.62,0.7705647265911103,0.7737721755741637,0.7599206349206349,0.027153576158212234,-0.009650057433791437,0.04621195191797156,-0.01836466472203202,-0.019058375759759327
no_trade_band,70_85,BULL,34,2015-03-11,2026-03-17,0.7047058823529411,0.7047058823529411,0.7,0.6115145013393724,0.5984576547751927,0.771995010467731,-0.0027955361466460715,-0.05740205739997317,-0.003990286796164755,-0.08449744832338635,0.0011947506495186833
no_trade_band,70_85,NEUTRAL,2,2020-02-27,2021-05-13,0.8999999999999999,0.9099999999999999,0.62,0.7803208723664284,0.7018605946869934,0.7876984126984127,0.019575172360792426,-0.007909580766302327,0.021806436750250846,-0.008723080648976311,-0.0022312643894584205
no_trade_band,85_95,BEAR,24,2016-02-08,2025-03-18,0.4416666666666667,0.4416666666666667,0.52,0.8473449076215426,0.8311895736415984,0.916225749559083,0.0014587756285420195,-0.0626762461699728,0.003545672474586814,-0.14213536109739178,-0.0020868968460447945
no_trade_band,85_95,BULL,7,2015-04-23,2026-03-24,0.7285714285714286,0.7257142857142859,0.6,0.7469317146709987,0.707474316522335,0.9009684819370519,-0.005336956155067352,-0.06674025361423186,-0.0065588378609003906,-0.09081064675510053,0.001221881705833039
no_trade_band,85_95,NEUTRAL,2,2018-04-02,2018-04-16,0.7,0.7100000000000001,0.52,0.8762486219406128,0.8152652875378322,0.9265873015873016,0.1349037385220817,-0.0063508617223447805,0.07847699060672175,-0.009838420136709436,0.056426747915359954
no_trade_band,95_100,BEAR,40,2015-07-27,2022-10-17,0.35,0.35,0.42000000000000004,0.8878297959268092,0.8707736374274659,0.9826521510625088,0.0016178384541289947,-0.0445569366947951,-0.00016365552502439762,-0.13629285583238682,0.0017814939791533924
no_trade_band,95_100,BULL,6,2015-01-12,2019-05-20,0.61,0.61,0.5,0.7158048604925474,0.6464604757327753,0.9719180935269341,-0.0020371890509223167,-0.01834937180529561,-0.0014534332970453923,-0.021128558787258833,-0.0005837557538769245
no_trade_band,raw_fallback,BULL,83,2013-01-09,2014-12-26,0.8407228915662649,0.8489156626506021,0.8489156626506021,0.18156889924128727,0.17961405844125725,,-0.036477944831367126,-0.10033527902538752,-0.04917019436110681,-0.12695171580327036,0.012692249529739685
no_trade_band,raw_fallback,NEUTRAL,1,2013-08-28,2013-08-28,0.82,0.86,0.86,0.131117258220911,0.1523865137349044,,-0.8403894156168088,0.0,-0.8859483435558089,0.0,0.04555892793900007
no_trade_override_high_vol_cross_up,70_85,BEAR,3,2020-04-21,2024-08-28,0.55,0.55,0.62,0.7895717382431031,0.7099562353408849,0.785273368606702,-0.00160355400414125,-0.013398347258007148,-0.0006784477071531958,-0.018556098827674727,-0.0009251062969880541
