section,segment,count,pct,win_rate,mean_daily_return,ann_return_est,ann_vol_est,avg_stock_weight,avg_turnover,avg_prob_high_vol,avg_up_strength_score,avg_down_strength_score,avg_offensive_tier,avg_full_stock_rate,avg_tier3_rate
allocation_regime,CUSTOM,1479,0.44057193923145666,0.5760649087221096,0.000756483316874236,0.2007111849974601,0.12365696069181031,0.835023664638269,0.0,0.27697879335973863,0.1580604249467739,0.3253914753867489,0.23597025016903314,0.0,0.0
allocation_regime,WATCH,524,0.15609174858504618,0.5572519083969466,0.0007317071539001539,0.19104713769959103,0.1379111948315229,0.701679389312977,0.051908396946564885,0.5882273064879061,0.2805448934840625,0.3937249272081723,0.8606870229007634,0.04580152671755725,0.2633587786259542
allocation_regime,EXTREME_RISK,380,0.11319630622579684,0.5578947368421052,0.00046240982267402547,0.11620996038165265,0.11479057762109722,0.30000000000000016,0.013263157894736826,0.9042945437952591,0.5166047372736831,0.25762985416182665,0.007894736842105263,0.0,0.0
allocation_regime,NORMAL,605,0.18022043491212392,0.5421487603305785,0.0003512552633563842,0.08373985503773862,0.12712348614273916,0.8219504132231406,0.05467768595041322,0.38635783835885684,0.2900088376016699,0.321239567791563,1.0214876033057851,0.27768595041322314,0.32727272727272727
allocation_regime,RISK_OFF,296,0.08817396484956806,0.5574324324324325,0.00028288698627226507,0.0658769412513136,0.12242912739487317,0.4463513513513513,0.10729729729729731,0.8117959338382961,0.41440006355103015,0.36098053482056197,0.17567567567567569,0.0,0.0
allocation_regime,HIGH_VOL,73,0.021745606196008342,0.5753424657534246,0.00023837874333703662,0.055007791526098915,0.11463121844140146,0.52,0.0,0.7057134092089746,0.14949567714476059,0.5047857066970692,0.1095890410958904,0.0,0.0
custom_breakdown,custom_tier1_only,160,0.04766160262138815,0.6125,0.002075336668250512,0.6679446032472709,0.14811610309676687,0.8236249999999998,0.0,0.6240673489525868,0.5163797031557176,0.22802863954054425,1.1375,0.0,0.0
custom_breakdown,custom_short_mid_no_lite_boost_tier3_full,74,0.022043491212392016,0.5540540540540541,0.0009891885379778229,0.26320558495785296,0.1771979419666496,0.8878378378378379,0.0,0.5192824763232136,0.47382576177056424,0.2600811848130998,1.9054054054054055,0.0,0.0
custom_breakdown,custom_all,1479,0.44057193923145666,0.5760649087221096,0.000756483316874236,0.2007111849974601,0.12365696069181031,0.835023664638269,0.0,0.27697879335973863,0.1580604249467739,0.3253914753867489,0.23597025016903314,0.0,0.0
custom_breakdown,custom_tier2_only,12,0.0035746201966041107,0.6666666666666666,0.000685849086242358,0.17730928485305997,0.14405099049247583,0.9033333333333337,0.0,0.4745901004580115,0.45967586585421866,0.257792590772764,2.1666666666666665,0.0,0.0
