from_regime,CUSTOM,HIGH_VOL,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9432624113475178,0.0,0.05555555555555555,0.0,0.001182033096926714
HIGH_VOL,0.0,0.8529411764705882,0.03529411764705882,0.041176470588235294,0.07058823529411765
NORMAL,0.049796747967479675,0.0,0.8800813008130082,0.0,0.0701219512195122
RISK_OFF,0.0,0.0038022813688212928,0.0038022813688212928,0.935361216730038,0.057034220532319393
WATCH,0.0,0.05308775731310943,0.06175514626218852,0.0032502708559046588,0.8819068255687974
