policy1_signal_regime,mid_trend_state,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
EXTREME_RISK,BEAR,95_100,133,2015-01-28,2022-06-16,0.48037593984962407,0.4753383458646617,0.4799999999999999,0.786789013109261,0.7494137648343081,0.9763626818587435,0.01815750626786894,-0.12842631979613772,0.017070861069264254,-0.28937803445667554,0.0010866451986046854
EXTREME_RISK,BULL,95_100,147,2015-01-02,2017-09-13,0.6344897959183672,0.6393197278911564,0.6,0.7291642251316789,0.6894685104765692,0.9778438878843928,0.15341560251053288,-0.08801889437785548,0.27505196433715806,-0.14208804056250246,-0.12163636182662518
EXTREME_RISK,NEUTRAL,95_100,15,2015-01-29,2017-03-27,0.7086666666666667,0.6106666666666668,0.4800000000000002,0.7477878509958586,0.7246133667026478,0.981159277504105,0.013597224067716684,-0.05542685546728765,0.02565624189911242,-0.06375377838572682,-0.012059017831395735
HIGH_VOL,BEAR,70_85,128,2015-05-27,2025-04-28,0.7373437499999999,0.7321875,0.6999999999999998,0.6876947110053153,0.6872169163761438,0.7864216583212139,0.03295394682481678,-0.22983616515684513,0.046527318160175524,-0.31508052834624034,-0.013573371335358742
HIGH_VOL,BULL,85_95,196,2015-01-09,2025-12-03,0.7635204081632652,0.8012244897959184,0.7199999999999999,0.6493401779394065,0.6376307252661264,0.9049489327246809,0.017263886256564387,-0.17461081440515258,0.022817339678065762,-0.2084735829147517,-0.005553453421501375
HIGH_VOL,NEUTRAL,70_85,32,2015-06-02,2024-09-30,0.84625,0.9306249999999999,0.7,0.6432649939553812,0.6409105148246198,0.7919491802506312,-0.020722055282300422,-0.22591069665027408,-0.031047909188568923,-0.28186022591317095,0.0103258539062685
NORMAL,BEAR,00_30,58,2018-04-09,2026-04-09,0.9417241379310345,0.9405172413793103,0.75,0.3219836932703339,0.36406967846497257,0.12000547345374932,0.023215128092607618,-0.19721454106304737,0.0267192657631925,-0.19721454106304737,-0.0035041376705848837
NORMAL,BEAR,30_50,53,2017-04-28,2025-05-09,0.9886792452830189,0.9962264150943396,0.75,0.5486475894192481,0.5519975038206464,0.40924178895877006,-0.004847123301557121,-0.24042178443630946,-0.006085251087200261,-0.24634927719678001,0.0012381277856431394
NORMAL,BEAR,raw_fallback,40,2013-01-02,2014-10-27,0.8949999999999999,0.8755,0.837,0.22915648235939443,0.2283651517598086,,0.08301154855813797,-0.075892261586607,0.09510927818698911,-0.08163552886641501,-0.01209772962885114
NORMAL,BULL,00_30,756,2015-01-22,2026-05-07,0.9527777777777777,0.9567460317460317,0.95,0.3454412275407877,0.3698979878065139,0.13407598402813983,0.08739152809545603,-0.3541410741173757,0.09369188211507273,-0.3590015361608926,-0.006300354019616705
NORMAL,BULL,30_50,382,2015-01-26,2026-03-10,0.9403926701570681,0.9544502617801047,0.95,0.4906689605953572,0.4905371538383763,0.39272210757283244,0.08985329489983895,-0.2721637424577771,0.09321728561233877,-0.2941259199237679,-0.0033639907124998203
NORMAL,BULL,raw_fallback,436,2013-01-04,2014-12-31,0.8502752293577981,0.8529816513761468,0.850183486238532,0.16548982264576564,0.16409662006118722,,0.13582303521349637,-0.08107413257780449,0.15051583344485264,-0.09539198166445828,-0.014692798231356274
NORMAL,NEUTRAL,00_30,52,2018-04-06,2026-03-13,0.9594230769230769,0.9373076923076925,0.8200000000000001,0.335380341198582,0.37103263788022944,0.11448158323158322,0.02134200788039986,-0.1301548511765619,0.021528173332043377,-0.13124731111652954,-0.00018616545164351628
NORMAL,NEUTRAL,30_50,24,2017-05-01,2026-03-09,0.9770833333333334,0.9583333333333334,0.82,0.5006397110099594,0.5022528341460272,0.41347001763668434,0.01716871530068098,-0.08228855453210893,0.01734112733603177,-0.08228855453210926,-0.00017241203535078853
NORMAL,NEUTRAL,raw_fallback,28,2013-01-03,2014-10-30,0.897142857142857,0.8878571428571428,0.852857142857143,0.16291665313765405,0.15633774770018,,0.01898906891976382,-0.032440496491786486,0.020504846171004232,-0.0385623852847371,-0.0015157772512404133
RISK_OFF,BEAR,85_95,139,2015-05-22,2025-05-07,0.5806474820143886,0.5599280575539569,0.6000000000000001,0.7264760922024148,0.7148597438928465,0.9122271445922948,0.06661182400911625,-0.11147660171929274,0.09708742168391593,-0.20835272458750131,-0.03047559767479968
RISK_OFF,NEUTRAL,85_95,33,2015-06-09,2024-08-29,0.7409090909090909,0.7878787878787877,0.6,0.7011078704035644,0.6843516523422337,0.8947684680286283,-0.009107413149464061,-0.14231669087477172,-0.014744735103957685,-0.16122582035188548,0.005637321954493624
WATCH,BEAR,50_70,58,2017-04-19,2025-05-08,0.9043103448275862,0.9793103448275862,0.75,0.5969701047601371,0.6054334468406284,0.6103128991060026,-0.004466910806766089,-0.18755872922202266,-0.004336808788599655,-0.1992016650977243,-0.00013010201816643363
WATCH,BULL,50_70,360,2015-01-21,2026-03-11,0.9018333333333336,0.9073333333333334,0.9000000000000001,0.5326829111431207,0.5195721607661571,0.5924759861160377,0.08098274603042421,-0.20827834815517776,0.08963617186199246,-0.22660521481389984,-0.008653425831568251
WATCH,NEUTRAL,50_70,31,2015-05-29,2025-02-20,0.9529032258064517,0.9561290322580646,0.7800000000000002,0.592315003780588,0.6100191006482049,0.6068358860742938,-0.016284856006584914,-0.18544251152069624,-0.015849815528967803,-0.18870244167364092,-0.0004350404776171102
WATCH_BULL_VOL,BULL,70_85,256,2015-01-16,2025-12-04,0.8318750000000001,0.8335156250000002,0.8200000000000002,0.5980519444448873,0.5867571552891504,0.7698501104125248,0.06684154510358598,-0.18862864976128668,0.08241497087445682,-0.20984678208932261,-0.015573425770870841
