prob_col,actual_col,positive_value,prob_bin,count,actual_rate,avg_prob,avg_strategy_return_net,ann_return_est,avg_stock_weight,avg_turnover
prob_high_vol,actual_risk,고변동,"(-0.001, 0.1]",76,0.06578947368421052,0.08639564659970927,0.0009787182379681876,0.271813943719005,0.8257894736842106,0.0
prob_high_vol,actual_risk,고변동,"(0.1, 0.2]",220,0.21818181818181817,0.14485635565704305,5.330272532099199e-05,0.003165885151003911,0.8276363636363636,0.0
prob_high_vol,actual_risk,고변동,"(0.2, 0.3]",471,0.3099787685774947,0.26027590865074723,0.0013004746637007814,0.36115235825102654,0.8359660297239915,0.0073885350318471325
prob_high_vol,actual_risk,고변동,"(0.3, 0.4]",682,0.3519061583577713,0.3463216592450246,0.0012217706910271438,0.33316225002795696,0.7930205278592376,0.017478005865102633
prob_high_vol,actual_risk,고변동,"(0.4, 0.5]",483,0.474120082815735,0.4498330425660151,6.631126056720739e-05,-0.005161498346199944,0.7798343685300207,0.023188405797101446
prob_high_vol,actual_risk,고변동,"(0.5, 0.6]",396,0.51010101010101,0.546366704184882,0.0012539171772355177,0.34505876076598807,0.7408080808080807,0.04222222222222223
prob_high_vol,actual_risk,고변동,"(0.6, 0.7]",301,0.5282392026578073,0.6522840622977452,0.0008240452919891635,0.1962097488861354,0.7328239202657806,0.03946843853820597
prob_high_vol,actual_risk,고변동,"(0.7, 0.8]",342,0.7222222222222222,0.7496719890703669,0.0013762187050735237,0.3524738477412044,0.6694736842105262,0.055555555555555566
prob_high_vol,actual_risk,고변동,"(0.8, 0.9]",382,0.887434554973822,0.8531005708106587,0.0001525571285888386,0.013160150371410273,0.39989528795811524,0.04052356020942408
prob_high_vol,actual_risk,고변동,"(0.9, 1.0]",4,1.0,0.9021233642043041,0.0009335117335680446,0.2600318067365137,0.3000000000000001,0.0
prob_overall_risk,actual_risk,고변동,"(-0.001, 0.1]",76,0.06578947368421052,0.08639564659970927,0.0009787182379681876,0.271813943719005,0.8257894736842106,0.0
prob_overall_risk,actual_risk,고변동,"(0.1, 0.2]",220,0.21818181818181817,0.14485635565704305,5.330272532099199e-05,0.003165885151003911,0.8276363636363636,0.0
prob_overall_risk,actual_risk,고변동,"(0.2, 0.3]",471,0.3099787685774947,0.26027590865074723,0.0013004746637007814,0.36115235825102654,0.8359660297239915,0.0073885350318471325
prob_overall_risk,actual_risk,고변동,"(0.3, 0.4]",682,0.3519061583577713,0.3463216592450246,0.0012217706910271438,0.33316225002795696,0.7930205278592376,0.017478005865102633
prob_overall_risk,actual_risk,고변동,"(0.4, 0.5]",483,0.474120082815735,0.4498330425660151,6.631126056720739e-05,-0.005161498346199944,0.7798343685300207,0.023188405797101446
prob_overall_risk,actual_risk,고변동,"(0.5, 0.6]",396,0.51010101010101,0.546366704184882,0.0012539171772355177,0.34505876076598807,0.7408080808080807,0.04222222222222223
prob_overall_risk,actual_risk,고변동,"(0.6, 0.7]",301,0.5282392026578073,0.6522840622977452,0.0008240452919891635,0.1962097488861354,0.7328239202657806,0.03946843853820597
prob_overall_risk,actual_risk,고변동,"(0.7, 0.8]",342,0.7222222222222222,0.7496719890703669,0.0013762187050735237,0.3524738477412044,0.6694736842105262,0.055555555555555566
prob_overall_risk,actual_risk,고변동,"(0.8, 0.9]",382,0.887434554973822,0.8531005708106587,0.0001525571285888386,0.013160150371410273,0.39989528795811524,0.04052356020942408
prob_overall_risk,actual_risk,고변동,"(0.9, 1.0]",4,1.0,0.9021233642043041,0.0009335117335680446,0.2600318067365137,0.3000000000000001,0.0
