start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-10-12,2023-12-12,-0.35056128576576895,495,202,0.7062903225806452,0.6015389567243291,0.5021525003896142,CUSTOM
2024-07-08,2025-04-04,2025-07-01,-0.279469726303763,246,187,0.7523076923076921,0.6411691438942573,0.4937407360711942,CUSTOM
2020-02-14,2020-03-16,2020-07-07,-0.2641789691654407,98,20,0.7315151515151512,0.669832631392883,0.4382247887478264,CUSTOM
2015-05-28,2016-01-13,2016-08-17,-0.18657866615889296,309,159,0.6506451612903226,0.5731225641323671,0.5331055881192509,WATCH
2018-01-19,2018-12-20,2019-04-04,-0.16087413527487449,303,232,0.6518421052631579,0.6154346182466605,0.4646559621829926,CUSTOM
2024-03-05,2024-04-17,2024-05-23,-0.13421907525818355,56,30,0.756842105263158,0.3834885378735627,0.4860959891515326,NORMAL
2019-04-22,2019-05-23,2019-07-22,-0.12996164386312192,63,23,0.7040625,0.616819396473251,0.48873432647883547,CUSTOM
2014-09-16,2014-10-09,2014-11-14,-0.12672030679102042,43,17,0.8513636363636364,0.46293426877027527,0.3711728441058471,NORMAL
2021-02-11,2021-05-10,2021-06-24,-0.10923954001175551,92,60,0.6180645161290323,0.637083572116022,0.3930165073694488,WATCH
2025-10-27,2025-11-18,2026-01-02,-0.09565368655016104,46,16,0.6497872340425535,0.5190910686019086,0.4794554095678775,WATCH
