from_regime,CUSTOM,EXTREME_RISK,HIGH_VOL,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9380264741275571,0.0,0.0,0.036101083032490974,0.010830324909747292,0.015042117930204572
EXTREME_RISK,0.0,0.933579335793358,0.0,0.0,0.06273062730627306,0.0036900369003690036
HIGH_VOL,0.0,0.0,0.859504132231405,0.024793388429752067,0.049586776859504134,0.06611570247933884
NORMAL,0.09847198641765705,0.0,0.0,0.833616298811545,0.0,0.06791171477079797
RISK_OFF,0.05537459283387622,0.05863192182410423,0.006514657980456026,0.0,0.8534201954397395,0.026058631921824105
WATCH,0.07142857142857142,0.0,0.03694581280788178,0.08374384236453201,0.009852216748768473,0.7980295566502463
