start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-10-12,2023-12-15,-0.1831151004267887,498,202,0.6546693386773547,0.5802035813792117,0.5054166929686266,EXTREME_RISK
2020-02-14,2020-03-19,2020-06-03,-0.13467845384354948,75,23,0.4260526315789474,0.8112954363650421,0.4545580232319913,EXTREME_RISK
2015-07-16,2015-08-21,2016-08-09,-0.10548003480762624,269,26,0.6691851851851852,0.5701524255840752,0.5129590319507424,NORMAL
2025-02-14,2025-04-04,2025-08-06,-0.10362559442882802,118,34,0.5803361344537812,0.6231291234086196,0.4795315895077967,EXTREME_RISK
2018-01-24,2018-12-20,2019-01-31,-0.09916527485397908,256,229,0.6656031128404669,0.607770551216705,0.4405609594474744,EXTREME_RISK
2026-02-23,2026-03-26,2026-04-20,-0.07151676283083142,39,23,0.7665,0.6580922731153379,0.5764023026762071,CUSTOM
2020-06-04,2020-06-09,2020-07-20,-0.06721273671323191,31,3,0.7268749999999999,0.7128164268149427,0.32146100004888334,CUSTOM
2024-07-12,2024-08-05,2024-10-09,-0.0660304560808308,62,16,0.8142857142857144,0.4000435907831808,0.4259295953952998,NORMAL
2014-09-16,2014-10-14,2014-10-29,-0.061224709562743285,31,20,0.83375,0.5246045528896058,0.3132828793455914,WATCH
2020-08-31,2020-10-28,2020-12-04,-0.05278858614603266,67,41,0.4388235294117648,0.7765511551735231,0.6975191111842846,RISK_OFF
