hold_reason,count,pct,ann_return_strat,ann_return_bh,bh_gap,win_rate,ann_vol,sharpe,avg_stock_weight
not_rebalance_day,2280,0.6791778373547811,0.22551132686064412,0.34975738024656766,-0.12424605338592354,0.5578947368421052,0.20072445625956817,1.123487048180231,0.7093070175438597
no_trade_band,463,0.13792076258564195,-0.08869652991771115,-0.18543733716729893,0.09674080724958778,0.5183585313174947,0.2474267862167561,-0.35847585976406504,0.689157667386609
strong_offensive_override,352,0.10485552576705391,0.4158359484826173,0.43948514493725277,-0.02364919645463548,0.5653409090909091,0.27110310828239276,1.5338663990877763,0.982159090909091
scheduled,176,0.052427762883526956,0.7093692611377997,1.200182899012014,-0.4908136378742143,0.5965909090909091,0.20025431978866504,3.542341867513372,0.7210227272727273
stale_offensive_decay,39,0.01161751563896336,0.19710970985838405,0.8306467137888722,-0.6335370039304882,0.5641025641025641,0.12862550914154156,1.5324309398183327,0.5538461538461541
no_trade_override_prob_high_vol_cross_0.70,30,0.008936550491510277,-0.21391750898649398,-0.22741428358732685,0.013496774600832873,0.4,0.28732255894940995,-0.7445204085912352,0.6726666666666666
emergency,16,0.004766160262138814,1.3813163442042957,2.3045971691302545,-0.9232808249259588,0.6875,0.248262634121125,5.5639317172892175,0.48500000000000004
initial,1,0.0002978850163836759,-0.10155961660039192,-0.1308134740057667,0.029253857405374784,0.0,,,0.86
