from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.8794642857142857,0.0,0.08705357142857142,0.008928571428571428,0.024553571428571428
EXTREME_RISK,0.0,0.9498207885304659,0.0,0.05017921146953405,0.0
NORMAL,0.015657620041753653,0.0,0.9723382045929019,0.0,0.012004175365344467
RISK_OFF,0.0,0.03189066059225513,0.0,0.9111617312072893,0.05694760820045558
WATCH,0.08823529411764706,0.0,0.051470588235294115,0.07720588235294118,0.7830882352941176
