start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-17,2022-12-23,2023-06-13,-0.25209700200712926,393,277,0.5726395939086294,0.6745389129302574,0.5289269942718855,RISK_OFF
2025-02-14,2025-04-04,2025-07-01,-0.1314001817563204,93,34,0.6191489361702129,0.6142736584831194,0.45818459546263096,RISK_OFF
2024-07-08,2024-09-04,2024-12-02,-0.11776301802805889,103,41,0.8267307692307693,0.43156404790843506,0.3864590716810602,WATCH
2025-10-27,2026-03-26,2026-04-15,-0.11641130025878521,116,103,0.8097435897435897,0.49238070792367244,0.5027523374485476,CUSTOM
2020-02-14,2020-03-16,2020-04-27,-0.108795841494701,49,20,0.5056,0.7843302234853479,0.5036839880608356,RISK_OFF
2023-07-17,2023-10-24,2023-11-10,-0.10567514404177958,83,70,0.8702380952380954,0.3813566039144887,0.44120188957641127,NORMAL
2018-08-27,2018-12-20,2019-03-11,-0.09790361261662661,133,80,0.5808955223880597,0.6655780758275239,0.42432082991905673,RISK_OFF
2015-07-16,2015-08-21,2015-10-21,-0.09456544128729338,68,26,0.7802898550724636,0.6191967799552502,0.38261055177901754,WATCH
2015-11-02,2016-02-05,2016-07-08,-0.08353888492057437,171,65,0.7082558139534884,0.6063699589514666,0.38366500895161393,CUSTOM
2018-01-24,2018-02-06,2018-05-30,-0.0734882123167,87,9,0.6306818181818182,0.6788707717801086,0.4440655278115798,WATCH
