from_regime,CUSTOM,EXTREME_RISK,HIGH_VOL,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9070480081716037,0.0,0.0,0.04800817160367722,0.013278855975485188,0.031664964249233915
EXTREME_RISK,0.0,0.9327485380116959,0.0,0.0,0.05847953216374269,0.008771929824561403
HIGH_VOL,0.0,0.0,0.7757009345794392,0.0,0.14018691588785046,0.08411214953271028
NORMAL,0.03726169844020797,0.0,0.0,0.9263431542461005,0.0,0.036395147313691506
RISK_OFF,0.06428571428571428,0.08214285714285714,0.007142857142857143,0.0,0.8107142857142857,0.03571428571428571
WATCH,0.06275303643724696,0.0,0.044534412955465584,0.07489878542510121,0.010121457489878543,0.8076923076923077
