allocation_regime,count,pct,ann_return_est,ann_vol_est,mean_daily_return,win_rate,avg_stock_weight,avg_bond_weight,avg_cash_weight,avg_turnover,annual_turnover_est,rebalance_ratio,emergency_rebalance_ratio,avg_prob_high_vol,avg_prob_down_risk,actual_high_vol_rate,actual_down_high_vol_rate
NORMAL,1419,0.4226988382484361,0.4431551300150447,0.20369982992192362,0.0015386824689128476,0.5440451021846371,0.8758421423537702,0.08070260747004934,0.043455250176180404,0.026412966878083154,6.6560676532769545,0.6596194503171248,0.0,0.4032526549737381,0.4533391488035596,0.3276955602536998,0.10711768851303735
CUSTOM,990,0.2949061662198391,0.007240608239241553,0.21155985320234985,0.00011775055709321955,0.503030303030303,0.822828282828283,0.11516161616161616,0.062010101010101015,0.0,0.0,0.17575757575757575,0.021212121212121213,0.4529778316519516,0.4723302370012646,0.4080808080808081,0.23333333333333334
WATCH,600,0.17873100983020554,-0.13998695855727017,0.22575094928389708,-0.0004965564594980333,0.515,0.7338666666666666,0.1729866666666667,0.09314666666666667,0.05046666666666666,12.717599999999997,0.49166666666666664,0.0,0.5917762521969041,0.4813745265373412,0.525,0.3333333333333333
RISK_OFF,198,0.058981233243967826,0.26271306001663786,0.21295368814582108,0.0010155005575898423,0.5353535353535354,0.4354545454545454,0.3669545454545456,0.19759090909090907,0.06000000000000002,15.120000000000005,0.32323232323232326,0.13636363636363635,0.7892981433994565,0.4717548744725196,0.8080808080808081,0.41919191919191917
HIGH_VOL,94,0.028001191540065536,1.3022579794294171,0.19731258447410094,0.0033892607041519345,0.574468085106383,0.5200000000000001,0.31200000000000006,0.1679999999999999,0.0,0.0,0.09574468085106383,0.0,0.7029702385087822,0.4807838855233494,0.6170212765957447,0.22340425531914893
EXTREME_RISK,56,0.01668156091748585,0.09911889708807231,0.11472134671233171,0.00040074947908915436,0.5714285714285714,0.3000000000000001,0.455,0.24500000000000005,0.0042857142857142825,1.0799999999999992,0.4107142857142857,0.21428571428571427,0.9144375541117782,0.5703417696396496,0.75,0.3392857142857143
