from_regime,CUSTOM,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9946808510638298,0.0,0.004137115839243499,0.001182033096926714
NORMAL,0.037037037037037035,0.9555555555555556,0.007407407407407408,0.0
RISK_OFF,0.0,0.00436046511627907,0.9723837209302325,0.023255813953488372
WATCH,0.0059594755661501785,0.0023837902264600714,0.013110846245530394,0.9785458879618594
