period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum,max_drawdown_inside_period
2013-01-31,-0.005426685385073071,-0.005426685385073071,-0.005534798626556814,-0.0009365576986475332,-0.0002181648993865304,0.9800000000000001,0.0,-0.017004804853614552
2013-02-28,0.017841121935632254,0.017841121935632254,0.018050618568773213,0.00910513101127175,-9.992007221626409e-16,0.9800000000000001,0.0,-0.027525954083444604
2013-03-31,0.022065103939247876,0.022065103939247876,0.022455591884598114,0.003410440758867539,0.0002182125056939821,0.9800000000000001,0.0,-0.012382797687320202
2013-04-30,0.032091364626540386,0.032091364626540386,0.032445164933611714,0.017855990176229186,-4.440892098500626e-16,0.9800000000000001,0.0,-0.03977138667125468
2013-05-31,0.023102446350888206,0.023102446350888206,0.024129669996338032,-0.035287311760046736,-6.661338147750939e-16,0.9800000000000001,0.0,-0.017384497810319588
2013-06-30,-0.01420572863127545,-0.01420572863127545,-0.01415107250288905,-0.023614242635545568,-0.00021816489938686345,0.9800000000000001,0.0,-0.04880556647509526
2013-07-31,0.07133432496048209,0.07133432496048209,0.07290221389658647,-0.004676971905990146,0.0,0.9800000000000001,0.0,-0.016867319291288152
2013-08-31,-0.0036376675331997177,-0.0036376675331997177,-0.003378215438067156,-0.02269067911681999,0.0,0.9800000000000001,0.0,-0.024924051428945937
2013-09-30,0.041023838329446116,0.041023838329446116,0.041444221761683275,0.027103165410157226,0.0,0.9800000000000001,0.0,-0.00851503474682036
2013-10-31,0.04043098588228089,0.04043098588228089,0.04118039721429656,0.004714172216827128,-0.00043632164213180946,0.9800000000000001,0.0,-0.02989441826219974
2013-11-30,0.02919454439569824,0.02919454439569824,0.029904410065452858,-0.007693211337980621,0.00021810092933360892,0.9800000000000001,0.0,-0.0185661734299315
2013-12-31,0.01704371923325332,0.01704371923325332,0.017623274472010175,-0.015167256403359475,-0.00021805337169022998,0.9800000000000001,0.0,-0.017041533686443677
2014-01-31,-0.0191097945840093,-0.0191097945840093,-0.019967307733627093,0.029682070741401834,1.1102230246251565e-15,0.9800000000000001,0.0,-0.04925268619594103
2014-02-28,0.07238167504840831,0.07238167504840831,0.07392494839159025,-0.0016073448149649394,-0.0002195487306648758,0.9800000000000001,0.0,-0.008283199525824125
2014-03-31,-0.012699400662238292,-0.012699400662238292,-0.012834423576068787,-0.009225645818770722,6.661338147750939e-16,0.9800000000000001,0.0,-0.042862229635621696
2014-04-30,-0.02106372043942617,-0.02106372043942617,-0.021802408276626162,0.018484470971362965,4.440892098500626e-16,0.9800000000000001,0.0,-0.05080288960828483
2014-05-31,0.04139354630922454,0.04139354630922454,0.04217654029195472,0.004127129080123915,-0.0002180453865402443,0.9800000000000001,0.0,-0.01633686734895201
2014-06-30,0.04486713391925945,0.04486713391925945,0.04579434113787606,0.00010328948923854497,0.0002180929406998544,0.9800000000000001,0.0,-0.008992790392178818
2014-07-31,0.002458740147674332,0.002458740147674332,0.0023132052730725494,0.011665856389732943,-0.0002180453865402443,0.9800000000000001,0.0,-0.02582496019088054
2014-08-31,0.042870476466154495,0.042870476466154495,0.043642718240518574,0.007238183854715086,-7.771561172376096e-16,0.9800000000000001,0.0,-0.005755002180668489
2014-09-30,-0.020070639488211195,-0.020070639488211195,-0.02049383870023358,-0.00019186950591687513,-4.440892098500626e-16,0.9800000000000001,0.0,-0.02750557497327133
2014-10-31,0.04201072262476546,0.04201072262476546,0.04269090332818659,0.009432890176801711,-0.00021850677929691198,0.9800000000000001,0.0,-0.06615523247502575
2014-11-30,0.03750562031014382,0.03750562031014382,0.03818096392096715,0.0063818808922200265,-0.00021845105268369913,0.9800000000000001,0.0,-0.011131414156287267
2014-12-31,-0.03156726795366649,-0.03156726795366649,-0.03252028209804547,0.01955734814786969,0.0,0.9800000000000001,0.0,-0.05033964552360082
2015-01-31,0.015145786124350025,0.015145786124350025,0.015084335520379577,0.021461424341880253,0.0,0.9800000000000001,0.0,-0.03430742293205302
2015-02-28,0.05583887397784704,0.05583887397784704,0.057400968933344565,-0.02462592179680867,-0.00021901630833176533,0.9800000000000001,0.0,-0.009242668140570509
2015-03-31,-0.03128366655567849,-0.03128366655567849,-0.032223821992920065,0.020249042039667042,-0.00021854664925335943,0.9800000000000001,0.0,-0.031842409503605285
2015-04-30,0.03807293358559405,0.03807293358559405,0.03909794210167794,-0.015663578030560843,0.0,0.9800000000000001,0.0,-0.025950837570427376
