prob_col,actual_col,positive_value,prob_bin,count,actual_rate,avg_prob,avg_strategy_return_net,ann_return_est,avg_stock_weight,avg_turnover
prob_high_vol,actual_risk,고변동,"(-0.001, 0.1]",73,0.2465753424657534,0.0879241958893944,-0.0004695949097582832,-0.11704515192452614,0.835890410958904,0.0038356164383561648
prob_high_vol,actual_risk,고변동,"(0.1, 0.2]",532,0.17293233082706766,0.15110182666312388,0.0006432201878958079,0.16881580292031373,0.8519172932330826,0.0034586466165413537
prob_high_vol,actual_risk,고변동,"(0.2, 0.3]",593,0.2327150084317032,0.24681503319671888,0.0006655097562699808,0.1746887621695219,0.8506576728499158,0.008431703204047217
prob_high_vol,actual_risk,고변동,"(0.3, 0.4]",394,0.2563451776649746,0.34751668975723476,0.0001839926464281307,0.040151665373138634,0.8104568527918783,0.01979695431472081
prob_high_vol,actual_risk,고변동,"(0.4, 0.5]",304,0.39144736842105265,0.4490530141203228,0.0007464982077864912,0.1974717592096018,0.7769078947368422,0.028684210526315784
prob_high_vol,actual_risk,고변동,"(0.5, 0.6]",313,0.48242811501597443,0.5528622992498355,0.0006716602249898225,0.17213774662433545,0.7151437699680511,0.04421725239616615
prob_high_vol,actual_risk,고변동,"(0.6, 0.7]",299,0.5585284280936454,0.6458754257205571,0.0010544574946644957,0.28925715007346864,0.7505685618729095,0.059130434782608696
prob_high_vol,actual_risk,고변동,"(0.7, 0.8]",266,0.7142857142857143,0.7532909983108901,0.0013934971787109727,0.40444277094498693,0.6137593984962406,0.08601503759398497
prob_high_vol,actual_risk,고변동,"(0.8, 0.9]",354,0.8107344632768362,0.8541969615863882,-5.9598861031863634e-05,-0.02038539759611946,0.39598870056497176,0.05378531073446328
prob_high_vol,actual_risk,고변동,"(0.9, 1.0]",229,0.925764192139738,0.923639928568369,0.0005726525296890472,0.14496341870313612,0.3000000000000001,0.0052401746724890785
prob_overall_risk,actual_risk,고변동,"(-0.001, 0.1]",73,0.2465753424657534,0.0879241958893944,-0.0004695949097582832,-0.11704515192452614,0.835890410958904,0.0038356164383561648
prob_overall_risk,actual_risk,고변동,"(0.1, 0.2]",532,0.17293233082706766,0.15110182666312388,0.0006432201878958079,0.16881580292031373,0.8519172932330826,0.0034586466165413537
prob_overall_risk,actual_risk,고변동,"(0.2, 0.3]",593,0.2327150084317032,0.24681503319671888,0.0006655097562699808,0.1746887621695219,0.8506576728499158,0.008431703204047217
prob_overall_risk,actual_risk,고변동,"(0.3, 0.4]",394,0.2563451776649746,0.34751668975723476,0.0001839926464281307,0.040151665373138634,0.8104568527918783,0.01979695431472081
prob_overall_risk,actual_risk,고변동,"(0.4, 0.5]",304,0.39144736842105265,0.4490530141203228,0.0007464982077864912,0.1974717592096018,0.7769078947368422,0.028684210526315784
prob_overall_risk,actual_risk,고변동,"(0.5, 0.6]",313,0.48242811501597443,0.5528622992498355,0.0006716602249898225,0.17213774662433545,0.7151437699680511,0.04421725239616615
prob_overall_risk,actual_risk,고변동,"(0.6, 0.7]",299,0.5585284280936454,0.6458754257205571,0.0010544574946644957,0.28925715007346864,0.7505685618729095,0.059130434782608696
prob_overall_risk,actual_risk,고변동,"(0.7, 0.8]",266,0.7142857142857143,0.7532909983108901,0.0013934971787109727,0.40444277094498693,0.6137593984962406,0.08601503759398497
prob_overall_risk,actual_risk,고변동,"(0.8, 0.9]",354,0.8107344632768362,0.8541969615863882,-5.9598861031863634e-05,-0.02038539759611946,0.39598870056497176,0.05378531073446328
prob_overall_risk,actual_risk,고변동,"(0.9, 1.0]",229,0.925764192139738,0.923639928568369,0.0005726525296890472,0.14496341870313612,0.3000000000000001,0.0052401746724890785
prob_down,actual_direction,하락,"(0.1, 0.2]",8,0.0,0.18947368314896956,0.0006131285077769495,0.16236638878079623,0.31500000000000006,0.029999999999999975
prob_down,actual_direction,하락,"(0.2, 0.3]",85,0.3764705882352941,0.2704928101301946,0.0006252153578141113,0.16148235267341682,0.5616470588235294,0.031999999999999994
prob_down,actual_direction,하락,"(0.3, 0.4]",831,0.3249097472924188,0.35865536117289937,0.0006230794339007525,0.16026526480242764,0.7289771359807461,0.03908543922984357
prob_down,actual_direction,하락,"(0.4, 0.5]",1437,0.3221990257480863,0.44683749049171645,0.00033902860350411767,0.08038771197831052,0.7454697286012526,0.024217118997912315
prob_down,actual_direction,하락,"(0.5, 0.6]",720,0.20555555555555555,0.539690857328146,0.0012350103672199464,0.3555497222702102,0.707,0.026055555555555554
prob_down,actual_direction,하락,"(0.6, 0.7]",193,0.37305699481865284,0.6322686845644887,3.761012271794917e-05,0.00043969562191881195,0.6505699481865285,0.02113989637305699
prob_down,actual_direction,하락,"(0.7, 0.8]",72,0.3333333333333333,0.7567154510117674,0.0004492435791320969,0.11160706888987626,0.405,0.0688888888888889
prob_down,actual_direction,하락,"(0.8, 0.9]",11,0.0,0.8179030217964812,0.001489770560856892,0.45266255891656404,0.3218181818181819,0.0218181818181818
prob_up,actual_direction,상승,"(0.1, 0.2]",9,0.3333333333333333,0.18064280607370276,-0.0025185583190914206,-0.4728483660334194,0.3533333333333334,0.026666666666666644
prob_up,actual_direction,상승,"(0.2, 0.3]",106,0.5849056603773585,0.25986362617751935,0.0006637167155647776,0.17688026587155137,0.519811320754717,0.05509433962264153
prob_up,actual_direction,상승,"(0.3, 0.4]",368,0.6630434782608695,0.36305466978402,0.0006746775533569879,0.17687011561400956,0.7414673913043479,0.010869565217391302
prob_up,actual_direction,상승,"(0.4, 0.5]",891,0.6161616161616161,0.45532191797614097,0.0009036672634245761,0.2470930069481707,0.724040404040404,0.01939393939393939
prob_up,actual_direction,상승,"(0.5, 0.6]",1248,0.5705128205128205,0.5496493951710902,0.000366130762437335,0.08712655679465642,0.7336538461538462,0.031089743589743587
prob_up,actual_direction,상승,"(0.6, 0.7]",637,0.5368916797488226,0.6417918356370047,0.0006134601483887376,0.15699204974595338,0.6872841444270015,0.04156985871271585
prob_up,actual_direction,상승,"(0.7, 0.8]",97,0.5463917525773195,0.7305176428811746,0.0007178189669283037,0.18759023927674856,0.6649484536082474,0.05608247422680412
prob_up,actual_direction,상승,"(0.8, 0.9]",1,0.0,0.8033876880072113,-0.010258885928958053,-0.9256217329435844,0.42,0.20000000000000012
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(-0.001, 0.1]",1302,0.027649769585253458,0.05900650101245124,0.00044755449167978686,0.11319995207554401,0.7682795698924731,0.012811059907834101
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(0.1, 0.2]",648,0.0941358024691358,0.14298796954196247,0.00044830465597884645,0.11118077164191287,0.6811728395061729,0.021790123456790125
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(0.2, 0.3]",328,0.12804878048780488,0.24880046242783904,0.00010921460077761208,0.019228717888559288,0.6578048780487804,0.03804878048780488
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(0.3, 0.4]",161,0.2919254658385093,0.3479680573971118,0.00017239313968488794,0.03389571999177465,0.6780124223602484,0.05490683229813664
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(0.4, 0.5]",162,0.3888888888888889,0.4531662882182485,0.0011847161606342118,0.330427240048464,0.7706172839506172,0.0725925925925926
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(0.5, 0.6]",211,0.6113744075829384,0.5520412823361444,0.0018462045140728866,0.5725935137417901,0.7350710900473933,0.041327014218009474
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(0.6, 0.7]",242,0.5991735537190083,0.6443910542209454,0.0015745957251535182,0.46996061266515876,0.6148760330578513,0.04
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(0.7, 0.8]",222,0.46396396396396394,0.7459958124275347,-0.00037256094718212643,-0.09798233135498757,0.6766666666666667,0.04468468468468468
prob_up_strengthening_score,actual_direction_strength_20d,UP_STRENGTHENING,"(0.8, 0.9]",81,0.9382716049382716,0.834006860851449,0.002365417564724453,0.802871619283603,0.6049382716049383,0.07506172839506171
