section,segment,count,pct,win_rate,mean_daily_return,ann_return_est,ann_vol_est,avg_stock_weight,avg_turnover,avg_prob_high_vol,avg_up_strength_score,avg_down_strength_score,avg_offensive_tier,avg_full_stock_rate,avg_tier3_rate
allocation_regime,CUSTOM,1456,0.43372058385463214,0.5748626373626373,0.0007523351152951494,0.20004807630607835,0.11962332001692096,0.8367032967032969,0.0,0.27074143184438637,0.1482585688285275,0.3286505783269295,0.19505494505494506,0.0,0.0
allocation_regime,WATCH,540,0.16085790884718498,0.5537037037037037,0.0006970844704671635,0.1792627500804298,0.14652385643587623,0.7157777777777777,0.05192592592592592,0.5929315119795278,0.2954178297707773,0.3838446699067317,0.9666666666666667,0.07037037037037037,0.3037037037037037
allocation_regime,HIGH_VOL,77,0.022937146261543043,0.5974025974025974,0.0005224279634739638,0.1333422639303261,0.11400376981649119,0.5200000000000001,0.0,0.7042395063239005,0.14591389452042064,0.5094070049712165,0.1038961038961039,0.0,0.0
allocation_regime,EXTREME_RISK,381,0.11349419124218052,0.5590551181102362,0.000466162180971499,0.11728349885718647,0.11464881324312272,0.30000000000000016,0.013228346456692902,0.90431101258441,0.5166941953264779,0.25745427726689346,0.007874015748031496,0.0,0.0
allocation_regime,NORMAL,608,0.18111408996127495,0.5476973684210527,0.00036264801865060697,0.08664027323875412,0.12865136008120037,0.8273355263157895,0.05480263157894737,0.3858151086828284,0.29661019108872394,0.31882938278561973,1.074013157894737,0.3026315789473684,0.3470394736842105
allocation_regime,RISK_OFF,295,0.08787607983318439,0.5559322033898305,0.0003324081248610471,0.07901394630849201,0.12429303469727415,0.4490169491525423,0.1080677966101695,0.8112200179058938,0.4145390820418325,0.3613112308272983,0.18305084745762712,0.0,0.0
custom_breakdown,custom_tier1_only,157,0.046767947572237116,0.6050955414012739,0.0019785206095056865,0.6281712322203445,0.146635104115389,0.8278980891719743,0.0,0.6241679863954956,0.5166954885980326,0.22770813891054087,1.1401273885350318,0.0,0.0
custom_breakdown,custom_short_mid_no_lite_boost_tier3_full,50,0.014894250819183795,0.52,0.0013781876491223927,0.4018710506076604,0.13760748509324217,0.8979999999999998,0.0,0.49212298569034696,0.430533730635233,0.2777828193757714,1.86,0.0,0.0
custom_breakdown,custom_all,1456,0.43372058385463214,0.5748626373626373,0.0007523351152951494,0.20004807630607835,0.11962332001692096,0.8367032967032969,0.0,0.27074143184438637,0.1482585688285275,0.3286505783269295,0.19505494505494506,0.0,0.0
custom_breakdown,custom_no_strength_signal,1244,0.37056896038129283,0.572347266881029,0.0005756510666485818,0.14849412604154333,0.1145709840066395,0.83491961414791,0.0,0.21660045375683015,0.08928285220861082,0.34363356446244875,0.0,0.0,0.0
custom_breakdown,custom_full_stock,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
custom_breakdown,custom_tier3_no_full,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
custom_breakdown,custom_tier1_boost_no_t3_full,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
custom_breakdown,custom_lite_no_boost_tier3_full,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
custom_breakdown,custom_tier2_only,5,0.0014894250819183796,0.8,-4.9423437922146636e-05,-0.026933980289459147,0.19186964634252252,0.944,0.0,0.42960742866393054,0.4297459650342786,0.27915381499592157,2.4,0.0,0.0
executed_regime,CUSTOM,1456,0.43372058385463214,0.5748626373626373,0.0007523351152951494,0.20004807630607835,0.11962332001692096,0.8367032967032969,0.0,0.27074143184438637,0.1482585688285275,0.3286505783269295,0.19505494505494506,0.0,0.0
executed_regime,WATCH,540,0.16085790884718498,0.5537037037037037,0.0006970844704671635,0.1792627500804298,0.14652385643587623,0.7157777777777777,0.05192592592592592,0.5929315119795278,0.2954178297707773,0.3838446699067317,0.9666666666666667,0.07037037037037037,0.3037037037037037
executed_regime,HIGH_VOL,77,0.022937146261543043,0.5974025974025974,0.0005224279634739638,0.1333422639303261,0.11400376981649119,0.5200000000000001,0.0,0.7042395063239005,0.14591389452042064,0.5094070049712165,0.1038961038961039,0.0,0.0
executed_regime,EXTREME_RISK,381,0.11349419124218052,0.5590551181102362,0.000466162180971499,0.11728349885718647,0.11464881324312272,0.30000000000000016,0.013228346456692902,0.90431101258441,0.5166941953264779,0.25745427726689346,0.007874015748031496,0.0,0.0
executed_regime,NORMAL,608,0.18111408996127495,0.5476973684210527,0.00036264801865060697,0.08664027323875412,0.12865136008120037,0.8273355263157895,0.05480263157894737,0.3858151086828284,0.29661019108872394,0.31882938278561973,1.074013157894737,0.3026315789473684,0.3470394736842105
executed_regime,RISK_OFF,295,0.08787607983318439,0.5559322033898305,0.0003324081248610471,0.07901394630849201,0.12429303469727415,0.4490169491525423,0.1080677966101695,0.8112200179058938,0.4145390820418325,0.3613112308272983,0.18305084745762712,0.0,0.0
normal_breakdown,normal_full_stock,184,0.054810843014596364,0.5978260869565217,0.0011126714292714179,0.3084771358326521,0.15113337530048737,1.0,0.0034782608695652206,0.34954045631831815,0.6445185167042833,0.16453353005038462,3.0,1.0,1.0
normal_breakdown,normal_other_offensive,220,0.0655347036044087,0.5909090909090909,0.0008135626559572535,0.21378532430940522,0.14978597796908438,0.9870000000000001,0.018000000000000002,0.3542735540094451,0.6089539352708655,0.18196670703122395,2.9272727272727272,0.8363636363636363,0.9590909090909091
normal_breakdown,normal_all,608,0.18111408996127495,0.5476973684210527,0.00036264801865060697,0.08664027323875412,0.12865136008120037,0.8273355263157895,0.05480263157894737,0.3858151086828284,0.29661019108872394,0.31882938278561973,1.074013157894737,0.3026315789473684,0.3470394736842105
normal_breakdown,normal_no_offensive,388,0.11557938635686625,0.5231958762886598,0.00010697477069323,0.020557552732230366,0.11497049514530888,0.7368041237113402,0.0756701030927835,0.4036994953533036,0.11950806809884981,0.39643193089378226,0.023195876288659795,0.0,0.0
normal_breakdown,normal_tier1_boost,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_breakdown,normal_custom_lite,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_breakdown,normal_tier3_no_full,27,0.00804289544235925,0.5925925925925926,-0.00011841969441225713,-0.036733462550436524,0.12529257288224988,0.9674074074074075,0.056296296296296316,0.33439418144055466,0.45632733702959316,0.2544290695899496,3.0,0.0,1.0
offensive_tier,tier_2,39,0.01161751563896336,0.5384615384615384,0.0016196231016923708,0.47892261569414885,0.18465192170726438,0.837948717948718,0.09128205128205127,0.5943749702281124,0.5279816099802657,0.2333860391467801,2.0,0.0,0.0
offensive_tier,tier_1,252,0.07506702412868632,0.5714285714285714,0.0013233924968390398,0.37888844793907017,0.15532408156814625,0.7521428571428571,0.08126984126984128,0.6703339437656175,0.5062187865346345,0.252517273784686,1.0,0.0,0.0
offensive_tier,tier_3,398,0.118558236520703,0.5804020100502513,0.001294393608915814,0.36647703170900714,0.1659722127111353,0.9828140703517588,0.041909547738693466,0.4538999906488217,0.6044047583722167,0.1923818608598192,3.0,0.5577889447236181,0.9422110552763819
offensive_tier,tier_0,2668,0.7947572237116473,0.56071964017991,0.00041093771053796316,0.101907467177621,0.11387802099118899,0.667616191904048,0.02157421289355322,0.4551274349442682,0.18643271257278876,0.36515609876317506,0.0,0.0,0.0
priority_signal,priority_short_mid_no_lite_boost_t3_full,71,0.02114983616324099,0.5633802816901409,0.0021550755905524227,0.702224439418923,0.14696233112105714,0.8453521126760564,0.06309859154929578,0.5195478270100305,0.42539360128383913,0.29028402913008977,1.7464788732394365,0.0,0.0
priority_signal,priority_full_stock,222,0.06613047363717604,0.6036036036036037,0.0015548003327076549,0.4611165860730366,0.1572189076249993,1.0,0.01045045045045046,0.3885083036729995,0.6442526616161803,0.16972647889234102,3.0,1.0,1.0
priority_signal,priority_tier1_only,235,0.07000297885016384,0.5659574468085107,0.0012672758411704926,0.35954738779938156,0.1553549134803577,0.7547234042553193,0.08051063829787235,0.6624423784510988,0.5234497878379695,0.23450535913852547,1.0936170212765957,0.0,0.0
