start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-24,2022-10-12,2023-05-25,-0.5823404351393409,376,221,0.7099734748010609,0.608949282026959,0.5408259851866105,HIGH_VOL
2018-09-27,2018-12-20,2020-05-18,-0.5339004722870284,411,58,0.733009708737864,0.5544519552064471,0.5311675615117295,CUSTOM
2025-01-02,2025-04-02,2025-06-23,-0.33882786807872245,116,61,0.8988034188034185,0.5615237923420413,0.472926956974705,CUSTOM
2021-02-11,2021-03-04,2021-04-09,-0.23347274126337525,39,14,0.954,0.5171550078235697,0.49102416894448897,WATCH
2015-12-02,2016-02-04,2016-03-16,-0.20244060744575398,71,43,0.6927777777777778,0.6333016102218427,0.3792586935608323,CUSTOM
2024-08-15,2024-09-04,2024-10-04,-0.18312304111863553,35,13,0.8511111111111113,0.734136471348332,0.48908307879523044,CUSTOM
2024-06-14,2024-08-05,2024-08-15,-0.17384173715063933,42,34,0.6511627906976745,0.5702034135967496,0.45912217775603487,HIGH_VOL
2015-03-18,2015-07-23,2015-08-06,-0.17071643190515384,98,88,0.9135353535353535,0.42313786576451684,0.43417444762348684,NORMAL
2025-10-27,2026-03-26,2026-04-15,-0.17048289195073796,116,103,0.8870085470085471,0.3090267904290287,0.5290775019168433,NORMAL
2023-08-29,2023-10-24,2023-11-08,-0.16257370862519904,50,39,0.8552941176470588,0.43809612233776574,0.5134992727240901,NORMAL
