,importance
atr_pct_20,0.03961151584648871
semi_vol_20,0.032662371578529324
atr_pct_14,0.030240502509903826
keltner_width_20,0.026397800121014284
drawdown_120,0.02472359263346233
atr_pct_10,0.021758652670484033
atr_rank_252,0.02125236503539666
drawdown_60,0.020381169290524827
yang_zhang_vol_20,0.020183890360226903
downside_vol_20,0.018208359962926128
garman_klass_vol_20,0.01757464420509746
price_ma_200_gap,0.016538055368217765
down_volume_ratio_20,0.016037902619115942
parkinson_vol_20,0.015607080560469527
price_ma_120_gap,0.015323808272359967
atr_pct_60,0.01473162570728741
ma_gap_50_200,0.014594323669342206
close_to_60d_high,0.014544117764202499
price_ma_60_gap,0.014521792099768636
return_120d,0.01441840647390881
ma200_slope_60,0.014123539459736397
ma_gap_60_120,0.014044708096965527
semi_vol_10,0.013991043419515509
rogers_satchell_vol_20,0.013594555761503417
ulcer_index_20,0.013573038663404683
price_position_60,0.013309133843225908
atr_pct_5,0.013180352708548611
return_60d,0.012992281914020645
realized_vol_20,0.012886429938098734
ewma_vol_60,0.012765139341874081
drawdown_20,0.012443810966336363
trend_slope_60,0.01220238541411221
down_volume_ratio_10,0.012168814329521006
downside_vol_10,0.012142204107231153
atr_ratio_20_60,0.011903166973795686
ulcer_index_60,0.011854335635328584
parkinson_vol_60,0.011847484180699601
ulcer_rank_252,0.01183578353863725
downside_vol_60,0.01169317865920704
ma_gap_20_60,0.011428505059498887
yang_zhang_vol_60,0.011200692513190757
ewma_vol_20,0.011189668747632938
large_down_day_ratio_20,0.01060272833470547
atr_ratio_14_60,0.01051407414239033
price_ma_20_gap,0.010384719127152551
trend_slope_20,0.01036694352975275
bb_width_rank_252,0.01036365436072903
high_volume_down_ratio_20,0.0103280227272441
return_20d,0.010217058067076049
positive_return_ratio_60,0.010168869413735678
bb_width_20,0.010149836581741322
vol_of_vol_20,0.010117317014004267
price_position_20,0.01002149805300712
realized_vol_60,0.009897960132721415
ma_gap_5_20,0.009737997751948396
realized_vol_10,0.009488374155389176
close_to_20d_high,0.009475864473181049
trend_slope_10,0.009299336372581792
drawdown_10,0.009219601840475171
large_up_day_ratio_20,0.008592106032809833
return_10d,0.008513473352736799
realized_vol_ratio_10_20,0.008299486046679603
price_position_10_minus_20,0.00784322249397981
price_position_10,0.007800947406069879
trend_consistency_60,0.007520628299509611
positive_return_ratio_20,0.007306335203374767
trend_slope_5,0.006786850600685775
high_volume_down_ratio_10,0.006652800724349084
drawdown_5,0.006483056175489938
return_5d,0.0064534783342380594
return_5d_minus_20d,0.0063419243438652805
return_10d_minus_20d,0.006280270325658327
positive_return_ratio_10,0.006192385560256847
price_position_5_minus_20,0.005911233601795724
close_to_10d_high,0.005679848947819564
true_range_pct,0.0054268623784468764
large_up_day_ratio_10,0.005191162256648697
large_down_day_ratio_10,0.005143920784518294
volume_shock_rank_252,0.004481358142410976
volume_ratio_20,0.003726161814754613
volume_zscore_20,0.0033733791082023157
trend_consistency_20,0.003327592671306024
bearish_ma_stack,0.0006354259941930188
