segment_start,segment_end,rows,segment_return,avg_turnover,param_up_trigger,param_strong_up_trigger,param_max_up_bonus,param_full_stock_up_trigger,param_full_stock_high_vol_max,param_no_trade_band
2014-04-03 00:00:00,2014-04-09 00:00:00,5,-0.02233818847578828,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-04-10 00:00:00,2014-04-16 00:00:00,5,0.023974559559059472,0.030257493341814358,0.55,0.75,0.06,0.85,0.15,0.12
2014-04-17 00:00:00,2014-04-24 00:00:00,5,-0.00032400912864305464,0.024219994809599577,0.55,0.75,0.06,0.85,0.15,0.12
2014-04-25 00:00:00,2014-05-01 00:00:00,5,0.007770072451868337,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-05-02 00:00:00,2014-05-08 00:00:00,5,0.006257264738295465,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-05-09 00:00:00,2014-05-15 00:00:00,5,-0.0040082362535315275,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-05-16 00:00:00,2014-05-22 00:00:00,5,0.012963681764262436,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-05-23 00:00:00,2014-05-30 00:00:00,5,0.005241172637174829,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-06-02 00:00:00,2014-06-06 00:00:00,5,0.012272253123778887,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-06-09 00:00:00,2014-06-13 00:00:00,5,-0.003483580769490069,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-06-16 00:00:00,2014-06-20 00:00:00,5,0.003825529792298221,0.024184626193464665,0.55,0.75,0.06,0.85,0.15,0.12
2014-06-23 00:00:00,2014-06-27 00:00:00,5,0.011127975501384002,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-06-30 00:00:00,2014-07-07 00:00:00,5,0.0004758316095461179,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-07-08 00:00:00,2014-07-14 00:00:00,5,0.0040495777664200094,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-07-15 00:00:00,2014-07-21 00:00:00,5,0.0034452644178804004,0.0,0.55,0.75,0.06,0.85,0.15,0.12
2014-07-22 00:00:00,2014-07-28 00:00:00,5,-0.00807093946879156,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-07-29 00:00:00,2014-08-04 00:00:00,5,-0.022722217489819507,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-08-05 00:00:00,2014-08-11 00:00:00,5,0.012526055799766844,0.03288885398593448,0.55,0.75,0.06,0.85,0.15,0.16
2014-08-12 00:00:00,2014-08-18 00:00:00,5,0.017512118788662434,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-08-19 00:00:00,2014-08-25 00:00:00,5,0.006206684277032304,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-08-26 00:00:00,2014-09-02 00:00:00,5,-0.000888008110672911,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-09-03 00:00:00,2014-09-09 00:00:00,5,-0.0003140772133926051,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-09-10 00:00:00,2014-09-16 00:00:00,5,0.005858080546057964,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-09-17 00:00:00,2014-09-23 00:00:00,5,-0.018048487324214824,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-09-24 00:00:00,2014-09-30 00:00:00,5,-0.007828402418258329,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-10-01 00:00:00,2014-10-07 00:00:00,5,-0.006148832280371108,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-10-08 00:00:00,2014-10-14 00:00:00,5,-0.02695060972974328,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-10-15 00:00:00,2014-10-21 00:00:00,5,0.03344183739330142,0.034795902243815034,0.55,0.75,0.06,0.85,0.15,0.16
2014-10-22 00:00:00,2014-10-28 00:00:00,5,0.016784325988566717,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-10-29 00:00:00,2014-11-04 00:00:00,5,0.015736240347698605,0.04401728294670049,0.55,0.75,0.06,0.85,0.15,0.16
2014-11-05 00:00:00,2014-11-11 00:00:00,5,0.004743763384929434,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-11-12 00:00:00,2014-11-18 00:00:00,5,0.006005068945938774,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-11-19 00:00:00,2014-11-25 00:00:00,5,0.00781539479581328,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-11-26 00:00:00,2014-12-03 00:00:00,5,0.002603700064671477,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-12-04 00:00:00,2014-12-10 00:00:00,5,-0.02810867776579873,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-12-11 00:00:00,2014-12-17 00:00:00,5,0.02853121861954455,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-12-18 00:00:00,2014-12-24 00:00:00,5,0.008977768266398956,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2014-12-26 00:00:00,2015-01-02 00:00:00,5,-0.035315979554575105,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-01-05 00:00:00,2015-01-09 00:00:00,5,0.010285868182140945,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-01-12 00:00:00,2015-01-16 00:00:00,5,0.0046194180506129445,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-01-20 00:00:00,2015-01-26 00:00:00,5,-0.008312211717641849,0.06678710755013047,0.55,0.75,0.06,0.85,0.15,0.16
2015-01-27 00:00:00,2015-02-02 00:00:00,5,0.01320089014037995,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-02-03 00:00:00,2015-02-09 00:00:00,5,0.006239572916452163,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-02-10 00:00:00,2015-02-17 00:00:00,5,0.008783710525863242,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-02-18 00:00:00,2015-02-24 00:00:00,5,0.0057472620471683555,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-02-25 00:00:00,2015-03-03 00:00:00,5,-0.0039313456343851305,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-03-04 00:00:00,2015-03-10 00:00:00,5,-0.010897049102344014,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-03-11 00:00:00,2015-03-17 00:00:00,5,0.009070578431189968,0.07271322078697487,0.55,0.75,0.06,0.85,0.15,0.16
2015-03-18 00:00:00,2015-03-24 00:00:00,5,-0.010443705934978564,0.04151236099361477,0.55,0.75,0.06,0.85,0.15,0.16
2015-03-25 00:00:00,2015-03-31 00:00:00,5,0.00562654592702394,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-04-01 00:00:00,2015-04-08 00:00:00,5,0.0130403425907204,0.06858934687911118,0.55,0.75,0.06,0.85,0.15,0.16
2015-04-09 00:00:00,2015-04-15 00:00:00,5,-0.007989234331783335,0.03254055440291239,0.55,0.75,0.06,0.85,0.15,0.16
2015-04-16 00:00:00,2015-04-22 00:00:00,5,0.01528176681954263,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-04-23 00:00:00,2015-04-29 00:00:00,5,-0.005096555493093069,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-04-30 00:00:00,2015-05-06 00:00:00,5,0.0037102405009781236,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-05-07 00:00:00,2015-05-13 00:00:00,5,0.0033927725104887507,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-05-14 00:00:00,2015-05-20 00:00:00,5,0.0018394585046190848,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-05-21 00:00:00,2015-05-28 00:00:00,5,-0.005598130175231031,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-05-29 00:00:00,2015-06-04 00:00:00,5,-0.014103428867073498,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-06-05 00:00:00,2015-06-11 00:00:00,5,0.002890095052061392,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-06-12 00:00:00,2015-06-18 00:00:00,5,0.015961775674782963,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-06-19 00:00:00,2015-06-25 00:00:00,5,-0.026360416293857436,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-06-26 00:00:00,2015-07-02 00:00:00,5,0.011494600606650085,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-07-06 00:00:00,2015-07-10 00:00:00,5,0.008465551408549432,0.03819410622337012,0.55,0.75,0.06,0.85,0.15,0.16
2015-07-13 00:00:00,2015-07-17 00:00:00,5,0.004612104904753167,0.049480089302855655,0.55,0.75,0.06,0.85,0.15,0.16
2015-07-20 00:00:00,2015-07-24 00:00:00,5,-0.0098839541260769,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-07-27 00:00:00,2015-07-31 00:00:00,5,-0.0007377297346121692,0.08942381581008148,0.55,0.75,0.06,0.85,0.15,0.16
2015-08-03 00:00:00,2015-08-07 00:00:00,5,-0.0025585270663612825,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-08-10 00:00:00,2015-08-14 00:00:00,5,0.005308724017424771,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-08-17 00:00:00,2015-08-21 00:00:00,5,-0.0960737727396368,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-08-24 00:00:00,2015-08-28 00:00:00,5,0.01488964424079664,0.09238831579654452,0.55,0.75,0.06,0.85,0.15,0.16
2015-08-31 00:00:00,2015-09-04 00:00:00,5,0.010238345149025552,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-09-08 00:00:00,2015-09-14 00:00:00,5,0.01662129651284361,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-09-15 00:00:00,2015-09-21 00:00:00,5,-0.015919867867199677,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-09-22 00:00:00,2015-09-28 00:00:00,5,-0.004770376499887097,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-09-29 00:00:00,2015-10-05 00:00:00,5,0.026550794254299293,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-10-06 00:00:00,2015-10-12 00:00:00,5,0.001335796118999033,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-10-13 00:00:00,2015-10-19 00:00:00,5,0.009280133027455006,0.05313020687428125,0.55,0.75,0.06,0.85,0.15,0.16
2015-10-20 00:00:00,2015-10-26 00:00:00,5,0.02713022839339385,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-10-27 00:00:00,2015-11-02 00:00:00,5,0.003898494687307963,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-11-03 00:00:00,2015-11-09 00:00:00,5,-0.010886232746062152,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-11-10 00:00:00,2015-11-16 00:00:00,5,0.004495550945880389,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-11-17 00:00:00,2015-11-23 00:00:00,5,0.0027387261058977597,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-11-24 00:00:00,2015-12-01 00:00:00,5,-0.014912603882604514,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-12-02 00:00:00,2015-12-08 00:00:00,5,0.0019502973462117712,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-12-09 00:00:00,2015-12-15 00:00:00,5,-0.0038265207606368312,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-12-16 00:00:00,2015-12-22 00:00:00,5,0.008081798866186096,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-12-23 00:00:00,2015-12-30 00:00:00,5,-0.017834951468012727,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2015-12-31 00:00:00,2016-01-07 00:00:00,5,-0.03423069721679162,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-01-08 00:00:00,2016-01-14 00:00:00,5,-0.008205680128711368,0.11080476673738478,0.55,0.75,0.06,0.85,0.15,0.16
2016-01-15 00:00:00,2016-01-22 00:00:00,5,0.006296573781017445,0.03793539557231185,0.55,0.75,0.06,0.85,0.15,0.16
2016-01-25 00:00:00,2016-01-29 00:00:00,5,0.004629147336001838,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-02-01 00:00:00,2016-02-05 00:00:00,5,-0.006523597726678765,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-02-08 00:00:00,2016-02-12 00:00:00,5,0.00645091611701476,0.06303209148554059,0.55,0.75,0.06,0.85,0.15,0.16
2016-02-16 00:00:00,2016-02-22 00:00:00,5,0.003241944313314038,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-02-23 00:00:00,2016-02-29 00:00:00,5,0.009738603805053758,0.07732226706592711,0.55,0.75,0.06,0.85,0.15,0.16
2016-03-01 00:00:00,2016-03-07 00:00:00,5,0.0003786370158591623,0.07863015357548696,0.55,0.75,0.06,0.85,0.15,0.16
2016-03-08 00:00:00,2016-03-14 00:00:00,5,0.014568085202717684,0.03873458445419642,0.55,0.75,0.06,0.85,0.15,0.16
2016-03-15 00:00:00,2016-03-21 00:00:00,5,0.0037795921881556005,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-03-22 00:00:00,2016-03-29 00:00:00,5,0.010089356922560189,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-03-30 00:00:00,2016-04-05 00:00:00,5,-0.005686467635164338,0.03479555891173232,0.55,0.75,0.06,0.85,0.15,0.16
2016-04-06 00:00:00,2016-04-12 00:00:00,5,0.01584918642279165,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-04-13 00:00:00,2016-04-19 00:00:00,5,0.002161149933096018,0.037347273759684586,0.55,0.75,0.06,0.85,0.15,0.16
2016-04-20 00:00:00,2016-04-26 00:00:00,5,-0.004597895974474131,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-04-27 00:00:00,2016-05-03 00:00:00,5,-0.007665695516286042,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-05-04 00:00:00,2016-05-10 00:00:00,5,0.00404738094643764,0.05142797713224341,0.55,0.75,0.06,0.85,0.15,0.16
2016-05-11 00:00:00,2016-05-17 00:00:00,5,-0.009038392871596246,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-05-18 00:00:00,2016-05-24 00:00:00,5,0.016025038798891167,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-05-25 00:00:00,2016-06-01 00:00:00,5,0.005644348227459961,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-06-02 00:00:00,2016-06-08 00:00:00,5,-0.0006835773095046349,0.08528571183749438,0.55,0.75,0.06,0.85,0.15,0.16
2016-06-09 00:00:00,2016-06-15 00:00:00,5,-0.009482379375349015,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-06-16 00:00:00,2016-06-22 00:00:00,5,-0.012491965893177803,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-06-23 00:00:00,2016-06-29 00:00:00,5,0.028306846717421896,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-06-30 00:00:00,2016-07-07 00:00:00,5,0.013832224981781271,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-07-08 00:00:00,2016-07-14 00:00:00,5,0.010333281574641084,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-07-15 00:00:00,2016-07-21 00:00:00,5,0.0010651095392995025,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-07-22 00:00:00,2016-07-28 00:00:00,5,0.0017578000114042425,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-07-29 00:00:00,2016-08-04 00:00:00,5,0.00354039663969985,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-08-05 00:00:00,2016-08-11 00:00:00,5,0.004184553041472805,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-08-12 00:00:00,2016-08-18 00:00:00,5,-0.0020525836853546586,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-08-19 00:00:00,2016-08-25 00:00:00,5,-0.0008275918632417723,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-08-26 00:00:00,2016-09-01 00:00:00,5,0.0028214324375110955,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-09-02 00:00:00,2016-09-09 00:00:00,5,-0.023221876730714408,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-09-12 00:00:00,2016-09-16 00:00:00,5,0.005312535881271785,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-09-19 00:00:00,2016-09-23 00:00:00,5,0.009432984636648767,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-09-26 00:00:00,2016-09-30 00:00:00,5,-0.004421500745978357,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-10-03 00:00:00,2016-10-07 00:00:00,5,-0.005459320090967501,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-10-10 00:00:00,2016-10-14 00:00:00,5,0.0014474193383242628,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-10-17 00:00:00,2016-10-21 00:00:00,5,0.0016813482389077539,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-10-24 00:00:00,2016-10-28 00:00:00,5,-0.011763936069717373,0.038443794156119315,0.55,0.75,0.06,0.85,0.15,0.16
2016-10-31 00:00:00,2016-11-04 00:00:00,5,0.010412263377981512,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-11-07 00:00:00,2016-11-11 00:00:00,5,0.009072076550023622,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-11-14 00:00:00,2016-11-18 00:00:00,5,0.006606523895442029,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-11-21 00:00:00,2016-11-28 00:00:00,5,-0.0015514876043839498,0.04420857543345398,0.55,0.75,0.06,0.85,0.15,0.16
2016-11-29 00:00:00,2016-12-05 00:00:00,5,0.016545395142883557,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-12-06 00:00:00,2016-12-12 00:00:00,5,0.0030971992844801566,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-12-13 00:00:00,2016-12-19 00:00:00,5,0.004821507685587756,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-12-20 00:00:00,2016-12-27 00:00:00,5,-0.004680525722573936,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2016-12-28 00:00:00,2017-01-04 00:00:00,5,0.011307191873514588,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-01-05 00:00:00,2017-01-11 00:00:00,5,-0.0002948341578333791,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-01-12 00:00:00,2017-01-19 00:00:00,5,-0.003357002001275866,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-01-20 00:00:00,2017-01-26 00:00:00,5,0.004579853581436311,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-01-27 00:00:00,2017-02-02 00:00:00,5,0.005879188178943728,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-02-03 00:00:00,2017-02-09 00:00:00,5,0.013858844545541427,0.0,0.55,0.75,0.06,0.85,0.15,0.16
