segment_start,segment_end,rows,segment_return,avg_turnover,param_up_trigger,param_strong_up_trigger,param_max_up_bonus,param_full_stock_up_trigger,param_full_stock_high_vol_max,param_no_trade_band
2017-02-10 00:00:00,2017-02-16 00:00:00,5,0.01351155893120315,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-02-17 00:00:00,2017-02-24 00:00:00,5,0.0004541010523637645,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-02-27 00:00:00,2017-03-03 00:00:00,5,0.0008043091087188703,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-03-06 00:00:00,2017-03-10 00:00:00,5,-0.0009152332674642327,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-03-13 00:00:00,2017-03-17 00:00:00,5,-0.006144695266797062,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-03-20 00:00:00,2017-03-24 00:00:00,5,0.005778086949345784,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-03-27 00:00:00,2017-03-31 00:00:00,5,0.00113543312072939,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-04-03 00:00:00,2017-04-07 00:00:00,5,-0.0010099580156324173,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-04-10 00:00:00,2017-04-17 00:00:00,5,-0.0049954557631392005,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-04-18 00:00:00,2017-04-24 00:00:00,5,0.01720784666074282,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-04-25 00:00:00,2017-05-01 00:00:00,5,0.00023187869173746378,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-05-02 00:00:00,2017-05-08 00:00:00,5,0.004304086785869465,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-05-09 00:00:00,2017-05-15 00:00:00,5,-0.012703064026234112,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-05-16 00:00:00,2017-05-22 00:00:00,5,0.016827096307349354,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-05-23 00:00:00,2017-05-30 00:00:00,5,0.010019353945403209,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-05-31 00:00:00,2017-06-06 00:00:00,5,0.001705675907648363,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-06-07 00:00:00,2017-06-13 00:00:00,5,0.00024684888724579857,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-06-14 00:00:00,2017-06-20 00:00:00,5,0.001040804719555144,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-06-21 00:00:00,2017-06-27 00:00:00,5,-0.006035703758693001,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-06-28 00:00:00,2017-07-05 00:00:00,5,0.0017740943173545354,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-07-06 00:00:00,2017-07-12 00:00:00,5,0.012613785138962053,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-07-13 00:00:00,2017-07-19 00:00:00,5,0.005229751416099271,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-07-20 00:00:00,2017-07-26 00:00:00,5,-0.00018983229104441168,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-07-27 00:00:00,2017-08-02 00:00:00,5,0.0019990855463272172,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-08-03 00:00:00,2017-08-09 00:00:00,5,-0.01058281738976119,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-08-10 00:00:00,2017-08-16 00:00:00,5,-0.004824242329714679,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-08-17 00:00:00,2017-08-23 00:00:00,5,0.006665767978315307,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-08-24 00:00:00,2017-08-30 00:00:00,5,0.011415294133193976,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-08-31 00:00:00,2017-09-07 00:00:00,5,0.0049141069520872716,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-09-08 00:00:00,2017-09-14 00:00:00,5,0.005198243305623684,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-09-15 00:00:00,2017-09-21 00:00:00,5,-0.0025983705997368878,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-09-22 00:00:00,2017-09-28 00:00:00,5,0.010582297579746047,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-09-29 00:00:00,2017-10-05 00:00:00,5,0.0054248888587618005,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-10-06 00:00:00,2017-10-12 00:00:00,5,0.004880073887084002,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-10-13 00:00:00,2017-10-19 00:00:00,5,0.002197246207511272,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-10-20 00:00:00,2017-10-26 00:00:00,5,0.0022099351143063384,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-10-27 00:00:00,2017-11-02 00:00:00,5,0.007321458868277286,0.0,0.55,0.75,0.06,0.85,0.15,0.16
2017-11-03 00:00:00,2017-11-09 00:00:00,5,-0.002385480276689611,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2017-11-10 00:00:00,2017-11-16 00:00:00,5,0.00015080917351939505,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2017-11-17 00:00:00,2017-11-24 00:00:00,5,0.015258232983360154,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2017-11-27 00:00:00,2017-12-01 00:00:00,5,0.0007973033436414756,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2017-12-04 00:00:00,2017-12-08 00:00:00,5,0.011271246833449489,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2017-12-11 00:00:00,2017-12-15 00:00:00,5,0.005216328024203021,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2017-12-18 00:00:00,2017-12-22 00:00:00,5,0.0007798027056251655,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2017-12-26 00:00:00,2018-01-02 00:00:00,5,0.01326491517761963,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2018-01-03 00:00:00,2018-01-09 00:00:00,5,0.013328678954666273,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2018-01-10 00:00:00,2018-01-17 00:00:00,5,0.012248118001116914,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2018-01-18 00:00:00,2018-01-24 00:00:00,5,0.018506858450222374,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2018-01-25 00:00:00,2018-01-31 00:00:00,5,-0.034085456712587336,0.0,0.55,0.75,0.03,0.85,0.15,0.12
2018-02-01 00:00:00,2018-02-07 00:00:00,5,-0.04248714788318686,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-02-08 00:00:00,2018-02-14 00:00:00,5,0.032209790693878304,0.10383153477117713,0.55,0.75,0.03,0.85,0.15,0.16
2018-02-15 00:00:00,2018-02-22 00:00:00,5,0.014089091377375906,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-02-23 00:00:00,2018-03-01 00:00:00,5,-0.016245132475581125,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-03-02 00:00:00,2018-03-08 00:00:00,5,0.01854551946162042,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-03-09 00:00:00,2018-03-15 00:00:00,5,-0.01942931935215897,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-03-16 00:00:00,2018-03-22 00:00:00,5,-0.015230342923872042,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-03-23 00:00:00,2018-03-29 00:00:00,5,-0.009331503930941176,0.05846484724622738,0.55,0.75,0.03,0.85,0.15,0.16
2018-04-02 00:00:00,2018-04-06 00:00:00,5,0.010791561220141022,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-04-09 00:00:00,2018-04-13 00:00:00,5,0.008657342911799981,0.05697852682393244,0.55,0.75,0.03,0.85,0.15,0.16
2018-04-16 00:00:00,2018-04-20 00:00:00,5,-0.01716983576955544,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-04-23 00:00:00,2018-04-27 00:00:00,5,0.004453260343575849,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-04-30 00:00:00,2018-05-04 00:00:00,5,0.004340482340753127,0.03276254096921906,0.55,0.75,0.03,0.85,0.15,0.16
2018-05-07 00:00:00,2018-05-11 00:00:00,5,0.006805955049939083,0.07813809491288284,0.55,0.75,0.03,0.85,0.15,0.16
2018-05-14 00:00:00,2018-05-18 00:00:00,5,0.004549944436127884,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-05-21 00:00:00,2018-05-25 00:00:00,5,0.002677537356626125,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-05-29 00:00:00,2018-06-04 00:00:00,5,0.009947206513740259,0.0357617159593163,0.55,0.75,0.03,0.85,0.15,0.16
2018-06-05 00:00:00,2018-06-11 00:00:00,5,0.0016126424705629194,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-06-12 00:00:00,2018-06-18 00:00:00,5,-0.0019586164267777484,0.040854947526429354,0.55,0.75,0.03,0.85,0.15,0.16
2018-06-19 00:00:00,2018-06-25 00:00:00,5,-0.017650593686352356,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-06-26 00:00:00,2018-07-02 00:00:00,5,0.011010273547205296,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-07-03 00:00:00,2018-07-10 00:00:00,5,0.014456800483307664,0.05434373467765217,0.55,0.75,0.03,0.85,0.15,0.16
2018-07-11 00:00:00,2018-07-17 00:00:00,5,0.0017618530630583162,0.03724544721130792,0.55,0.75,0.03,0.85,0.15,0.16
2018-07-18 00:00:00,2018-07-24 00:00:00,5,0.00727707691969659,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-07-25 00:00:00,2018-07-31 00:00:00,5,-0.0028719086600529353,0.03527441646337448,0.55,0.75,0.03,0.85,0.15,0.16
2018-08-01 00:00:00,2018-08-07 00:00:00,5,0.008408043891680483,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-08-08 00:00:00,2018-08-14 00:00:00,5,-0.002334541462116202,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-08-15 00:00:00,2018-08-21 00:00:00,5,0.005522764304802363,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-08-22 00:00:00,2018-08-28 00:00:00,5,0.012841027755565726,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-08-29 00:00:00,2018-09-05 00:00:00,5,-0.008219457905030536,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-09-06 00:00:00,2018-09-12 00:00:00,5,0.009059817770230127,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-09-13 00:00:00,2018-09-19 00:00:00,5,0.006410379354198081,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-09-20 00:00:00,2018-09-26 00:00:00,5,-0.00340819326581987,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-09-27 00:00:00,2018-10-03 00:00:00,5,-0.009608775568861416,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-10-04 00:00:00,2018-10-10 00:00:00,5,-0.03363870509949596,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-10-11 00:00:00,2018-10-17 00:00:00,5,-0.0016254134315807356,0.10242717272454778,0.55,0.75,0.03,0.85,0.15,0.16
2018-10-18 00:00:00,2018-10-24 00:00:00,5,-0.024133170137575544,0.04642381520687784,0.55,0.75,0.03,0.85,0.15,0.16
2018-10-25 00:00:00,2018-10-31 00:00:00,5,0.010047940304701575,0.051985855632433256,0.55,0.75,0.03,0.85,0.15,0.16
2018-11-01 00:00:00,2018-11-07 00:00:00,5,0.01223853028509514,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2018-11-08 00:00:00,2018-11-14 00:00:00,5,-0.008481690796967256,0.06555971957352949,0.55,0.75,0.03,0.85,0.15,0.16
2018-11-15 00:00:00,2018-11-21 00:00:00,5,-0.012439742411803678,0.058493317612859565,0.55,0.75,0.03,0.85,0.15,0.16
2018-11-23 00:00:00,2018-11-29 00:00:00,5,0.017921597252731347,0.08326047045531614,0.55,0.75,0.03,0.85,0.15,0.16
2018-11-30 00:00:00,2018-12-07 00:00:00,5,-0.021870390124853922,0.04301248737917396,0.55,0.75,0.03,0.85,0.15,0.16
2018-12-10 00:00:00,2018-12-14 00:00:00,5,-0.008598712966965127,0.05674417565519365,0.55,0.75,0.03,0.85,0.15,0.16
2018-12-17 00:00:00,2018-12-21 00:00:00,5,-0.006335444622618036,0.026751424714575638,0.55,0.75,0.03,0.85,0.15,0.16
2018-12-24 00:00:00,2018-12-31 00:00:00,5,0.009109466921171983,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-01-02 00:00:00,2019-01-08 00:00:00,5,0.007766630384394624,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-01-09 00:00:00,2019-01-15 00:00:00,5,0.006054714547392592,0.07217750322099872,0.55,0.75,0.03,0.85,0.15,0.16
2019-01-16 00:00:00,2019-01-23 00:00:00,5,0.006142801514503526,0.060631128755215126,0.55,0.75,0.03,0.85,0.15,0.16
2019-01-24 00:00:00,2019-01-30 00:00:00,5,0.012253659756743751,0.060259903752647136,0.55,0.75,0.03,0.85,0.15,0.16
2019-01-31 00:00:00,2019-02-06 00:00:00,5,0.0003065554462327036,0.04542112977534045,0.55,0.75,0.03,0.85,0.15,0.16
2019-02-07 00:00:00,2019-02-13 00:00:00,5,0.021190153816770918,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-02-14 00:00:00,2019-02-21 00:00:00,5,0.0065148351998300935,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-02-22 00:00:00,2019-02-28 00:00:00,5,-0.0006819404802198559,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-03-01 00:00:00,2019-03-07 00:00:00,5,-0.0020405975084900607,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-03-08 00:00:00,2019-03-14 00:00:00,5,0.015744530755206654,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-03-15 00:00:00,2019-03-21 00:00:00,5,-0.00805077513422725,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-03-22 00:00:00,2019-03-28 00:00:00,5,0.01972198030951855,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-03-29 00:00:00,2019-04-04 00:00:00,5,0.008525976601714946,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-04-05 00:00:00,2019-04-11 00:00:00,5,0.0033111439756254857,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-04-12 00:00:00,2019-04-18 00:00:00,5,0.008371491498863737,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-04-22 00:00:00,2019-04-26 00:00:00,5,0.003835103781096638,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-04-29 00:00:00,2019-05-03 00:00:00,5,-0.016898495322332896,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-05-06 00:00:00,2019-05-10 00:00:00,5,-0.012676534287706431,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-05-13 00:00:00,2019-05-17 00:00:00,5,0.0070443829465014485,0.06106867148511452,0.55,0.75,0.03,0.85,0.15,0.16
2019-05-20 00:00:00,2019-05-24 00:00:00,5,-0.017098730576879162,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-05-28 00:00:00,2019-06-03 00:00:00,5,0.013097769888172017,0.03380966892927586,0.55,0.75,0.03,0.85,0.15,0.16
2019-06-04 00:00:00,2019-06-10 00:00:00,5,0.011921719721182056,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-06-11 00:00:00,2019-06-17 00:00:00,5,0.013257311694564233,0.06473164407343757,0.55,0.75,0.03,0.85,0.15,0.16
2019-06-18 00:00:00,2019-06-24 00:00:00,5,-0.003245556466064503,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-06-25 00:00:00,2019-07-01 00:00:00,5,0.023049713240490766,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-07-02 00:00:00,2019-07-09 00:00:00,5,-0.0005824507065751439,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-07-10 00:00:00,2019-07-16 00:00:00,5,-0.0007131794879292608,0.03536287731469647,0.55,0.75,0.03,0.85,0.15,0.16
2019-07-17 00:00:00,2019-07-23 00:00:00,5,0.003033869314435833,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-07-24 00:00:00,2019-07-30 00:00:00,5,-0.013150223942315686,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-07-31 00:00:00,2019-08-06 00:00:00,5,-0.002180742554353965,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-08-07 00:00:00,2019-08-13 00:00:00,5,-0.02455175744270366,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-08-14 00:00:00,2019-08-20 00:00:00,5,0.01540194579184262,0.08036523542410437,0.55,0.75,0.03,0.85,0.15,0.16
2019-08-21 00:00:00,2019-08-27 00:00:00,5,0.002601005628937836,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-08-28 00:00:00,2019-09-04 00:00:00,5,0.011423604681334076,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-09-05 00:00:00,2019-09-11 00:00:00,5,0.005586389211932552,0.07762603272740694,0.55,0.75,0.03,0.85,0.15,0.16
2019-09-12 00:00:00,2019-09-18 00:00:00,5,-0.0026174044159221754,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-09-19 00:00:00,2019-09-25 00:00:00,5,-0.007766667496002744,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-09-26 00:00:00,2019-10-02 00:00:00,5,-0.0014884572132922713,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-10-03 00:00:00,2019-10-09 00:00:00,5,0.0009857900507006523,0.060137935552606915,0.55,0.75,0.03,0.85,0.15,0.16
2019-10-10 00:00:00,2019-10-16 00:00:00,5,0.004088917075708576,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-10-17 00:00:00,2019-10-23 00:00:00,5,0.00927282344807856,0.04766266502586549,0.55,0.75,0.03,0.85,0.15,0.16
2019-10-24 00:00:00,2019-10-30 00:00:00,5,0.01304399757918362,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-10-31 00:00:00,2019-11-06 00:00:00,5,0.005374501376244956,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-11-07 00:00:00,2019-11-13 00:00:00,5,0.008545803383762207,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-11-14 00:00:00,2019-11-20 00:00:00,5,-0.0015811450697756912,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-11-21 00:00:00,2019-11-27 00:00:00,5,0.001243966876032676,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-11-29 00:00:00,2019-12-05 00:00:00,5,0.0059435344595486495,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-12-06 00:00:00,2019-12-12 00:00:00,5,0.014094687270129524,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-12-13 00:00:00,2019-12-19 00:00:00,5,0.008064563678217285,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-12-20 00:00:00,2019-12-27 00:00:00,5,0.00168289304685465,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2019-12-30 00:00:00,2020-01-06 00:00:00,5,0.0073710525669550275,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-01-07 00:00:00,2020-01-13 00:00:00,5,0.010142735635650713,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-01-14 00:00:00,2020-01-21 00:00:00,5,0.009223707595127584,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-01-22 00:00:00,2020-01-28 00:00:00,5,-0.008302617558463843,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-01-29 00:00:00,2020-02-04 00:00:00,5,0.015051760957976557,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-02-05 00:00:00,2020-02-11 00:00:00,5,0.007842517244431857,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-02-12 00:00:00,2020-02-19 00:00:00,5,-0.005810208926718463,0.037431862383785666,0.55,0.75,0.03,0.85,0.15,0.16
2020-02-20 00:00:00,2020-02-26 00:00:00,5,-0.07667444567530468,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-02-27 00:00:00,2020-03-04 00:00:00,5,0.015235662731311495,0.2097609628280434,0.55,0.75,0.03,0.85,0.15,0.16
2020-03-05 00:00:00,2020-03-11 00:00:00,5,-0.03247438654522994,0.01542211122627143,0.55,0.75,0.03,0.85,0.15,0.16
2020-03-12 00:00:00,2020-03-18 00:00:00,5,-0.025972217677448062,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-03-19 00:00:00,2020-03-25 00:00:00,5,0.03315397862553282,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-03-26 00:00:00,2020-04-01 00:00:00,5,4.607480511786832e-06,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-04-02 00:00:00,2020-04-08 00:00:00,5,0.030274040189189888,0.035723965178711584,0.55,0.75,0.03,0.85,0.15,0.16
2020-04-09 00:00:00,2020-04-16 00:00:00,5,0.01221186682844766,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-04-17 00:00:00,2020-04-23 00:00:00,5,0.006234581190303734,0.03668946759440157,0.55,0.75,0.03,0.85,0.15,0.16
2020-04-24 00:00:00,2020-04-30 00:00:00,5,-0.0037112837266511933,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-05-01 00:00:00,2020-05-07 00:00:00,5,0.011299197985920495,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-05-08 00:00:00,2020-05-14 00:00:00,5,0.0038063789880533605,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-05-15 00:00:00,2020-05-21 00:00:00,5,0.006946811918737028,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-05-22 00:00:00,2020-05-29 00:00:00,5,0.01844985601058391,0.08241801288235914,0.55,0.75,0.03,0.85,0.15,0.16
2020-06-01 00:00:00,2020-06-05 00:00:00,5,0.029690453829321672,0.058600618702181514,0.55,0.75,0.03,0.85,0.15,0.16
2020-06-08 00:00:00,2020-06-12 00:00:00,5,-0.017471438932775474,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-06-15 00:00:00,2020-06-19 00:00:00,5,0.0015765538038188254,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-06-22 00:00:00,2020-06-26 00:00:00,5,-0.008315209733510076,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-06-29 00:00:00,2020-07-06 00:00:00,5,0.016744084744089394,0.03880597413666407,0.55,0.75,0.03,0.85,0.15,0.16
2020-07-07 00:00:00,2020-07-13 00:00:00,5,0.013832369734074756,0.03778418561255763,0.55,0.75,0.03,0.85,0.15,0.16
2020-07-14 00:00:00,2020-07-20 00:00:00,5,0.012266718717690805,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-07-21 00:00:00,2020-07-27 00:00:00,5,-0.003620198990383461,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-07-28 00:00:00,2020-08-03 00:00:00,5,0.016586256460292326,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-08-04 00:00:00,2020-08-10 00:00:00,5,0.01096227006342576,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-08-11 00:00:00,2020-08-17 00:00:00,5,-0.00038895319386866856,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-08-18 00:00:00,2020-08-24 00:00:00,5,0.023268004596112002,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-08-25 00:00:00,2020-08-31 00:00:00,5,0.022833074262281983,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-09-01 00:00:00,2020-09-08 00:00:00,5,-0.05123153074558906,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-09-09 00:00:00,2020-09-15 00:00:00,5,0.003588899223899711,0.04586303040620745,0.55,0.75,0.03,0.85,0.15,0.16
2020-09-16 00:00:00,2020-09-22 00:00:00,5,-0.021079864008407667,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-09-23 00:00:00,2020-09-29 00:00:00,5,0.01464116493229084,0.11019603940240855,0.55,0.75,0.03,0.85,0.15,0.16
2020-09-30 00:00:00,2020-10-06 00:00:00,5,0.009306389034184015,0.0769933752214456,0.55,0.75,0.03,0.85,0.15,0.16
2020-10-07 00:00:00,2020-10-13 00:00:00,5,0.006752238974137459,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-10-14 00:00:00,2020-10-20 00:00:00,5,-0.007794345693327376,0.05006772911431021,0.55,0.75,0.03,0.85,0.15,0.16
2020-10-21 00:00:00,2020-10-27 00:00:00,5,-0.02897690810217901,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-10-28 00:00:00,2020-11-03 00:00:00,5,0.02769583698269118,0.10172655191514549,0.55,0.75,0.03,0.85,0.15,0.16
2020-11-04 00:00:00,2020-11-10 00:00:00,5,0.0035434999205981033,0.08046657992515897,0.55,0.75,0.03,0.85,0.15,0.16
2020-11-11 00:00:00,2020-11-17 00:00:00,5,0.008618753248090805,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-11-18 00:00:00,2020-11-24 00:00:00,5,0.01250877099205061,0.04848980092467166,0.55,0.75,0.03,0.85,0.15,0.16
2020-11-25 00:00:00,2020-12-02 00:00:00,5,0.011508185542063787,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-12-03 00:00:00,2020-12-09 00:00:00,5,-0.006223658898901974,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-12-10 00:00:00,2020-12-16 00:00:00,5,0.008619915210690499,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-12-17 00:00:00,2020-12-23 00:00:00,5,0.006432377120421551,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2020-12-24 00:00:00,2020-12-31 00:00:00,5,-0.001841046944248248,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-01-04 00:00:00,2021-01-08 00:00:00,5,0.012949252610197082,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-01-11 00:00:00,2021-01-15 00:00:00,5,0.011065809406596738,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-01-19 00:00:00,2021-01-25 00:00:00,5,-0.018001071409462832,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-01-26 00:00:00,2021-02-01 00:00:00,5,0.013863760297462724,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-02-02 00:00:00,2021-02-08 00:00:00,5,0.01655190023820663,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-02-09 00:00:00,2021-02-16 00:00:00,5,-0.000418367038196199,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-02-17 00:00:00,2021-02-23 00:00:00,5,-0.019329202295709336,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-02-24 00:00:00,2021-03-02 00:00:00,5,-0.01122095489802688,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-03-03 00:00:00,2021-03-09 00:00:00,5,0.034002210125047005,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-03-10 00:00:00,2021-03-16 00:00:00,5,-0.006482503293215647,0.032718831631517495,0.55,0.75,0.03,0.85,0.15,0.16
2021-03-17 00:00:00,2021-03-23 00:00:00,5,-0.000285842544117898,0.0,0.55,0.75,0.03,0.85,0.15,0.16
2021-03-24 00:00:00,2021-03-30 00:00:00,5,0.02304914010036252,0.0,0.55,0.75,0.03,0.85,0.15,0.16
