period,strategy_return,stock_buyhold_return,benchmark_60_40_return
2013-01-31,0.023354780496650518,0.02614420213580182,0.015350099559161334
2013-02-28,0.02188913327023423,0.022602363986571783,0.01739299562897023
2013-03-31,0.02899734554025435,0.030064823199998703,0.019434326022434778
2013-04-30,0.016505078659708072,0.018683653690384716,0.018665384719362077
2013-05-31,0.018560129471897557,0.023850251412328438,-2.971432150811193e-05
2013-06-30,-0.010365360700296034,-0.009152405670716068,-0.01470014806018427
2013-07-31,0.04575287045754095,0.060417594534828645,0.03406352329956874
2013-08-31,-0.029393287484050123,-0.030418060564558203,-0.027186371159360623
2013-09-30,0.024203868600092715,0.025669012177411243,0.026338223697746965
2013-10-31,0.03890806379860057,0.04521816152799496,0.029001413141064303
2013-11-30,0.014470357231626485,0.016512857200992492,0.006889816143879068
2013-12-31,0.022728655841354195,0.022992369396045653,0.007699709384553888
2014-01-31,-0.041008007903238,-0.041008007903238,-0.01298367556849278
2014-02-28,0.059033431446810836,0.06950217923972257,0.040643526021209464
2014-03-31,0.008679610522740688,0.011374482858559798,0.0032223881763795426
2014-04-30,-0.004167258123391249,-0.004341518962273971,0.0049599349673745685
2014-05-31,0.02217526523006841,0.02520458411630666,0.01683936554104104
2014-06-30,0.024633224361264805,0.02787946480755732,0.0167469006901666
2014-07-31,-0.015093362148100309,-0.01693489866778808,-0.005417676714449371
2014-08-31,0.028434562159434185,0.03409219965118937,0.0233507193486715
2014-09-30,-0.021897502603573038,-0.025992255611247184,-0.015567296481311721
2014-10-31,0.023251635285792993,0.03441733409965453,0.024783263027244207
2014-11-30,0.02646467432979782,0.0299391326798486,0.020499587432565747
2014-12-31,-0.015986747810699753,-0.020554301422590626,-0.004228396727616213
2015-01-31,0.014464140336986953,0.015466535817315386,0.018418129791111237
2015-02-28,0.016454698595413264,0.030658741710881898,0.008307280521117066
2015-03-31,-0.008707507774731726,-0.01780299539331387,-0.002590199332128562
2015-04-30,0.017470135164509015,0.02363912512543176,0.007866109033920932
2015-05-31,-0.00044187704444653697,0.00018923320362218554,-0.002981381909598846
2015-06-30,-0.013030444918851636,-0.014390545267778276,-0.011016442851991437
2015-07-31,0.00615636011085563,0.009984991913032149,0.01213624109122513
2015-08-31,-0.0691805149368303,-0.0667207558819628,-0.03774237293382732
2015-09-30,0.006827045304519386,0.003089403340004848,0.010232672514187913
2015-10-31,0.05889882245169353,0.08205162973504465,0.04146896009277623
2015-11-30,-0.008701052360093442,-0.011706397619369868,-0.005427960960083467
2015-12-31,-0.022839572294912402,-0.028636753826017824,-0.018020914197056093
2016-01-31,-0.03292001598897576,-0.05562146156171699,-0.020020085877689664
2016-02-29,0.012895862004961067,0.046487057430108836,0.02836378679771312
2016-03-31,0.03204545887734089,0.04177767867372939,0.029029611736568484
2016-04-30,0.000542477424970933,-0.0004361822825700301,0.0001589905835956973
2016-05-31,0.01248332481955905,0.023040282707430748,0.013409208987942511
2016-06-30,0.00030843348324216535,-0.006714867631850363,0.010952547210622221
2016-07-31,0.026972676359417358,0.03425962941241223,0.01581483803833006
2016-08-31,0.010248974271706235,0.013082606312340372,0.0057487659432593485
2016-09-30,-0.010168245933352194,-0.011931972293736104,-0.008413531312366551
2016-10-31,-0.017881740286648795,-0.023011016520018468,-0.015816160086973285
2016-11-30,0.026021187092543974,0.04739230764340863,0.009833339770068283
2016-12-31,0.03140434663868619,0.037488469285105186,0.021941273072565215
2017-01-31,0.004461511697728238,0.0052521491808483756,0.0032382479218040494
2017-02-28,0.03859544311905494,0.04609909789885802,0.0270729629640587
2017-03-31,-0.0047375723835234584,-0.00741007380478631,0.0012728263480670243
2017-04-30,0.012589380857746857,0.013971513258653756,0.011469224772113984
2017-05-31,0.02037143031132649,0.02261584546283646,0.01858614076989973
2017-06-30,-0.00189375107403833,-0.0008849904467157499,-0.005211923505006655
2017-07-31,0.017094988206994843,0.019236306707591133,0.014862189352544242
2017-08-31,-0.0028651001090418404,-0.00557703821444222,0.0035825903805710713
2017-09-30,0.02564551867793652,0.032735399999502146,0.012174412880069596
2017-10-31,0.015744189696704325,0.018706006676803666,0.011124519011015854
2017-11-30,0.02128245448124888,0.02542818770299693,0.014647275740719223
2017-12-31,0.02421110600748766,0.029198112672331744,0.01599408717255213
2018-01-31,0.012649766649887706,0.018412775369588408,-0.0002508425231804168
2018-02-28,-0.022684597228941228,-0.0231261778446904,-0.013111020165168297
2018-03-31,-0.01697807337743973,-0.027001490926903404,-0.01230911239371868
2018-04-30,0.0025019263453893714,0.009318757279192402,0.0010028211083803473
2018-05-31,0.02667128276653985,0.04445269894994719,0.028269411814947354
2018-06-30,-0.007694604983182751,-0.010125850793068492,-0.0015778142845920273
2018-07-31,0.02725337683701734,0.04241443999301486,0.021924582759923483
2018-08-31,0.020621350430173102,0.0235134651935327,0.01773408252233999
2018-09-30,0.010097279051995756,0.013319676396738256,0.004117819754884788
2018-10-31,-0.06044141130673275,-0.06746438729048343,-0.04337053708330518
2018-11-30,-0.00430845082849074,-0.006031811328345071,0.006827701062231961
2018-12-31,-0.014717706376492501,-0.09107833596916826,-0.043066256023745364
2019-01-31,0.03745702131283091,0.11363187810365849,0.06240751442551029
2019-02-28,0.02264309451179458,0.027356650258077098,0.01727710376090119
2019-03-31,0.025940483117045776,0.028023157311203528,0.0256371415066019
2019-04-30,0.015023370354310117,0.018218373845263036,0.009609877241426368
2019-05-31,-0.023456785513937928,-0.03657513043308358,-0.0081042431756565
2019-06-30,0.044303340774464406,0.06181775498406594,0.042245431642065956
2019-07-31,-0.011267088326607055,-0.01285309796350198,-0.0030413146362455734
2019-08-31,0.0012580917861646501,0.004853031142673769,0.015498294495932985
2019-09-30,-0.017987651372450064,-0.015813268120891122,-0.013037299682271297
2019-10-31,0.05009701307746495,0.06703443130723774,0.03523408185258092
2019-11-30,0.006525242369164408,0.007092533084495312,0.006495591253438127
2019-12-31,0.03749883691561817,0.04666493356579138,0.026506938623659382
2020-01-31,0.01894489105386654,0.020625668193304803,0.019161514330697127
2020-02-29,-0.05680720495506664,-0.08758266522236569,-0.03449736860753139
2020-03-31,-0.016015890542418587,-0.15630537908952324,-0.07632237228462102
2020-04-30,0.04223458748475428,0.12603734244961462,0.07557711467970663
2020-05-31,0.04106008678017781,0.08643356780898115,0.0513661777591663
2020-06-30,0.013051855653948286,0.017930484981832917,0.012634971858047184
2020-07-31,0.04397177868567281,0.057105294387095995,0.03898964868495147
2020-08-31,0.06216333092002713,0.08374228398152583,0.04620762651895438
2020-09-30,-0.05996335420442289,-0.062967874449949,-0.03839166940500993
2020-10-31,-0.009020711920707303,0.006560023793670933,-0.0011470706047334023
2020-11-30,0.052384530916746774,0.09153932474409365,0.05298323223901913
2020-12-31,0.013130591610331699,0.016692906685968456,0.011123578657984412
2021-01-31,0.01944701343154276,0.027523003813510583,0.012607934768906093
2021-02-28,0.006605908577543174,0.013078131996875353,-0.0007880240177476905
2021-03-31,0.040780878309048196,0.05471853839876761,0.02316348931023815
2021-04-30,0.020385255242412192,0.022787836527293326,0.01834044802497492
2021-05-31,0.00982573826035904,0.011332435373758054,0.007782725483209463
2021-06-30,0.030904559804708187,0.03523177724794868,0.026073628730723497
2021-07-31,0.016743473107965423,0.017130921667283694,0.019178921938750815
2021-08-31,0.022229887483188104,0.02729202256697061,0.013540107882622054
2021-09-30,-0.043376850906103326,-0.05114126387346496,-0.036516085155096856
2021-10-31,0.05024214442460173,0.07759424486149613,0.043954761550046184
2021-11-30,-0.006446344642532242,-0.009742324670451108,-0.0022262628066840318
2021-12-31,0.032892848835130106,0.047721170947789826,0.02267822855496826
2022-01-31,-0.042737856622570236,-0.04229912808558878,-0.029454673798243625
2022-02-28,-0.030373125808884516,-0.042549528341924936,-0.0286393762819942
2022-03-31,-0.020877144656176294,0.04642510813159362,0.010699832907899332
2022-04-30,-0.07541004017421016,-0.08848511573948503,-0.06936401688101412
2022-05-31,0.001356292259747205,0.0024257795795969983,0.005942046948700153
2022-06-30,-0.016033614823512732,-0.08093163305831608,-0.0448713577930665
2022-07-31,0.030683352070346226,0.06833162600248754,0.04377357021155137
2022-08-31,-0.03429439327321526,-0.0387687658738981,-0.03613318355815076
2022-09-30,-0.03709195086368877,-0.03242240349055159,-0.031585299283132695
2022-10-31,-0.022276187317131324,-0.008201791692462157,-0.016355978769977075
2022-11-30,0.05382384133204243,0.08546977485391705,0.07221972001789179
2022-12-31,-0.03777031924785634,-0.05256135010429652,-0.036348081013043876
2023-01-31,0.06411577360987186,0.0860434593476116,0.06235417288708156
2023-02-28,-0.043987487585262164,-0.045515785508314255,-0.04751788547121161
2023-03-31,0.03398334651378243,0.03122022389351442,0.04413650617251941
2023-04-30,0.004620306660561679,0.005309731629011161,0.0027568181646679957
2023-05-31,0.033397957631745356,0.04157352659998503,0.016578777774093556
2023-06-30,0.0318969908588127,0.03939071854712073,0.016838209949612715
2023-07-31,0.013088691127676189,0.015796659321240858,0.007378026156568129
2023-08-31,-0.0024848646741159053,-0.001977243276871432,-0.005690289313639796
2023-09-30,-0.05271009240950242,-0.058238059128030706,-0.04908405727557019
2023-10-31,0.018275057596571775,0.021750988396146864,0.01922152056996196
2023-11-30,0.05080091932490638,0.06019588011198085,0.04919542482143302
2023-12-31,0.02894197319816305,0.030656704638304832,0.030896170828851988
2024-01-31,0.0473359088207721,0.054523396620738795,0.03058958561448999
2024-02-29,0.030872700013486742,0.03631034113324216,0.016925226126334625
2024-03-31,0.01359624729629183,0.015912646321829982,0.007107350353316333
2024-04-30,-0.024749803237382184,-0.026617091887425004,-0.020538934185940105
2024-05-31,0.03840003406422321,0.046254735883926035,0.03631332573852575
2024-06-30,0.0360984454101092,0.04237623350003861,0.02381073670966738
2024-07-31,-0.0200768114564025,-0.029343784053759592,0.0032450912887729277
2024-08-31,0.021121249143380982,0.033871342528960735,0.02316187053185592
2024-09-30,0.02989524094249152,0.035674429600270896,0.022272313596218174
2024-10-31,-0.0023643515438742657,0.0016699216851512322,-0.013065213916590657
