selection_date,validation_start,validation_end,candidate_id,up_trigger,strong_up_trigger,max_up_bonus,full_stock_up_trigger,full_stock_high_vol_max,no_trade_band,score,sharpe,calmar,mdd,annual_turnover,custom_up_ratio,changed_params,mdd_penalty,turnover_penalty,custom_up_penalty,change_penalty
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,20,0.5,0.75,0.03,0.9,0.15,0.12,2.4062491042524576,1.3110286846082344,1.793587518172691,-0.0796075395684247,2.299191364745549,0.5595238095238095,3,0.0,0.1839353091796439,0.06571428571428571,0.09
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,21,0.5,0.75,0.03,0.9,0.15,0.16,2.475080218142044,1.3211601528624353,1.779403759063609,-0.07895381863233619,1.798608203212407,0.5595238095238095,2,0.0,0.14388865625699257,0.06571428571428571,0.06
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,22,0.5,0.75,0.03,0.9,0.2,0.12,2.3762491042524574,1.3110286846082344,1.793587518172691,-0.0796075395684247,2.299191364745549,0.5595238095238095,4,0.0,0.1839353091796439,0.06571428571428571,0.12
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,23,0.5,0.75,0.03,0.9,0.2,0.16,2.4450802181420443,1.3211601528624353,1.779403759063609,-0.07895381863233619,1.798608203212407,0.5595238095238095,3,0.0,0.14388865625699257,0.06571428571428571,0.09
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,24,0.5,0.75,0.06,0.85,0.15,0.12,2.4106868956658296,1.316105350784154,1.7904749028945268,-0.08003769362150126,2.2760511464957487,0.5595238095238095,3,0.0,0.1820840917196599,0.06571428571428571,0.09
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,25,0.5,0.75,0.06,0.85,0.15,0.16,2.4711135406769875,1.318076690136523,1.8109517833199673,-0.0793842782080253,2.1251286300152934,0.5595238095238095,2,0.0,0.17001029040122348,0.06571428571428571,0.06
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,26,0.5,0.75,0.06,0.85,0.2,0.12,2.3806868956658294,1.316105350784154,1.7904749028945268,-0.08003769362150126,2.2760511464957487,0.5595238095238095,4,0.0,0.1820840917196599,0.06571428571428571,0.12
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,27,0.5,0.75,0.06,0.85,0.2,0.16,2.4411135406769877,1.318076690136523,1.8109517833199673,-0.0793842782080253,2.1251286300152934,0.5595238095238095,3,0.0,0.17001029040122348,0.06571428571428571,0.09
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,28,0.5,0.75,0.06,0.9,0.15,0.12,2.3806868956658294,1.316105350784154,1.7904749028945268,-0.08003769362150126,2.2760511464957487,0.5595238095238095,4,0.0,0.1820840917196599,0.06571428571428571,0.12
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,29,0.5,0.75,0.06,0.9,0.15,0.16,2.4411135406769877,1.318076690136523,1.8109517833199673,-0.0793842782080253,2.1251286300152934,0.5595238095238095,3,0.0,0.17001029040122348,0.06571428571428571,0.09
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,30,0.5,0.75,0.06,0.9,0.2,0.12,2.3506868956658296,1.316105350784154,1.7904749028945268,-0.08003769362150126,2.2760511464957487,0.5595238095238095,5,0.0,0.1820840917196599,0.06571428571428571,0.15
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,31,0.5,0.75,0.06,0.9,0.2,0.16,2.4111135406769875,1.318076690136523,1.8109517833199673,-0.0793842782080253,2.1251286300152934,0.5595238095238095,4,0.0,0.17001029040122348,0.06571428571428571,0.12
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,32,0.55,0.7,0.03,0.85,0.15,0.12,2.461875753003568,1.2943815692855596,1.7630051002612077,-0.07958237648964472,2.286373706136973,0.44047619047619047,2,0.0,0.18290989649095785,0.0,0.06
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,33,0.55,0.7,0.03,0.85,0.15,0.16,2.5501764117891526,1.3097438046161392,1.77219525861673,-0.07892863768114533,1.841544996504635,0.44047619047619047,1,0.0,0.14732359972037082,0.0,0.03
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,34,0.55,0.7,0.03,0.85,0.2,0.12,2.431875753003568,1.2943815692855596,1.7630051002612077,-0.07958237648964472,2.286373706136973,0.44047619047619047,3,0.0,0.18290989649095785,0.0,0.09
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,35,0.55,0.7,0.03,0.85,0.2,0.16,2.5201764117891523,1.3097438046161392,1.77219525861673,-0.07892863768114533,1.841544996504635,0.44047619047619047,2,0.0,0.14732359972037082,0.0,0.06
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,36,0.55,0.7,0.03,0.9,0.15,0.12,2.431875753003568,1.2943815692855596,1.7630051002612077,-0.07958237648964472,2.286373706136973,0.44047619047619047,3,0.0,0.18290989649095785,0.0,0.09
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,37,0.55,0.7,0.03,0.9,0.15,0.16,2.5201764117891523,1.3097438046161392,1.77219525861673,-0.07892863768114533,1.841544996504635,0.44047619047619047,2,0.0,0.14732359972037082,0.0,0.06
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,38,0.55,0.7,0.03,0.9,0.2,0.12,2.401875753003568,1.2943815692855596,1.7630051002612077,-0.07958237648964472,2.286373706136973,0.44047619047619047,4,0.0,0.18290989649095785,0.0,0.12
2022-02-28 00:00:00,2021-01-29 00:00:00,2022-01-27 00:00:00,39,0.55,0.7,0.03,0.9,0.2,0.16,2.4901764117891525,1.3097438046161392,1.77219525861673,-0.07892863768114533,1.841544996504635,0.44047619047619047,3,0.0,0.14732359972037082,0.0,0.09
