start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-24,2022-10-12,2023-05-23,-0.5748378947861268,374,221,0.7207999999999999,0.6096366375375251,0.5409302024165497,CUSTOM
2018-09-27,2018-12-20,2020-05-14,-0.5339003798215165,409,58,0.7509268292682926,0.5543733303708269,0.531294606456791,CUSTOM
2025-01-02,2025-04-02,2025-06-23,-0.3388279607875231,116,61,0.8988034188034185,0.5615237923420413,0.472926956974705,CUSTOM
2021-02-11,2021-03-04,2021-04-08,-0.22915168074987036,38,14,0.9343589743589743,0.5218318972304451,0.48877736576322234,WATCH
2015-12-02,2016-02-04,2016-02-26,-0.1943841848786596,58,43,0.7162711864406778,0.6142724214116303,0.38505890794986924,CUSTOM
2024-06-14,2024-08-05,2024-08-15,-0.17384175071150176,42,34,0.6493023255813953,0.5702034135995419,0.45912217775603487,HIGH_VOL
2024-08-15,2024-09-04,2024-10-04,-0.1723306183599017,35,13,0.8400000000000002,0.734136471348332,0.48908307879523044,CUSTOM
2015-03-18,2015-07-23,2015-08-06,-0.17071677007248154,98,88,0.9135353535353535,0.4225781697829214,0.4341819208897761,NORMAL
2025-10-27,2026-03-26,2026-04-13,-0.16712420083745871,114,103,0.8855652173913043,0.3115764951578064,0.5280098430660263,NORMAL
2023-08-29,2023-10-24,2023-11-08,-0.16306001344837318,50,39,0.8537254901960782,0.4380961926990035,0.5134992727240901,NORMAL
