section,count,pct,rebalance_type,trade_day_ratio,avg_turnover,annual_turnover_est,total_turnover,avg_trade_size_on_trade,max_turnover,cost_sum,allocation_regime
by_rebalance_type,45,0.013404825737265416,emergency,0.2222222222222222,0.11022222222222224,27.776000000000003,4.960000000000001,0.4960000000000001,0.7600000000000002,0.004960000000000001,
by_rebalance_type,2244,0.6684539767649688,no_rebalance,0.014705882352941176,0.005597147950089127,1.41048128342246,12.560000000000002,0.3806060606060606,0.7600000000000002,0.012560000000000002,
by_rebalance_type,1068,0.31814119749776587,scheduled_or_initial,0.21816479400749064,0.05299625468164793,13.355056179775278,56.599999999999994,0.24291845493562234,1.0,0.0566,
by_regime,1230,0.36639857015192134,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime,36,0.010723860589812333,,0.08333333333333333,0.019999999999999983,5.039999999999996,0.7199999999999994,0.2399999999999998,0.2399999999999998,0.0007199999999999994,EXTREME_RISK
by_regime,175,0.052129877867143286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGH_VOL
by_regime,961,0.2862675007447125,,0.16129032258064516,0.03733610822060354,9.408699271592093,35.88,0.23148387096774195,0.72,0.03588,NORMAL
by_regime,179,0.053321417932677986,,0.1452513966480447,0.0775418994413408,19.54055865921788,13.880000000000003,0.533846153846154,1.0,0.013880000000000003,RISK_OFF
by_regime,776,0.2311587727137325,,0.11855670103092783,0.03046391752577319,7.676907216494843,23.639999999999993,0.2569565217391304,0.8799999999999999,0.023639999999999994,WATCH
by_regime_rebalance_type,11,0.0032767351802204347,emergency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime_rebalance_type,1028,0.30622579684241885,no_rebalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime_rebalance_type,191,0.056896038129282095,scheduled_or_initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime_rebalance_type,7,0.002085195114685731,emergency,0.2857142857142857,0.06857142857142852,17.279999999999987,0.4799999999999996,0.2399999999999998,0.2399999999999998,0.0004799999999999996,EXTREME_RISK
by_regime_rebalance_type,22,0.0065534703604408695,no_rebalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXTREME_RISK
by_regime_rebalance_type,7,0.002085195114685731,scheduled_or_initial,0.14285714285714285,0.03428571428571426,8.639999999999993,0.2399999999999998,0.2399999999999998,0.2399999999999998,0.0002399999999999998,EXTREME_RISK
by_regime_rebalance_type,152,0.04527852249031874,no_rebalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGH_VOL
by_regime_rebalance_type,23,0.0068513553768245455,scheduled_or_initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGH_VOL
by_regime_rebalance_type,475,0.14149538278224605,no_rebalance,0.04842105263157895,0.013810526315789474,3.4802526315789475,6.5600000000000005,0.2852173913043479,0.43999999999999995,0.006560000000000001,NORMAL
by_regime_rebalance_type,486,0.1447721179624665,scheduled_or_initial,0.2716049382716049,0.06032921810699589,15.202962962962964,29.32,0.2221212121212121,0.72,0.02932,NORMAL
by_regime_rebalance_type,27,0.00804289544235925,emergency,0.2962962962962963,0.16592592592592595,41.81333333333334,4.48,0.56,0.7600000000000002,0.004480000000000001,RISK_OFF
by_regime_rebalance_type,117,0.03485254691689008,no_rebalance,0.042735042735042736,0.03247863247863249,8.184615384615388,3.800000000000001,0.7600000000000002,0.7600000000000002,0.0038000000000000013,RISK_OFF
by_regime_rebalance_type,35,0.010425975573428656,scheduled_or_initial,0.37142857142857144,0.16000000000000003,40.32000000000001,5.600000000000001,0.4307692307692309,1.0,0.005600000000000002,RISK_OFF
by_regime_rebalance_type,450,0.13404825737265416,no_rebalance,0.011111111111111112,0.004888888888888888,1.2319999999999998,2.1999999999999997,0.43999999999999995,0.56,0.0022,WATCH
by_regime_rebalance_type,326,0.09711051534107834,scheduled_or_initial,0.2668711656441718,0.06576687116564417,16.57325153374233,21.439999999999998,0.24643678160919538,0.8799999999999999,0.021439999999999994,WATCH
