from_regime,CUSTOM,EXTREME_RISK,HIGH_VOL,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9137510170870626,0.0,0.0,0.04882017900732303,0.005695687550854353,0.03173311635475997
EXTREME_RISK,0.0,0.9166666666666666,0.0,0.0,0.08333333333333333,0.0
HIGH_VOL,0.0,0.0,0.9028571428571428,0.011428571428571429,0.03428571428571429,0.05142857142857143
NORMAL,0.061394380853277836,0.0,0.0,0.8980228928199792,0.0,0.04058272632674298
RISK_OFF,0.0446927374301676,0.01675977653631285,0.01675977653631285,0.0,0.9050279329608939,0.01675977653631285
WATCH,0.05154639175257732,0.0,0.01804123711340206,0.045103092783505154,0.001288659793814433,0.884020618556701
