threshold,down_high_vol_precision,down_high_vol_recall,down_high_vol_f1,pred_down_high_vol_ratio
0.1,0.21891327063740856,0.8057692307692308,0.3442892358258012,0.5713432835820895
0.15,0.27333831217326365,0.7038461538461539,0.3937600860677784,0.3997014925373134
0.2,0.30640083945435465,0.5615384615384615,0.39646978954514595,0.2844776119402985
0.25,0.3179271708683473,0.43653846153846154,0.3679092382495948,0.21313432835820895
0.3,0.30654205607476637,0.3153846153846154,0.3109004739336493,0.15970149253731344
0.35,0.31297709923664124,0.23653846153846153,0.26944140197152244,0.1173134328358209
0.4,0.3116883116883117,0.18461538461538463,0.2318840579710145,0.09194029850746269
0.5,0.3352272727272727,0.11346153846153846,0.16954022988505746,0.05253731343283582
