ticker,asset_class,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_base_signal_stock_weight,avg_signal_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank_504,avg_ph_rank_756,avg_ph_z_756,avg_up_strength_score,avg_down_strength_score,offensive_activation_rate,tier3_rate,ph_context_available_rate_756,strategy_ann_return,strategy_mdd,strategy_gross_ann_return,bh_ann_return,bh_mdd,bh_gap_ann_return
NVDA,high_vol_growth,70_85,417,2015-01-16 00:00:00,2025-12-04 00:00:00,0.7086810551558752,0.5756354916067146,0.7064748201438849,0.6279710598861714,0.6208556322660033,0.7659253549541319,0.7765882819177823,0.8572280036425628,0.2985246722189652,0.2770178665588436,0.41007194244604317,0.15827338129496402,1.0,0.5321949245429352,-0.2715730047113384,0.5461664249522993,0.8266595419423703,-0.31508053816098325,-0.2944646173994352
NVDA,high_vol_growth,85_95,370,2015-01-09 00:00:00,2025-12-03 00:00:00,0.6715675675675674,0.5377297297297297,0.6745405405405405,0.685016745556448,0.6724125591218048,0.8863899613899613,0.9069012763493908,1.4812886994987133,0.32676744569772964,0.25081217377041,0.44054054054054054,0.12702702702702703,1.0,0.6319747854808391,-0.26004923261389723,0.6444901388857291,0.9984439981761757,-0.3096061244922954,-0.3664692126953366
NVDA,high_vol_growth,95_100,293,2015-01-02 00:00:00,2022-06-16 00:00:00,0.597679180887372,0.495494880546075,0.5937883959044368,0.7551534873659091,0.7172607227738592,0.9701839211224875,0.9775407578055386,2.24043491213236,0.363348360199234,0.2106947924762215,0.310580204778157,0.15358361774744028,1.0,0.6715492955356479,-0.17845206994099916,0.6865599086736462,1.084057873129351,-0.28937755364660434,-0.4125085775937032
NVDA,high_vol_growth,raw_fallback,504,2013-01-02 00:00:00,2014-12-31 00:00:00,0.8518253968253968,0.8492857142857142,0.8566269841269841,0.17001304051484023,0.16837831841018008,,,,0.1784502822965938,0.4288516971074933,0.18253968253968253,0.04365079365079365,0.0,0.23649233850057927,-0.1450843061356082,0.23771797257081584,0.27160869850369385,-0.16175748824438163,-0.03511636000311458
QQQ,broad_index,00_30,803,2015-02-13 00:00:00,2026-05-07 00:00:00,0.8427148194271482,0.8221170610211705,0.8508343711083437,0.23362461857562639,0.2666215895443936,0.1462743877127439,0.14890012167162917,-1.1846183317418093,0.17702154621961966,0.30684149460708443,0.1569115815691158,0.12702366127023662,1.0,0.1553525278491521,-0.1270513478368327,0.1585586653219957,0.16343717896183296,-0.1394256424020146,-0.008084651112680863
QQQ,broad_index,30_50,593,2015-02-11 00:00:00,2026-04-24 00:00:00,0.7802360876897133,0.7329848229342327,0.7840809443507589,0.3931767271150023,0.4090758459783609,0.4133107149548971,0.3973725892751522,-0.4358388206041308,0.1965245797196934,0.3566282005916559,0.18718381112984822,0.14839797639123103,1.0,0.09832730904185416,-0.19200767377223105,0.10428730536589015,0.08871869711374725,-0.30502557537376895,0.009608611928106914
QQQ,broad_index,50_70,533,2015-03-06 00:00:00,2026-04-14 00:00:00,0.7161350844277673,0.6356472795497186,0.7195872420262663,0.5500035235878451,0.5449363314161882,0.5907821852943803,0.6062860677654642,0.26391847175911615,0.2765600724253141,0.36175680148272976,0.26641651031894936,0.16322701688555347,1.0,0.18273782969957697,-0.10201515556997409,0.19428155072870013,0.22222153895376917,-0.17372891573132454,-0.0394837092541922
QQQ,broad_index,70_85,375,2015-01-02 00:00:00,2026-03-19 00:00:00,0.6298133333333333,0.5179199999999999,0.6305066666666667,0.7185985827763876,0.6894734296930883,0.7624708994708996,0.7741465546885611,0.9816472417400235,0.3821355883910087,0.33882657920962517,0.32266666666666666,0.112,1.0,0.13296876581175243,-0.2197841594222898,0.14926026907505907,0.2113326163845597,-0.2616179533478652,-0.07836385057280726
QQQ,broad_index,85_95,315,2015-01-06 00:00:00,2026-04-07 00:00:00,0.5325079365079365,0.4362539682539682,0.5386031746031746,0.8150379016853516,0.7731670493321666,0.8937011841773747,0.8986486695834278,1.4860520667499078,0.4734057194811954,0.27409293281206865,0.2984126984126984,0.07301587301587302,1.0,0.12941331765145603,-0.0681630431532122,0.14550881796103177,0.11229006337226455,-0.19457086738100682,0.01712325427919148
QQQ,broad_index,95_100,234,2015-01-07 00:00:00,2026-03-30 00:00:00,0.447008547008547,0.375128205128205,0.43803418803418803,0.877506366168332,0.8413117887063699,0.9742826617826617,0.9797532755653796,1.7838072883360623,0.5231183279886646,0.24782322502731194,0.1794871794871795,0.017094017094017096,1.0,0.4230288205619386,-0.050190029226802824,0.43874688891567515,0.7303707437663487,-0.1705451919287827,-0.3073419232044101
QQQ,broad_index,raw_fallback,504,2013-01-02 00:00:00,2014-12-31 00:00:00,0.8036111111111112,0.793015873015873,0.8183333333333334,0.29395897476120836,0.2931565062639667,,,,0.13565402130195556,0.40199383457978216,0.08928571428571429,0.047619047619047616,0.0,0.2049400237661556,-0.05455650456782979,0.20956583456225863,0.2484235286324845,-0.08248539603424676,-0.043483504866328904
SOXX,sector_etf,00_30,631,2016-11-30 00:00:00,2026-05-07 00:00:00,0.8108082408874803,0.8058320126782884,0.8222187004754359,0.2834852678875443,0.3131441242512839,0.14252069026237013,0.16030236711694715,-1.1273021285175762,0.13333166598301407,0.3493338914243555,0.08716323296354993,0.06656101426307448,1.0,0.5359887700516042,-0.14331859534862412,0.5424037192541886,0.6907069551554978,-0.1735720670351013,-0.15471818510389368
SOXX,sector_etf,30_50,637,2015-02-25 00:00:00,2026-05-04 00:00:00,0.7955416012558869,0.7350706436420722,0.7977080062794348,0.3970228777014105,0.4122482398867606,0.3648675587451098,0.398704228484423,-0.45896177652155035,0.20672400719024786,0.34708317837731545,0.22448979591836735,0.1836734693877551,1.0,0.012677039081165464,-0.28014244382339615,0.01772706355341991,0.025674840616938255,-0.32902894501885727,-0.01299780153577279
SOXX,sector_etf,50_70,592,2015-02-20 00:00:00,2026-04-07 00:00:00,0.758108108108108,0.643918918918919,0.7566891891891891,0.5395636360702181,0.5353239437301631,0.595888299013299,0.603687387879143,0.2199284053837282,0.27865256708268843,0.3244322672198893,0.34966216216216217,0.22466216216216217,1.0,0.23177236580037763,-0.2141239952658076,0.24069307317006206,0.2737418851380349,-0.29911031118777087,-0.041969519337657246
SOXX,sector_etf,70_85,458,2015-02-13 00:00:00,2026-04-02 00:00:00,0.6453275109170304,0.5413537117903929,0.6586899563318778,0.6797534706778662,0.6594014759846294,0.7477299507867193,0.7691725437881438,0.9113948363756355,0.34793169839014515,0.3090017254300414,0.34279475982532753,0.043668122270742356,1.0,0.18986209693285483,-0.21993330737249017,0.20477938644360205,0.32989539943860513,-0.27826010478822394,-0.1400333025057503
SOXX,sector_etf,85_95,343,2015-01-02 00:00:00,2026-03-30 00:00:00,0.5406413994169096,0.4440816326530612,0.5462973760932945,0.8046765039031428,0.7763956320041531,0.9149659863945577,0.9061755681208099,1.6179326599926627,0.5544725684899805,0.18589551867138518,0.2886297376093295,0.04956268221574344,1.0,0.004142997793585179,-0.2282846961412679,0.01444462931683077,0.1326165470313998,-0.3581462722205956,-0.12847354923781462
SOXX,sector_etf,95_100,192,2015-01-05 00:00:00,2024-09-13 00:00:00,0.46656250000000005,0.38874999999999993,0.4560416666666667,0.8457626926091809,0.8121907824205344,0.9781539351851851,0.9786756275746313,2.155970982086465,0.5980910016191422,0.14112881283320775,0.19270833333333334,0.052083333333333336,1.0,0.22553985037602287,-0.11004718607450636,0.24062820853161626,0.5753930654712607,-0.1543417262125012,-0.3498532150952378
SOXX,sector_etf,raw_fallback,504,2013-01-02 00:00:00,2014-12-31 00:00:00,0.8237698412698414,0.8270238095238095,0.8417857142857142,0.22328785654704364,0.22163997420773734,,,,0.12170073156967905,0.34354152618777867,0.04563492063492063,0.02976190476190476,0.0,0.25874755253082604,-0.12672030679101998,0.26100230304997263,0.31860441055247657,-0.16453466727665744,-0.05985685802165053
SPY,broad_index,00_30,780,2015-02-13 00:00:00,2026-05-07 00:00:00,0.8256923076923076,0.8316153846153845,0.8401025641025641,0.21714222539884917,0.2469992824135967,0.14143772893772896,0.13627315781036903,-1.2109378441240606,0.12348781094786081,0.35376603746966195,0.07692307692307693,0.038461538461538464,1.0,0.06235791790230705,-0.13041024612408447,0.0651623987828478,0.07509623899323614,-0.16790281601508894,-0.012738321090929094
SPY,broad_index,30_50,538,2015-03-02 00:00:00,2026-04-30 00:00:00,0.7827509293680297,0.7499628252788104,0.7878810408921934,0.36868622808069773,0.38655689120910747,0.39578170177612554,0.40015657407253347,-0.442382188005963,0.17597392211370455,0.38753137337600624,0.16356877323420074,0.120817843866171,1.0,0.10613334957108433,-0.0785212269437141,0.1128525508106033,0.12634405048631114,-0.11082162508948978,-0.02021070091522681
SPY,broad_index,50_70,563,2015-01-02 00:00:00,2026-04-29 00:00:00,0.7128596802841919,0.6516873889875666,0.7133214920071048,0.5244882871252923,0.5221075382880676,0.576482280301108,0.5958988581558222,0.19739648398657475,0.23692152121371113,0.4086427136727956,0.2202486678507993,0.108348134991119,1.0,0.05094308515271995,-0.1493877644340731,0.059920247593677756,0.10902231272248519,-0.16156761602057734,-0.058079227569765246
SPY,broad_index,70_85,449,2015-02-10 00:00:00,2026-04-10 00:00:00,0.592739420935412,0.5212026726057906,0.5942093541202672,0.7038646895031886,0.6797030899093125,0.7570438717432036,0.7734763141447546,0.9547039387514398,0.35935246826763456,0.37055783602672543,0.21603563474387527,0.0757238307349666,1.0,0.11405811004043853,-0.10889661095079628,0.12533200462543004,0.11464944112643494,-0.23227366108380176,-0.0005913310859964049
SPY,broad_index,85_95,330,2015-01-05 00:00:00,2026-04-07 00:00:00,0.5148484848484848,0.4285454545454545,0.5142424242424242,0.8175779102291124,0.7796397621834982,0.9019961519961519,0.9019454599612221,1.5539081543140465,0.5269248049628551,0.22726623869879628,0.2545454545454545,0.03939393939393939,1.0,0.030890886318905686,-0.12197375968671342,0.04537990025193106,0.037511617617011384,-0.3693648209956363,-0.006620731298105698
SPY,broad_index,95_100,193,2015-01-06 00:00:00,2026-04-01 00:00:00,0.4155440414507773,0.35388601036269424,0.4070466321243525,0.8894135756196136,0.8487588942794857,0.9729110124187844,0.9772051892425924,1.8825543098471509,0.6785622733873816,0.12334324946779744,0.16062176165803108,0.025906735751295335,1.0,0.3748272386530018,-0.03806236271471042,0.39343982400340183,1.0146771019064675,-0.09303502476744063,-0.6398498632534657
SPY,broad_index,raw_fallback,504,2013-01-02 00:00:00,2014-12-31 00:00:00,0.8158333333333333,0.8048412698412698,0.8226190476190476,0.26975617864361356,0.2685882047496509,,,,0.14265208566833154,0.37690147670604124,0.06349206349206349,0.02976190476190476,0.0,0.14403028770624537,-0.06122438887986248,0.147925534918268,0.19989563473780092,-0.07273424355932856,-0.055865347031555546
