asset_class,allocation_regime,mid_trend_state,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_base_signal_stock_weight,avg_signal_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank_504,avg_ph_rank_756,avg_ph_z_756,avg_up_strength_score,avg_down_strength_score,offensive_activation_rate,tier3_rate,ph_context_available_rate_756,strategy_ann_return,strategy_mdd,strategy_gross_ann_return,bh_ann_return,bh_mdd,bh_gap_ann_return
broad_index,CUSTOM,BEAR,00_30,1,2023-09-22 00:00:00,2023-09-22 00:00:00,1.0,0.82,0.82,0.3458459258079529,0.2681131545934082,0.30753968253968256,0.2804232804232804,-0.9048008379255512,0.4341221392360252,0.3378756547047666,1.0,0.0,1.0,-0.9759984460915018,0.0,-0.9759984460915018,-0.9759984460915018,0.0,0.0
broad_index,CUSTOM,BEAR,30_50,13,2015-08-06 00:00:00,2024-04-30 00:00:00,0.8446153846153847,0.7061538461538461,0.8538461538461538,0.4283042982793772,0.44639978308831985,0.3684371184371184,0.3826480377002295,-0.42776206647422643,0.4775513546939383,0.2765762690786745,0.9230769230769231,0.0,1.0,1.5729404193200542,-0.011625376845319169,1.5729404193200542,1.9408303000500968,-0.011893870793241557,-0.3678898807300426
broad_index,CUSTOM,BEAR,50_70,32,2015-08-11 00:00:00,2024-09-11 00:00:00,0.771875,0.563125,0.78875,0.608339395141229,0.6374177812363968,0.581845238095238,0.6125936804615966,0.38235994319197153,0.5845866012671375,0.2197546655291952,0.8125,0.0,1.0,0.20258320461477597,-0.03536506221381985,0.20258320461477597,0.346650242605296,-0.04286547606371971,-0.14406703799052
broad_index,CUSTOM,BEAR,70_85,124,2015-06-30 00:00:00,2026-03-17 00:00:00,0.6075806451612904,0.4462903225806452,0.6211290322580646,0.7905592040789704,0.7869190080773758,0.7988831285202252,0.7885635004042248,1.1091917580172372,0.6558003284361436,0.16127840242307273,0.5161290322580645,0.0,1.0,0.08077523009349141,-0.09175173159428607,0.08077523009349141,0.04948348344293785,-0.182340039137303,0.031291746650553565
broad_index,CUSTOM,BEAR,85_95,138,2015-08-20 00:00:00,2026-04-07 00:00:00,0.5594202898550725,0.41376811594202895,0.5614492753623189,0.8351284447355547,0.8166817259746905,0.9034679089026916,0.9027589813082618,1.5444713980677802,0.6696802379415278,0.15427330300496453,0.41304347826086957,0.0,1.0,0.04786234324850436,-0.11379826551723693,0.04786234324850436,0.09734188325405424,-0.2578286537897536,-0.04947954000554988
broad_index,CUSTOM,BEAR,95_100,112,2015-01-30 00:00:00,2026-04-01 00:00:00,0.5401785714285714,0.4032142857142857,0.5183928571428572,0.8661941053877984,0.8325213989053165,0.9744366496598639,0.9784463887310769,1.9643237039557238,0.6968756330991331,0.1261393736501593,0.3125,0.0,1.0,0.11065455283263947,-0.0444527968849282,0.11065455283263947,0.351792919663247,-0.10208266997412685,-0.24113836683060752
broad_index,CUSTOM,BEAR,raw_fallback,15,2014-04-16 00:00:00,2014-10-23 00:00:00,0.8106666666666669,0.45999999999999996,0.8000000000000003,0.7758485287427902,0.7634025717611446,,,,0.6079140319989281,0.19380558213899604,1.0,0.0,0.0,3.075533522509077,-0.010472499453567985,3.075533522509077,4.977994918925625,-0.011892346099835582,-1.9024613964165482
broad_index,CUSTOM,BULL,00_30,1172,2015-02-23 00:00:00,2026-05-07 00:00:00,0.8435153583617748,0.8479180887372014,0.8497098976109216,0.20239465519302735,0.21897371187075373,0.1331278102822471,0.1317816947663618,-1.2228787040459013,0.0979673898202039,0.32225113265302063,0.03754266211604096,0.0,1.0,0.13301514106634182,-0.09808656294810436,0.13301514106634182,0.15619644468098004,-0.11624737256217865,-0.023181303614638216
broad_index,CUSTOM,BULL,30_50,462,2015-03-02 00:00:00,2026-04-30 00:00:00,0.8271428571428571,0.8091341991341993,0.819004329004329,0.32302239580781433,0.3046796737282489,0.4054877001305573,0.38912377948220633,-0.5376656309393103,0.10776332153076296,0.34322458220600244,0.049783549783549784,0.0,1.0,0.13485550272282687,-0.0904595372367335,0.13485550272282687,0.09691457308975071,-0.158508150340385,0.03794092963307616
broad_index,CUSTOM,BULL,50_70,293,2015-03-03 00:00:00,2026-04-28 00:00:00,0.7368600682593857,0.6887372013651878,0.7126962457337884,0.4979980130524155,0.46960419488147215,0.5872338696570778,0.5982661013752414,0.17074629796792512,0.18551248303600731,0.37771487163598905,0.13310580204778158,0.0,1.0,-0.044545620686159304,-0.18740163788025987,-0.044545620686159304,-0.0011719147977772293,-0.2074606599501091,-0.043373705888382075
broad_index,CUSTOM,BULL,70_85,154,2015-01-23 00:00:00,2026-01-23 00:00:00,0.5953246753246754,0.5341558441558442,0.5874025974025975,0.6986304785475717,0.6690923081390364,0.7440991548134406,0.7705292693122654,0.9307377084340508,0.2497111679121865,0.4591289632861865,0.17532467532467533,0.0,1.0,0.029318780360621854,-0.07026032439524399,0.029318780360621854,-0.07021520453585661,-0.16191112294786003,0.09953398489647847
broad_index,CUSTOM,BULL,85_95,79,2015-01-21 00:00:00,2026-02-11 00:00:00,0.5865822784810127,0.45240506329113933,0.579240506329114,0.7934559257158751,0.7721072362917085,0.8925808720112517,0.8938043500446978,1.5542497197596583,0.33412779369894835,0.3835088237792471,0.379746835443038,0.0,1.0,0.0036870781793703067,-0.06636064136625708,0.0036870781793703067,-0.10596386749814235,-0.15011049882895933,0.10965094567751266
broad_index,CUSTOM,BULL,95_100,28,2015-01-15 00:00:00,2020-10-30 00:00:00,0.515,0.3928571428571429,0.4807142857142858,0.8758128041667598,0.8237883137275527,0.9635062358276645,0.9731874427523861,1.817185797794122,0.3678392046956542,0.4130955665200014,0.25,0.0,1.0,0.3229493613173242,-0.02220186765265353,0.3229493613173242,0.2549262090201301,-0.050372944095167016,0.06802315229719413
broad_index,CUSTOM,BULL,raw_fallback,731,2013-01-03 00:00:00,2014-12-15 00:00:00,0.837373461012312,0.8460191518467853,0.8476607387140904,0.20800497351588856,0.20185010310073073,,,,0.09878207534153972,0.37954546678201995,0.01094391244870041,0.0,0.0,0.10694441465438254,-0.06457853606873787,0.10694441465438254,0.12709522939252094,-0.07554999497736725,-0.0201508147381384
broad_index,CUSTOM,NEUTRAL,00_30,2,2023-09-20 00:00:00,2024-04-24 00:00:00,0.9299999999999999,0.84,0.9099999999999999,0.25965466201305387,0.2453707347791723,0.23511904761904762,0.21626984126984128,-1.1115607498746507,0.287919728788789,0.46550385512394565,0.5,0.0,1.0,3.0899493131127533,-0.002248635273256361,3.0899493131127533,4.185642946833612,-0.00224863527325625,-1.0956936337208587
broad_index,CUSTOM,NEUTRAL,30_50,7,2016-11-09 00:00:00,2024-04-29 00:00:00,0.8857142857142856,0.6857142857142858,0.8028571428571427,0.4265463450125286,0.5006236968950641,0.3472222222222222,0.38983371126228267,-0.36682417487963725,0.362069102575331,0.42225626793220866,0.7142857142857143,0.0,1.0,0.009619976033993893,-0.008106816183402143,0.009619976033993893,-0.008678903711282882,-0.009518483851759685,0.018298879745276775
broad_index,CUSTOM,NEUTRAL,50_70,24,2020-04-24 00:00:00,2025-05-15 00:00:00,0.7225,0.4791666666666667,0.7666666666666666,0.6950714931512872,0.7350052488886624,0.6376488095238095,0.6117724867724869,0.4849521810305148,0.5609707037106163,0.24411656982866625,0.875,0.0,1.0,-0.11867920758208528,-0.036871922025534576,-0.11867920758208528,-0.13045701721568626,-0.04206234493507577,0.011777809633600977
broad_index,CUSTOM,NEUTRAL,70_85,39,2015-06-29 00:00:00,2025-05-13 00:00:00,0.6533333333333335,0.47025641025641035,0.6841025641025643,0.749711078672837,0.7500225481158177,0.7581400081400081,0.786008158212631,1.0746191856589182,0.5685969501338414,0.24166633935689524,0.6666666666666666,0.0,1.0,0.697760304725406,-0.026262931693113334,0.697760304725406,1.4392244883597676,-0.03921307747159375,-0.7414641836343616
broad_index,CUSTOM,NEUTRAL,85_95,28,2015-02-02 00:00:00,2026-02-18 00:00:00,0.6607142857142859,0.4764285714285714,0.6478571428571431,0.8031899244657585,0.7446563888517409,0.8852040816326531,0.900978643633099,1.5351240893372353,0.49426734359938446,0.29894854974096374,0.5357142857142857,0.0,1.0,0.8822596015935562,-0.017206570122802467,0.8822596015935562,2.3281350293173326,-0.01972061556991278,-1.4458754277237764
broad_index,CUSTOM,NEUTRAL,95_100,11,2015-01-29 00:00:00,2020-03-03 00:00:00,0.6618181818181819,0.4272727272727272,0.6509090909090909,0.8655444968830456,0.7973724777949804,0.983044733044733,0.9839394078667572,2.0308569673247896,0.5290686992396636,0.21679083198871768,0.6363636363636364,0.0,1.0,-0.23961088842189526,-0.03073020545288696,-0.23961088842189526,-0.8057767863133714,-0.0913963093851814,0.5661658978914761
broad_index,CUSTOM,NEUTRAL,raw_fallback,6,2013-02-25 00:00:00,2014-04-30 00:00:00,0.8099999999999999,0.5266666666666667,0.8099999999999999,0.6239938971896967,0.6557542243399758,,,,0.4405956199140713,0.3668796746502883,0.8333333333333334,0.0,0.0,-0.2484110544501209,-0.019213752681382257,-0.2484110544501209,-0.35379661316694844,-0.02463964012849451,0.10538555871682753
broad_index,EXTREME_RISK,BEAR,70_85,3,2022-07-15 00:00:00,2025-04-23 00:00:00,0.3000000000000001,0.3,0.3000000000000001,0.8487091571092605,0.8646087061390474,0.8234126984126985,0.7905643738977072,1.0789829039403551,0.5319404993651103,0.2349050527906149,0.0,0.0,1.0,9.171346691342166,0.0,9.799437223535675,165.06313319945542,0.0,-155.89178650811326
broad_index,EXTREME_RISK,BEAR,85_95,10,2020-03-12 00:00:00,2025-04-01 00:00:00,0.30000000000000016,0.29999999999999993,0.30000000000000016,0.8875016668438912,0.8704382363709076,0.9434523809523808,0.9140211640211641,1.4349084752857932,0.5785977938994156,0.17405010857908065,0.0,0.0,1.0,-0.4564264411940414,-0.04288405468839984,-0.4224542069338466,-0.9925004779711422,-0.20732570021806385,0.5360740367771007
broad_index,EXTREME_RISK,BEAR,95_100,14,2015-09-04 00:00:00,2022-12-20 00:00:00,0.30000000000000016,0.29999999999999993,0.30000000000000016,0.8971438456858909,0.872903310418537,0.977749433106576,0.9820968776564368,1.7214530933948204,0.677462930937969,0.13526694026701774,0.0,0.0,1.0,-0.28609779370753075,-0.025618984702034497,-0.2415321816833068,-0.6524964241076198,-0.07800383742151917,0.366398630400089
