asset_class,ph_rank_bin_756,mid_trend_state,count,start_date,end_date,avg_stock_weight,avg_base_signal_stock_weight,avg_signal_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank_504,avg_ph_rank_756,avg_ph_z_756,avg_up_strength_score,avg_down_strength_score,offensive_activation_rate,tier3_rate,ph_context_available_rate_756,strategy_ann_return,strategy_mdd,strategy_gross_ann_return,bh_ann_return,bh_mdd,bh_gap_ann_return
broad_index,00_30,BEAR,28,2022-07-29 00:00:00,2023-11-02 00:00:00,0.9507142857142857,0.7414285714285713,0.9642857142857143,0.3547072170302271,0.40086830852130767,0.2028061224489796,0.20143613000755853,-1.0439916587440288,0.5659594891613321,0.23066600881816385,1.0,0.8571428571428571,1.0,-0.13363506985503593,-0.05150601398801746,-0.12422907701647612,-0.23074370676351952,-0.051648558725253646,0.09710863690848359
broad_index,00_30,BULL,1542,2015-02-13 00:00:00,2026-05-07 00:00:00,0.8309338521400778,0.8288715953307394,0.8422308690012968,0.22252184650661413,0.2535403970276853,0.1423771951495687,0.14124959977648976,-1.2013649083778355,0.13910104996262015,0.3328907011943737,0.0946822308690013,0.062905317769131,1.0,0.11012279053924812,-0.13041024612408392,0.11296259680868559,0.12296859739292842,-0.16790281601508894,-0.012845806853680308
broad_index,00_30,NEUTRAL,13,2015-07-23 00:00:00,2024-04-24 00:00:00,0.9861538461538462,0.7646153846153846,0.9830769230769232,0.3008473182526919,0.35176706395893004,0.1965811965811966,0.18559740760362844,-1.0802756647680751,0.6252391857544963,0.19654768516864232,0.9230769230769231,0.8461538461538461,1.0,0.5942670017192402,-0.014505075446299753,0.5991474324763868,0.6547905354589483,-0.014505075446299864,-0.06052353373970809
broad_index,30_50,BEAR,44,2015-07-27 00:00:00,2026-03-17 00:00:00,0.9181818181818181,0.6990909090909091,0.920909090909091,0.4543134892867371,0.460602769722833,0.3843795093795093,0.393035850792784,-0.34812156319947274,0.5375285672122216,0.25138086023858003,0.9318181818181818,0.6590909090909091,1.0,0.34366944316426307,-0.033081910952768245,0.35996538145623336,0.48658199162842797,-0.033750023107468774,-0.1429125484641649
broad_index,30_50,BULL,1063,2015-02-11 00:00:00,2026-04-30 00:00:00,0.7738852304797742,0.7445719661335842,0.7788711194731891,0.37716011187221127,0.3932671541862233,0.4066452388418522,0.39894982413674884,-0.4445215926761579,0.16498164942553692,0.37810313069627133,0.1317027281279398,0.10536218250235184,1.0,0.08992309463973314,-0.1886219487330234,0.09576911053617065,0.08406332481140533,-0.3047412890109088,0.00585976982832781
broad_index,30_50,NEUTRAL,24,2016-06-13 00:00:00,2024-09-13 00:00:00,0.8649999999999999,0.6625,0.8491666666666667,0.44149989324311417,0.5100032236628224,0.36863425925925924,0.3978725749559083,-0.3587598320802072,0.5077623155944885,0.2911673352712233,0.75,0.5,1.0,0.24998475003272547,-0.04625560141600671,0.26310371043527403,0.5926104041956937,-0.048307134180139766,-0.3426256541629682
broad_index,50_70,BEAR,89,2015-07-24 00:00:00,2026-04-08 00:00:00,0.733932584269663,0.5595505617977529,0.7692134831460673,0.6290126674798099,0.6398026954896853,0.5752407704654895,0.6139232825606965,0.40161743985708886,0.5461290337821064,0.2506948237140572,0.6853932584269663,0.24719101123595505,1.0,0.1550341346343469,-0.0669014887452809,0.17521006424652286,-0.06926944728898254,-0.14352337301670448,0.22430358192332944
broad_index,50_70,BULL,943,2015-01-02 00:00:00,2026-04-29 00:00:00,0.7055355249204666,0.657645811240721,0.703541887592789,0.5235550348004001,0.515817593175925,0.5825316871181134,0.5991673071250179,0.2056342726578057,0.20747582496079187,0.4085279888095305,0.1633085896076352,0.10498409331919406,1.0,0.10110662765200806,-0.16879111144095538,0.10993315139985249,0.1852261551475627,-0.1856468469044683,-0.08411952749555462
broad_index,50_70,NEUTRAL,64,2015-10-27 00:00:00,2026-04-13 00:00:00,0.8187499999999999,0.5584375,0.8318749999999999,0.6053790390840732,0.6412371630864233,0.6081659226190477,0.6091810702176019,0.3460264791946682,0.5709085640840247,0.23950765984594624,0.796875,0.421875,1.0,0.2401616413615384,-0.04678208027438313,0.2576354296892467,0.19417729771108894,-0.0641806100170349,0.045984343650449455
broad_index,70_85,BEAR,253,2015-06-30 00:00:00,2026-03-19 00:00:00,0.5841106719367589,0.43628458498023714,0.595889328063241,0.7804371708819989,0.7807577517318186,0.7954545454545453,0.7856312102044339,1.065646028598904,0.6234383291188323,0.1766911401143605,0.44664031620553357,0.14624505928853754,1.0,0.12230484615340043,-0.1779321256329598,0.1388343360969575,0.18062031404131096,-0.2580824030845441,-0.05831546788791053
