start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2024-12-23,2025-04-04,2025-11-24,-0.31514639590210536,230,69,0.8245887445887444,0.5116932714870275,0.44575546855343945,WATCH
2022-03-25,2022-12-29,2023-05-30,-0.2661651862058094,295,192,0.825,0.5636014897877628,0.4847696178511427,CUSTOM
2018-10-01,2018-12-31,2019-04-18,-0.2471929344045004,137,62,0.7379710144927536,0.5654200201321746,0.4423923893685514,RISK_OFF
2015-07-16,2016-06-23,2017-01-30,-0.23794197461031363,388,237,0.7491002570694085,0.5767622763954465,0.5032297093062877,WATCH
2013-01-02,2013-06-25,2013-10-16,-0.21956632031422896,199,120,0.8043,0.6393312213213284,0.5161920904727403,WATCH
2023-12-12,2024-04-17,2024-06-07,-0.15928656508214212,122,86,0.9274796747967479,0.3035899989493377,0.4232997275507848,NORMAL
2021-12-08,2022-03-10,2022-03-25,-0.14651841398166132,74,63,0.7448,0.5489167251802752,0.5159191282499018,WATCH
2020-02-10,2020-03-19,2020-05-01,-0.1403948306677113,57,27,0.5820689655172413,0.6798002826952947,0.49241524055050234,RISK_OFF
2023-07-27,2023-10-24,2023-12-01,-0.1352137969401639,89,62,0.9508888888888887,0.33608479741405695,0.4742090681078238,NORMAL
2019-05-01,2019-05-30,2019-09-09,-0.12519456138583984,90,20,0.6749450549450549,0.533090411508667,0.575464305089833,WATCH
