policy1_signal_regime,mid_trend_state,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
EXTREME_RISK,BEAR,85_95,5,2016-02-16,2019-01-23,0.35,0.35,0.52,0.8824525445699691,0.8626034250807575,0.9455026455026456,0.005756033951411554,-0.005410094882291161,0.016585103686910685,-0.013297203913194666,-0.01082906973549913
EXTREME_RISK,BEAR,95_100,152,2015-05-06,2024-09-13,0.3731578947368422,0.36519736842105266,0.42000000000000004,0.8766115772096736,0.8530520955529517,0.9801018782057596,0.010081744302487872,-0.07152402247777623,0.02180835977173179,-0.15212392968758426,-0.011726615469243917
EXTREME_RISK,BULL,85_95,1,2018-04-10,2018-04-10,0.6000000000000001,0.6000000000000001,0.6,0.8810308873653412,0.8605048738770176,0.9378306878306878,11.957813202856558,0.0,109.7205775206205,0.0,-97.76276431776394
EXTREME_RISK,BULL,95_100,33,2015-01-05,2021-03-12,0.6054545454545456,0.6115151515151515,0.5,0.7132973016211482,0.6380448861948376,0.9721178735798677,0.010145146111904868,-0.028689993727030072,0.021648480042946394,-0.03445144727352656,-0.011503333931041526
EXTREME_RISK,NEUTRAL,85_95,4,2018-04-02,2018-04-11,0.81,0.6150000000000001,0.52,0.8818904131650925,0.8286227575000132,0.9408068783068783,4.105482655143607,-0.004199996395781613,4.756313953305567,-0.00738022975893704,-0.6508312981619602
EXTREME_RISK,NEUTRAL,95_100,7,2015-05-05,2019-05-28,0.7914285714285715,0.6371428571428571,0.42,0.8003808987992151,0.7458900651806203,0.9785262576081097,0.0013861993009369744,-0.010259439594101583,0.0029570135370478035,-0.011488777425649799,-0.001570814236110829
HIGH_VOL,BEAR,70_85,127,2016-01-06,2025-05-06,0.6094488188976377,0.56755905511811,0.6200000000000002,0.767163543837277,0.7628309541194389,0.7793504978544348,0.007327109408523436,-0.15953410177104677,0.013160808595965134,-0.2149490571705165,-0.005833699187441699
HIGH_VOL,BULL,85_95,106,2015-01-02,2026-03-27,0.7350943396226417,0.7537735849056603,0.5999999999999999,0.7471946710263785,0.6926987467979321,0.8955543146628182,0.0017003760935567769,-0.10962459319169082,0.0025906057206115385,-0.1429989867137702,-0.0008902296270547616
HIGH_VOL,NEUTRAL,70_85,46,2016-03-03,2026-04-02,0.7717391304347825,0.8004347826086954,0.6200000000000001,0.6976507342380027,0.6948374892043904,0.7633712905452036,0.014727625223906138,-0.09626537271229851,0.015869881548932874,-0.11919478948915396,-0.001142256325026736
NORMAL,BEAR,00_30,1,2025-02-25,2025-02-25,0.68,0.68,0.68,0.2487349987030029,0.3936993509909345,0.07671957671957672,-0.9999654193526825,0.0,-0.9999997280723447,0.0,3.4308719662257126e-05
NORMAL,BEAR,30_50,45,2022-07-28,2025-05-22,0.9782222222222224,0.9688888888888889,0.68,0.5065882003638481,0.548161712877405,0.4354791299235744,0.0022796169681367218,-0.13297805670232554,0.0075312756406626935,-0.13261072613420488,-0.005251658672525972
NORMAL,BEAR,raw_fallback,3,2013-08-27,2013-09-03,0.82,0.86,0.86,0.13415874180694418,0.15006523853312317,,4.923733860625075,0.0,8.377783187539185,0.0,-3.4540493269141104
NORMAL,BULL,00_30,618,2016-11-30,2026-05-07,0.913527508090615,0.9249838187702267,0.9200000000000003,0.28267700387387984,0.31122947816334,0.15985599561651342,0.13959158405955163,-0.14403963964936795,0.15341671049812322,-0.15452197985621785,-0.013825126438571589
NORMAL,BULL,30_50,567,2015-02-25,2026-05-04,0.9076190476190477,0.9126631393298063,0.9000000000000002,0.3861819205381883,0.3978951979132163,0.3954496718076681,-0.004060370551839054,-0.36536871713133334,-0.00287000102449142,-0.3846097615729005,-0.0011903695273476345
NORMAL,BULL,raw_fallback,473,2013-01-02,2014-12-31,0.8368287526427063,0.8420295983086682,0.839154334038055,0.20298662695317007,0.20171801443473725,,0.19977896449846555,-0.09557492506664944,0.2333149815874509,-0.1226790554343894,-0.03353601708898535
NORMAL,NEUTRAL,00_30,12,2021-10-14,2025-02-26,0.9700000000000001,0.9833333333333334,0.7799999999999999,0.3280067203566432,0.40503546221875536,0.19014550264550265,0.0073304614915914446,-0.04481182883447832,0.00856408376445672,-0.04481182883447832,-0.0012336222728652757
NORMAL,NEUTRAL,30_50,25,2018-06-27,2025-05-23,0.976,0.9560000000000001,0.78,0.44567820537090297,0.49313098046358533,0.4062698412698413,0.011227240628975732,-0.08247300313402806,0.010935118044708814,-0.08479594162472592,0.0002921225842669184
NORMAL,NEUTRAL,raw_fallback,6,2013-08-23,2014-10-09,0.8133333333333334,0.82,0.82,0.2748687967037161,0.259917823438947,,-0.04278060339858303,-0.03899150822611752,-0.05278388189240357,-0.048011300299173,0.010003278493820544
