period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum,max_drawdown_inside_period
2013-12-31,0.24025672325607283,0.24239336377763143,0.3112110413016229,-0.04857414780019376,-0.0006553212009189346,0.8534126984126984,1.72,-0.05455652106202491
2014-12-31,0.174922706886935,0.18240198479828762,0.1886433075776286,0.09927146524083308,-0.0008741622138148664,0.7723015873015873,6.359999999999999,-0.05262128575895508
2015-12-31,0.12371865103408086,0.1355105502875662,0.08860045095952218,0.007801753989868043,-0.0010928048869232043,0.7652380952380953,10.48,-0.09456607037775011
2016-12-31,0.09518598031018044,0.10401238646025046,0.11178073377165898,0.006686273028902789,0.001313774509706489,0.7788888888888889,8.04,-0.07313922639864223
2017-12-31,0.24334543064738567,0.2493206005553663,0.3436121350332362,0.02251433515298018,0.0067809813796211316,0.7812749003984063,4.799999999999999,-0.03862070536554363
2018-12-31,0.00538252054360755,0.015047488453076241,-0.05589047203388886,0.02237793951748457,0.017262056859545183,0.626772908366534,9.52,-0.09790394161522864
2019-12-31,0.2744776770890094,0.28665331107855185,0.4413632980590907,0.08164698300877848,0.02043080058147173,0.7551587301587303,9.52,-0.06296626804541061
2020-12-31,0.32632868508027,0.33643764656372643,0.4643546413183175,0.08546440913133901,0.0035470234589529692,0.5310671936758893,7.639999999999999,-0.09672733301082126
2021-12-31,0.20863048263044615,0.21618175431562903,0.2774324634589551,-0.040778045274906916,-0.0008741988401761436,0.7243650793650794,6.239999999999998,-0.06518031675776503
2022-12-31,-0.24371381795536107,-0.23119974177135816,-0.32479524393050707,-0.12980243903957756,0.014045538010856395,0.4984860557768924,16.36,-0.24227912319095024
2023-12-31,0.3929732662034995,0.3989690095343539,0.5093028882762582,0.019191810514261,0.049907964864110754,0.8017600000000001,4.32,-0.10582521105203846
2024-12-31,0.2226520672938157,0.228047906467038,0.30962215629134593,-0.00607665537116564,0.051815286275623595,0.8435714285714285,4.4,-0.1198552330580619
2025-12-31,0.13172955224861416,0.1411783255340573,0.19774018325700204,0.0838511158273052,0.04158510036557184,0.7159200000000001,8.32,-0.13140029889515914
2026-12-31,0.14004432970224356,0.14186207938167983,0.15566497240960775,-0.005333643136359756,0.01221573316666369,0.8767816091954022,1.5999999999999999,-0.1032977034054785
