ticker,allocation_regime,mid_trend_state,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_base_signal_stock_weight,avg_signal_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank_504,avg_ph_rank_756,avg_ph_z_756,avg_up_strength_score,avg_down_strength_score,offensive_activation_rate,tier3_rate,ph_context_available_rate_756,strategy_ann_return,strategy_mdd,strategy_gross_ann_return,bh_ann_return,bh_mdd,bh_gap_ann_return
SPY,CUSTOM,BEAR,00_30,1,2023-09-22 00:00:00,2023-09-22 00:00:00,1.0,0.82,0.82,0.3458459258079529,0.2681131436038323,0.30753968253968256,0.2804232804232804,-0.9052041770506122,0.434122139341861,0.3378756690275574,1.0,0.0,1.0,-0.9759988932340896,0.0,-0.9759988932340896,-0.9759988932340896,0.0,0.0
SPY,CUSTOM,BEAR,30_50,8,2015-08-06 00:00:00,2023-09-27 00:00:00,0.8875,0.7599999999999999,0.8825000000000001,0.3697983746416867,0.36573589269714657,0.36706349206349204,0.3859056762095835,-0.4938110006990406,0.44726756698073106,0.27944704548941507,0.875,0.0,1.0,0.9531122289511895,-0.011625211287390025,0.9531122289511895,1.0614186356782005,-0.011893613047656015,-0.10830640672701097
SPY,CUSTOM,BEAR,50_70,14,2015-08-11 00:00:00,2023-11-01 00:00:00,0.835714285714286,0.6442857142857141,0.8014285714285716,0.5236656093171665,0.5409825402783116,0.544501133786848,0.6127846729767684,0.28357127206638855,0.46813825565922496,0.27278443324819596,0.6428571428571429,0.0,1.0,-0.008776083662555556,-0.0338098570905343,-0.008776083662555556,-0.05373242197354844,-0.040861776439506836,0.04495633831099288
SPY,CUSTOM,BEAR,70_85,20,2015-06-30 00:00:00,2026-03-17 00:00:00,0.8130000000000001,0.49399999999999994,0.8020000000000002,0.7183693473786115,0.7070727918563123,0.7535714285714284,0.7805684778918376,1.1020966969354347,0.6434930726424157,0.15027600958611234,0.95,0.0,1.0,0.3106512814280127,-0.03816886615127668,0.3106512814280127,0.37160387247808324,-0.04647805634254043,-0.06095259105007056
SPY,CUSTOM,BEAR,85_95,20,2015-08-20 00:00:00,2026-03-25 00:00:00,0.8030000000000002,0.47000000000000003,0.8010000000000002,0.7891912889480591,0.7460185318457333,0.8847222222222223,0.905571035795715,1.6597940174101429,0.6018901643058726,0.24208023605347453,1.0,0.0,1.0,-0.40735664409286476,-0.04416788719905962,-0.40735664409286476,-0.4259008241995813,-0.05268113730087809,0.018544180106716546
SPY,CUSTOM,BEAR,95_100,9,2015-01-30 00:00:00,2025-03-11 00:00:00,0.8177777777777778,0.4311111111111111,0.8,0.8835160937574176,0.7771194762280733,0.9750881834215167,0.9743716633911834,2.385694710511674,0.6958669965517316,0.13085167924823826,1.0,0.0,1.0,-0.6662782306682415,-0.048416206428733344,-0.6662782306682415,-0.7281573936263182,-0.05906089417702465,0.061879162958076606
SPY,CUSTOM,BEAR,raw_fallback,8,2014-10-13 00:00:00,2014-10-23 00:00:00,0.8200000000000001,0.4325,0.8,0.8189437229186297,0.7790090771609461,,,,0.7074973724823372,0.10645773936414674,1.0,0.0,0.0,1.9369989130633893,-0.005710096096233963,1.9369989130633893,3.119484891375225,-0.007110770404264333,-1.1824859783118358
SPY,CUSTOM,BULL,00_30,625,2015-02-23 00:00:00,2026-05-07 00:00:00,0.840736,0.8492160000000002,0.8507520000000001,0.19862596658229828,0.2149373567886456,0.13079047619047618,0.12627410668325267,-1.2283234857400442,0.09156644941156383,0.33670944359384203,0.04,0.0,1.0,0.10484203416707993,-0.0894230037578273,0.10484203416707993,0.12471975500513488,-0.10614858881268041,-0.019877720838054946
SPY,CUSTOM,BULL,30_50,231,2015-03-02 00:00:00,2026-04-30 00:00:00,0.8320346320346319,0.8186147186147185,0.8254545454545452,0.30647660833319795,0.2925645300804104,0.39891259534116674,0.3883566066984772,-0.554518593706122,0.10084625759309164,0.35330622721885935,0.030303030303030304,0.0,1.0,0.17265662622524913,-0.04792287027866515,0.17265662622524913,0.19095576270803094,-0.056376696224101575,-0.018299136482781808
SPY,CUSTOM,BULL,50_70,136,2015-03-03 00:00:00,2026-04-28 00:00:00,0.8397058823529412,0.7716176470588236,0.795,0.41751103793435235,0.365810729550065,0.5893440709617179,0.5786459282190347,-0.01356659406638524,0.18172678582947394,0.3601310614523577,0.16176470588235295,0.0,1.0,-0.2198546117765774,-0.17905756310583765,-0.2198546117765774,-0.25755800675660034,-0.2047023502321086,0.03770339498002295
