from_regime,CUSTOM,EXTREME_RISK,HIGH_VOL,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9056224899598394,0.0,0.0,0.04819277108433735,0.013052208835341365,0.03313253012048193
EXTREME_RISK,0.0,0.9335260115606936,0.0,0.0,0.057803468208092484,0.008670520231213872
HIGH_VOL,0.0,0.0,0.78,0.0,0.15,0.07
NORMAL,0.03926701570680628,0.0,0.0,0.9258289703315882,0.0,0.034904013961605584
RISK_OFF,0.06498194945848375,0.08303249097472924,0.007220216606498195,0.0,0.8086642599277978,0.036101083032490974
WATCH,0.06517311608961303,0.0,0.04073319755600815,0.07331975560081466,0.010183299389002037,0.8105906313645621
