ticker,asset_class,rows,date_start,date_end,ph_source_used,ph_raw_mean,ph_raw_median,ph_raw_p75,ph_raw_p90,ph_raw_p95,ph_ewma_mean,ph_ewma_median,ph_context_available_rate_504,ph_rank_504_mean,ph_rank_504_median,ph_context_available_rate_756,ph_rank_756_mean,ph_rank_756_median,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,avg_stock_weight
QQQ,broad_index,3357,2013-01-02 00:00:00,2026-05-07 00:00:00,prob_high_vol_raw,0.4746852007316964,0.4295765191316605,0.7026168137788773,0.8560783737897874,0.8944210565090179,0.47475331888149586,0.4305450042983391,0.8498659517426274,0.5161769287689372,0.5218253968253969,0.8498659517426274,0.5191273848782478,0.5092592592592593,0.1682843761289654,-0.2520968526949148,0.20444918180724958,-0.351187057547902,0.7250759606791778
SPY,broad_index,3357,2013-01-02 00:00:00,2026-05-07 00:00:00,prob_high_vol_raw,0.46364172870270515,0.3921429485082627,0.717442336678505,0.8625369745492937,0.888056475520134,0.463571703960999,0.4026615398149051,0.8498659517426274,0.516254819488258,0.5218253968253969,0.8498659517426274,0.5223521051603999,0.5383597883597884,0.10055812346678006,-0.18207883330775476,0.1491400968529506,-0.3371726482138061,0.7137324992552875
AAPL,mega_cap,3357,2013-01-02 00:00:00,2026-05-07 00:00:00,prob_high_vol_raw,0.4908023107114437,0.4628299340605736,0.6201275676488877,0.776052955389023,0.8154064494371415,0.49115869895574815,0.4660700675833849,0.8498659517426274,0.504323630375155,0.501984126984127,0.8498659517426274,0.49967901666400266,0.5052910052910053,0.20204698121762088,-0.31500440755096804,0.24166825130518488,-0.3851593975111318,0.7722609472743521
SOXX,sector_etf,3357,2013-01-02 00:00:00,2026-05-07 00:00:00,prob_high_vol_raw,0.48057233524692705,0.4421141535043716,0.6794321417808533,0.8353558242321014,0.8705158543586731,0.48045796813860864,0.4473851881230863,0.8498659517426274,0.5325409343548145,0.5416666666666666,0.8498659517426274,0.5480091863328184,0.5529100529100529,0.21271018688025856,-0.3528097438811719,0.3038576567895668,-0.4575373327362904,0.7311706881143878
NVDA,high_vol_growth,3357,2013-01-02 00:00:00,2026-05-07 00:00:00,prob_high_vol_raw,0.47440452645095843,0.4831483855843544,0.640704756975174,0.7586452847719194,0.8108971101045609,0.47434560974821,0.4785261464181558,0.8498659517426274,0.5206340860914994,0.5357142857142857,0.8498659517426274,0.5287502623344194,0.5370370370370371,0.4350306898145342,-0.5709713241256874,0.6432518285743019,-0.6633508667198105,0.7470420017873101
